r0,r1,c
0.003708136850982048,0.0033513536147871,35512.53027952307
0.003729124466276282,0.003280412196700872,35512.530295773184
0.00375791184075609,0.003231256210176147,35512.5303008863
0.0036679802676026496,0.002994793648639232,35512.53028328699
0.003763036894797237,0.0035309081176446294,35512.530286495545
0.003625473149698772,0.002933302732175099,35512.53027922179
0.0037172086187296604,0.0032936985369854087,35512.530275958205
0.003828438005483147,0.003385885131006287,35512.530281238985
0.003803103946001118,0.0036431933639578702,35512.53027865356
0.003826082848657999,0.0030081849411589673,35512.53027627938
0.0038413220374708037,0.0033361971530343464,35512.53028267891
0.003708136850982048,0.0033513536147871,35512.53027952307
0.003729124466276282,0.003280412196700872,35512.530295773184
0.00375791184075609,0.003231256210176147,35512.5303008863
0.0036679802676026496,0.002994793648639232,35512.53028328699
0.003763036894797237,0.0035309081176446294,35512.530286495545
0.003625473149698772,0.002933302732175099,35512.53027922179
0.0037172086187296604,0.0032936985369854087,35512.530275958205
0.003828438005483147,0.003385885131006287,35512.530281238985
0.003803103946001118,0.0036431933639578702,35512.53027865356
0.003826082848657999,0.0030081849411589673,35512.53027627938
0.0038413220374708037,0.0033361971530343464,35512.53028267891
0.003708136850982048,0.0033513536147871,35512.53027952307
0.003729124466276282,0.003280412196700872,35512.530295773184
0.00375791184075609,0.003231256210176147,35512.5303008863
0.0036679802676026496,0.002994793648639232,35512.53028328699
0.003763036894797237,0.0035309081176446294,35512.530286495545
0.003625473149698772,0.002933302732175099,35512.53027922179
0.0037172086187296604,0.0032936985369854087,35512.530275958205
0.003828438005483147,0.003385885131006287,35512.530281238985
0.003803103946001118,0.0036431933639578702,35512.53027865356
0.003826082848657999,0.0030081849411589673,35512.53027627938
0.0038413220374708037,0.0033361971530343464,35512.53028267891
0.003708136850982048,0.0033513536147871,35512.53027952307
0.003729124466276282,0.003280412196700872,35512.530295773184
0.00375791184075609,0.003231256210176147,35512.5303008863
0.0036679802676026496,0.002994793648639232,35512.53028328699
0.003763036894797237,0.0035309081176446294,35512.530286495545
0.003625473149698772,0.002933302732175099,35512.53027922179
0.0037172086187296604,0.0032936985369854087,35512.530275958205
0.003828438005483147,0.003385885131006287,35512.530281238985
0.003803103946001118,0.0036431933639578702,35512.53027865356
0.003826082848657999,0.0030081849411589673,35512.53027627938
0.0038413220374708037,0.0033361971530343464,35512.53028267891
0.003708136850982048,0.0033513536147871,35512.53027952307
0.003729124466276282,0.003280412196700872,35512.530295773184
0.00375791184075609,0.003231256210176147,35512.5303008863
0.0036679802676026496,0.002994793648639232,35512.53028328699
0.003763036894797237,0.0035309081176446294,35512.530286495545
0.003625473149698772,0.002933302732175099,35512.53027922179
0.0037172086187296604,0.0032936985369854087,35512.530275958205
0.003828438005483147,0.003385885131006287,35512.530281238985
0.003803103946001118,0.0036431933639578702,35512.53027865356
0.003826082848657999,0.0030081849411589673,35512.53027627938
0.0038413220374708037,0.0033361971530343464,35512.53028267891
0.003708136850982048,0.0033513536147871,35512.53027952307
0.003729124466276282,0.003280412196700872,35512.530295773184
0.00375791184075609,0.003231256210176147,35512.5303008863
0.0036679802676026496,0.002994793648639232,35512.53028328699
0.003763036894797237,0.0035309081176446294,35512.530286495545
0.003625473149698772,0.002933302732175099,35512.53027922179
0.0037172086187296604,0.0032936985369854087,35512.530275958205
0.003828438005483147,0.003385885131006287,35512.530281238985
0.003803103946001118,0.0036431933639578702,35512.53027865356
0.003826082848657999,0.0030081849411589673,35512.53027627938
0.0038413220374708037,0.0033361971530343464,35512.53028267891
0.003708136850982048,0.0033513536147871,35512.53027952307
0.003729124466276282,0.003280412196700872,35512.530295773184
0.00375791184075609,0.003231256210176147,35512.5303008863
0.0036679802676026496,0.002994793648639232,35512.53028328699
0.003763036894797237,0.0035309081176446294,35512.530286495545
0.003625473149698772,0.002933302732175099,35512.53027922179
0.0037172086187296604,0.0032936985369854087,35512.530275958205
0.003828438005483147,0.003385885131006287,35512.530281238985
0.003803103946001118,0.0036431933639578702,35512.53027865356
0.003826082848657999,0.0030081849411589673,35512.53027627938
0.0038413220374708037,0.0033361971530343464,35512.53028267891
0.003708136850982048,0.0033513536147871,35512.53027952307
0.003729124466276282,0.003280412196700872,35512.530295773184
0.00375791184075609,0.003231256210176147,35512.5303008863
0.0036679802676026496,0.002994793648639232,35512.53028328699
0.003763036894797237,0.0035309081176446294,35512.530286495545
0.003625473149698772,0.002933302732175099,35512.53027922179
0.0037172086187296604,0.0032936985369854087,35512.530275958205
0.003828438005483147,0.003385885131006287,35512.530281238985
0.003803103946001118,0.0036431933639578702,35512.53027865356
0.003826082848657999,0.0030081849411589673,35512.53027627938
0.0038413220374708037,0.0033361971530343464,35512.53028267891
0.003708136850982048,0.0033513536147871,35512.53027952307
0.003729124466276282,0.003280412196700872,35512.530295773184
0.00375791184075609,0.003231256210176147,35512.5303008863
0.0036679802676026496,0.002994793648639232,35512.53028328699
0.003763036894797237,0.0035309081176446294,35512.530286495545
0.003625473149698772,0.002933302732175099,35512.53027922179
0.0037172086187296604,0.0032936985369854087,35512.530275958205
0.003828438005483147,0.003385885131006287,35512.530281238985
0.003803103946001118,0.0036431933639578702,35512.53027865356
0.003826082848657999,0.0030081849411589673,35512.53027627938
0.0038413220374708037,0.0033361971530343464,35512.53028267891
0.003708136850982048,0.0033513536147871,35512.53027952307
0.003729124466276282,0.003280412196700872,35512.530295773184
0.00375791184075609,0.003231256210176147,35512.5303008863
0.0036679802676026496,0.002994793648639232,35512.53028328699
0.003763036894797237,0.0035309081176446294,35512.530286495545
0.003625473149698772,0.002933302732175099,35512.53027922179
0.0037172086187296604,0.0032936985369854087,35512.530275958205
0.003828438005483147,0.003385885131006287,35512.530281238985
0.003803103946001118,0.0036431933639578702,35512.53027865356
0.003826082848657999,0.0030081849411589673,35512.53027627938
0.0038413220374708037,0.0033361971530343464,35512.53028267891
