I,SoC,V
-5.9,35,541.7
-5.8,35,541.9
-5.9,35,542.3
-5.9,35,542.3
-6,35,541.7
-6,35,541.7
-5.8,35,542.8
-5.8,35,542.1
-5.9,35,543
-6,35,542.1
-6,35,541.7
-6,35,541.7
-5.8,35,541.7
-5.8,35,542.4
-5.8,35,541.7
-5.9,35,542.1
-6,35,541.5
-7.8,35,541.7
-7.7,35,541.5
-7.9,35,541.7
-7.8,35,541.5
-7.8,35,541.7
-7.8,35,542.3
-7.6,35,541.7
-7.9,35,540.8
-7.8,35,541.9
-7.9,35,541.7
-7.6,35,542.3
-7.7,35,542.1
-7.8,35,540.8
-7.8,35,540.8
-7.8,35,542.3
-7.9,35,541.7
-7.7,35,541.7
-7.7,35,542.3
-7.7,35,540.8
-7.6,35,541.7
-7.8,35,542.4
-7.8,35,542.3
-7.8,35,542.3
-7.8,35,540.8
-7.8,35,541
-7.9,35,541.5
-7.8,35,541.7
-7.7,35,540.8
-7.8,35,542.3
-7.8,35,542.1
-7.8,35,542.3
-7.6,35,541.7
-7.7,35,542.3
-7.7,35,542.3
-7.8,35,541.9
-7.8,35,541.7
-7.8,35,541.5
-7.7,35,542.3
-7.7,35,541.7
-7.6,35,542.1
-7.6,35,542.4
-7.8,35,541.7
-7.8,35,540.8
-7.7,35,542.1
-7.6,35,540.8
-7.6,35,540.6
-7.7,35,541.7
-7.6,35,541.5
-7.7,35,542.1
-7.8,35,541.7
-7.7,35,541.7
-7.8,35,541.7
-7.9,35,541.7
-7.9,35,541.7
-7.8,35,541.7
-7.7,35,541.5
-7.7,35,541.7
-7.6,35,540.8
-7.7,35,542.1
-7.6,35,542.3
-7.6,35,542.3
-7.7,35,542.1
-7.7,35,541.5
-7.7,35,541.7
-7.6,35,540.6
-7.6,35,541.7
-7.9,35,541.5
-7.9,35,541.5
-7.7,35,540.8
-7.8,35,541.7
-7.8,35,541.7
-7.6,35,541.5
-7.7,35,541.7
-7.7,35,541.7
-7.7,35,541.7
-7.6,35,541.5
-7.6,35,541.5
-7.6,35,541.5
-7.6,35,541.9
-7.6,35,542.1
-7.8,35,541.7
-7.8,35,541.7
-7.7,35,542.1
-7.8,35,541.5
-7.8,35,541.5
-7.9,35,540.8
-7.8,35,541.7
-7.8,35,541.7
-7.9,35,542.1
-7.7,35,542.1
-7.7,35,541.5
-7.7,35,541.5
-7.6,35,542.1
-7.8,35,540.6
-7.8,35,541.5
-7.8,35,541.5
-7.8,35,540.6
-7.8,35,540.6
-7.8,35,542.1
-7.7,35,541.7
-7.8,35,541.7
-7.9,35,541.5
-7.8,35,541.7
-7.9,35,542.1
-7.8,35,541.7
-7.6,35,542.3
-7.6,35,541.5
-7.8,35,540.6
-7.8,35,541.7
-7.8,35,541.5
-7.7,35,541.7
-7.6,35,541.7
-7.7,35,541.5
-7.6,35,541.7
-7.6,35,541.5
-7.6,35,541.5
-7.6,35,541.5
-7.5,35,541.7
-7.6,35,541
-7.6,35,542.1
-7.8,35,541.5
-7.8,35,541.5
-7.8,35,541.7
-7.8,35,541.5
-7.8,35,542.1
-7.8,35,540.6
-7.8,35,541.5
-7.7,35,541.7
-7.8,35,540.6
-7.7,35,540.6
-7.6,35,542.1
-7.7,35,541.7
-7.8,35,540.2
-7.8,35,540.6
-7.6,35,541.9
-7.8,35,540.6
-7.8,34,541.3
-7.8,34,541.3
-7.7,34,540.8
-7.6,34,541.5
-7.6,34,541.7
-7.6,34,541.7
-7.8,34,542.1
-7.7,34,541.3
-7.6,34,541.7
-7.6,34,540.8
-7.6,34,541.5
-7.7,34,540.6
-7.7,34,541.5
-7.8,34,540.8
-7.8,34,540.6
-7.9,34,541.5
-7.7,34,542.1
-7.7,34,542.1
-7.8,34,540.6
-7.8,34,541.7
-7.8,34,540.6
-7.8,34,540.8
-7.8,34,540.8
-7.8,34,540.8
-7.7,34,540.8
-7.8,34,540.8
-7.7,34,541.5
-7.6,34,541.5
-7.6,34,541.7
-7.7,34,541.7
-7.8,34,540.2
-7.8,34,541.7
-7.6,34,540.8
-7.6,34,541.7
-7.7,34,541.5
-7.7,34,541.5
-7.6,34,540.8
-7.7,34,541.7
-7.6,34,540.6
-7.6,34,541.7
-7.8,34,540.6
-7.8,34,541.9
-7.8,34,541.9
-7.4,34,540.8
-7.4,34,541.5
-7.4,34,540.6
-7.4,34,540.6
-7.5,34,540.6
-7.5,34,540.6
-7.6,34,540.6
-7.4,34,540.2
-7.4,34,540.8
-7.4,34,540.8
-7.4,34,540.8
-7.5,34,540.6
-7.5,34,540.6
-7.6,34,541.9
-7.6,34,540.2
-7.4,34,540.4
-7.4,34,540.8
-7.4,34,541.7
-7.4,34,540.8
-7.3,34,540.8
-7.4,34,540.8
-7.5,34,540.2
-7.5,34,540.2
-7.6,34,541.5
-7.6,34,540.8
-7.4,34,541.5
-7.4,34,541
-7.4,34,541
-7.6,34,540.8
-7.6,34,540.2
-7.6,34,540.2
-7.4,34,540.4
-7.6,34,540.6
-7.4,34,540.6
-7.4,34,541
-7.4,34,541.5
-7.4,34,541.9
-7.7,34,540.6
-7.6,34,541.7
-7.7,34,540.4
-7.5,34,541.7
-7.6,34,542.1
-7.6,34,542.1
-7.4,34,540.6
-7.5,34,540.4
-7.5,34,541.5
-7.5,34,540.6
-7.6,34,541.5
-7.6,34,541.7
-7.4,34,540.6
-7.4,34,540.2
-7.6,34,540.6
-7.6,34,541.7
-7.5,34,540.4
-7.6,34,540.4
-7.5,34,540.6
-7.6,34,540.2
-7.5,34,540.6
-7.5,34,540.6
-7.3,34,540.8
-7.5,34,541.5
-7.5,34,541.5
-7.4,34,540.2
-7.4,34,541.5
-7.4,34,540.6
-7.5,34,541.7
-7.4,34,540.2
-7.7,34,540.6
-7.6,34,541.3
-7.5,34,540.2
-7.5,34,540.8
-7.4,34,540.6
-7.5,34,541.7
-7.4,34,540.6
-7.6,34,541.7
-7.6,34,541.3
-7.5,34,540.6
-7.4,34,540.4
-7.5,34,540.6
-7.4,34,540.6
-7.5,34,541.7
-7.5,34,541.7
-7.7,34,540.2
-7.6,34,540.8
-7.6,34,541.5
-7.6,34,541.5
-7.4,34,540.6
-7.5,34,540.6
-7.6,34,540.2
-7.6,34,540.8
-6.3,34,540.8
-6,34,540.2
-6.1,34,540.8
-6,34,540.2
-6,34,541.7
-6,34,540.2
-6,34,541.5
-6,34,540.6
-6,34,540.2
-6,34,540.2
-6.2,34,540.6
-6.1,34,540.6
-6.1,34,541.3
-6,34,540.6
-6,34,540.6
-6.2,34,540.2
-6.2,34,541.5
-6,34,541.3
-6,34,541.5
-6,34,541.7
-6,34,541.7
-6.1,34,540.8
-6,34,540.6
-6,34,541.7
-6,34,541.7
-6,34,540.6
-6,34,541.7
-6,34,541.7
-6.1,34,541.7
-6.1,34,540.8
-6.1,34,540.8
-6.1,34,540.2
-6.2,34,541.5
-6.1,34,540.2
-6,34,540.6
-6,34,540.6
-6,34,540.8
-6,34,540.8
-6.2,34,540.6
-6.1,34,540.8
-6.1,34,540.8
-6,34,541.5
-6.2,34,540.2
-6.1,34,540.2
-6.1,34,540.2
-6.2,34,540.2
-6.1,34,541.7
-6,34,541.7
-6,34,541.7
-6,34,541.5
-6.1,34,540.6
-6.1,34,540.6
-6,34,540.8
-6.1,34,540.2
-6.1,34,540.8
-6.2,34,540.8
-6.2,34,541.3
-6.2,34,540.2
-6,34,540.8
-6,34,540.8
-6.2,34,540.8
-6,34,541.7
-6.2,34,540.6
-6.2,34,540.8
-6,34,541.5
-6,34,541.5
-6,34,541.5
-6.1,34,540.6
-6,34,540.8
-6.1,34,540.2
-6.2,34,540.6
-6.1,34,540.6
-6.2,34,540.6
-6.1,34,540.8
-6.2,34,540.6
-6.2,34,540.4
-6,34,540.8
-6.2,34,540.8
-6.1,34,541
-6.2,34,541
-6,34,540.8
-6.1,34,541.7
-6,34,540.2
-6.2,34,540.6
-6.1,34,540.6
-6.1,34,540.6
-6.2,34,540.6
-6,34,540.2
-6,34,540.2
-6.2,34,541.7
-7.4,34,541.5
-9,34,540.8
-8.8,34,540.6
-8.8,34,540.8
-8.9,34,540.2
-8.9,34,540.2
-8.8,34,540.4
-8.7,34,541.5
-8.8,34,540.6
-8.7,34,540.6
-8.8,34,540
-9,34,540.2
-8.9,33,539.5
-9,33,540.6
-8.8,33,540.6
-8.7,33,540.2
-9,33,540.2
-8.8,33,540
-8.9,33,540.6
-8.9,33,540.6
-9,33,540.2
-8.9,33,539.3
-8.8,33,540.6
-9,33,540.8
-8.9,33,540.8
-8.8,33,540.2
-8.8,33,540.2
-8.8,33,540.2
-8.8,33,539.5
-8.9,33,540
-8.8,33,540.2
-8.8,33,539.5
-8.8,33,540
-8.9,33,540.2
-8.9,33,540.2
-8.9,33,540.2
-8.9,33,540
-8.8,33,539.5
-8.9,33,540.2
-9,33,540.6
-9,33,540.6
-8.8,33,540.8
-8.8,33,540.8
-8.8,33,539.8
-8.8,33,539.5
-8.8,33,539.5
-8.8,33,540
-8.9,33,540.6
-8.9,33,540.6
-8.8,33,540.6
-8.8,33,540.2
-8.8,33,540.2
-8.9,33,540.2
-8.8,33,539.5
-9,33,540.2
-9,33,540.2
-8.9,33,539.8
-8.8,33,540.2
-8.8,33,540.2
-8.8,33,540.2
-8.9,33,540.6
-8.8,33,540.6
-8.9,33,540.4
-8.9,33,540.4
-8.8,33,540.2
-8.8,33,540.2
-9,33,540.2
-8.8,33,540.6
-9,33,540.2
-9,33,540.6
-8.8,33,539.8
-8.8,33,540.2
-8.8,33,540
-9,33,540
-8.8,33,540
-9,33,540.2
-8.9,33,540.6
-8.9,33,539.8
-9,33,540.2
-8.9,33,540.2
-8.8,33,539.5
-8.9,33,540.6
-9,33,540
-8.8,33,539.5
-8.9,33,540.2
-9,33,539.3
-9,33,539.3
-9,33,539.5
-8.8,33,540.2
-8.9,33,540
-8.9,33,539.5
-8.1,33,540.6
-8.2,33,539.5
-8.2,33,540
-8.2,33,540.6
-8.2,33,540
-8.1,33,540
-8,33,540.2
-8.2,33,540.2
-8.1,33,539.5
-8,33,539.8
-8,33,540.2
-8.1,33,540
-8,33,539.3
-8.2,33,540
-8.2,33,540
-8.1,33,540.6
-8.1,33,540.6
-8.2,33,539.8
-8.2,33,539.8
-8,33,540
-8.2,33,540.2
-8.2,33,540
-8.2,33,540
-8.2,33,539.3
-8.2,33,540
-8.2,33,540
-8,33,539.5
-8,33,539.5
-8,33,539.8
-8,33,540.2
-8.2,33,540.6
-8.2,33,539.3
-8,33,539.8
-8.2,33,540
-8.2,33,540
-8.2,33,540.2
-8.2,33,540.2
-8,33,540.2
-8.1,33,540
-8,33,540.2
-8,33,540.2
-8,33,539.8
-8,33,540.6
-8.05,33,540.225
-8.1,33,539.85
-8.15,33,539.475
-8.2,33,539.1
-8.2,33,539.1
-8,33,540
-8.1,33,540.6
-8.2,33,539.3
-8.2,33,540
-8.2,33,540.2
-8.2,33,540
-8.2,33,539.8
-8.1,33,540.2
-8.1,33,540
-8.2,33,539.1
-8.2,33,539.8
-8.2,33,540.6
-8.2,33,540.2
-8,33,540.6
-8,33,539.3
-8,33,539.3
-8,33,539.3
-8.2,33,540
-8.2,33,539.5
-8.2,33,540.2
-8.2,33,540.2
-8,33,539.1
-8,33,539.8
-8,33,539.8
-8,33,540.2
-8.1,33,539.3
-8.1,33,539.3
-8,33,539.5
-8.1,33,539.8
-8.1,33,539.5
-8.1,33,539.5
-8.1,33,540
-8.2,33,539.3
-8,33,539.5
-8,33,539.5
-8.2,33,539.5
-8.2,33,540.2
-8.2,33,540.2
-8.1,33,539.1
-8,33,539.3
-8,33,539.3
-8.2,33,539.1
-6.1,33,540
-6.2,33,540.2
-6,33,539.3
-6,33,540.6
-6,33,540.4
-6,33,540.2
-6.05,33,540.1
-6.1,33,540
-6.1,33,540
-6.2,33,540.4
-5.9,33,539.3
-6,33,539.8
-5.9,33,539.8
-6,33,540
-6,33,540.8
-5.9,33,540.2
-6.1,33,540.2
-6.1,33,539.5
-6,33,540.2
-6,33,539.5
-6.2,33,540.2
-6.1,33,540.2
-6.1,33,540.2
-6.1,33,539.5
-6.1,33,540.2
-6.1,33,540
-6.1,33,540.2
-6.1,33,539.8
-5.9,33,539.5
-5.9,33,540
-5.9,33,539.8
-6.1,33,539.3
-6.1,33,540.2
-6.1,33,539.5
-6,33,540
-6,33,540.2
-6.1,33,540.2
-6.1,33,539.5
-6.1,33,539.5
-6.1,32,539.5
-6.1,32,540.6
-6,32,539.3
-5.9,32,540.2
-6,32,540
-5.9,32,540.2
-6,32,539.8
-6,32,540.2
-5.9,32,540
-6.1,32,540.2
-6.1,32,539.3
-6.1,32,540
-6,32,540.2
-6.2,32,540.2
-6.2,32,540.2
-6.2,32,540.2
-6.1,32,540.6
-6.1,32,539.8
-6.2,32,540
-6.1,32,539.1
-5.9,32,540
-6,32,539.3
-5.9,32,540
-6,32,540.4
-6,32,539.8
-6.1,32,540.2
-6,32,539.8
-6.1,32,539.8
-6,32,540
-6,32,540
-6.2,32,540.2
-6,32,539.1
-6,32,539.1
-6,32,540.2
-5.9,32,540.2
-6,32,539.8
-6,32,540.8
-6.2,32,539.5
-6.1,32,539.5
-6.1,32,539.3
-6.2,32,540.2
-6.1,32,539.8
-6.2,32,539.5
-6.2,32,539.5
-6.1,32,540
-6.1,32,540
-6,32,540.4
-6,32,540.4
-6,32,540
-6.1,32,540.2
-6.1,32,540.2
-7.7,32,539.5
-7.7,32,539.5
-7.7,32,539.5
-7.7,32,540.2
-7.7,32,539.3
-7.7,32,539.3
-7.7,32,540.2
-7.7,32,540
-7.7,32,539.3
-7.7,32,539.3
-7.9,32,539.3
-7.9,32,539.3
-7.7,32,540.2
-7.7,32,540.2
-7.7,32,540.2
-7.7,32,538.7
-7.6,32,540.2
-7.7,32,539.3
-7.8,32,539.1
-7.8,32,539.1
-7.9,32,539.5
-7.9,32,538.7
-7.7,32,540
-7.7,32,539.5
-7.7,32,539.8
-7.8,32,539.1
-7.9,32,539.1
-7.7,32,540
-7.8,32,540
-7.8,32,540
-7.8,32,540
-7.7,32,539.5
-7.7,32,540
-7.8,32,539.3
-7.9,32,539.3
-7.8,32,540
-7.8,32,538.7
-7.7,32,538.9
-7.7,32,539.5
-7.6,32,539.3
-7.7,32,539.3
-7.6,32,539.5
-7.7,32,539.3
-7.8,32,539.5
-7.7,32,540
-7.7,32,540
-7.6,32,538.7
-7.8,32,539.3
-7.7,32,539.3
-7.8,32,538.7
-7.8,32,539.3
-7.8,32,540
-7.9,32,539.1
-7.9,32,539.8
-7.8,32,539.3
-7.9,32,539.1
-7.8,32,539.3
-7.6,32,539.3
-7.7,32,539.3
-7.8,32,539.3
-7.6,32,539.3
-7.7,32,539.1
-7.7,32,539.1
-7.8,32,540
-7.9,32,539.3
-7.9,32,538.7
-7.8,32,538.9
-7.7,32,538.7
-7.7,32,539.1
-7.7,32,539.5
-7.7,32,539.3
-7.8,32,539.1
-7.9,32,539.1
-7.9,32,539.3
-7.9,32,540.2
-7.9,32,538.7
-7.8,32,539.3
-7.8,32,538.9
-7.7,32,538.7
-7.7,32,538.7
-7.8,32,539.1
-7.7,32,538.7
-7.7,32,539.3
-7.6,32,540
-7.8,32,538.7
-7.8,32,539.3
-7.7,32,539.3
-7.8,32,539.3
-7.8,32,539.1
-7.9,32,539.3
-7.9,32,540
-7.9,32,538.7
-7.9,32,538.7
-7.8,32,539.1
-7.8,32,539.8
-7.7,32,538.7
-7.7,32,538.7
-7.9,32,539.1
-8,32,539.5
-8,32,539.5
-7.8,32,539.3
-7.8,32,539.3
-8,32,540.2
-8,32,540.2
-8,32,538.7
-7.9,32,539.1
-8,32,539.3
-8,32,537.6
-8,32,538.7
-8,32,538.7
-7.7,32,538.7
-7.8,32,538.9
-7.8,32,538.9
-7.8,32,538.9
-7.8,32,539.5
-8,32,538.7
-8,32,538.7
-7.9,32,539.1
-7.7,32,539.3
-7.7,32,539.3
-7.9,32,538.7
-7.9,32,539.1
-7.9,32,538.7
-8,32,539.1
-7.9,32,539.5
-7.9,32,539.5
-7.9,32,538.7
-7.8,32,539.1
-8,32,537.2
-7.8,32,539.3
-7.7,32,538.5
-7.8,32,539.1
-7.9,32,538.7
-8,32,539.3
-7.9,32,538.7
-7.8,32,538.7
-7.8,32,539.1
-7.9,32,539.3
-7.7,32,538.7
-7.7,32,539.1
-7.9,32,539.1
-7.9,32,539.1
-7.9,32,539.3
-7.9,32,538.7
-8,32,539.3
-7.9,32,540
-7.9,32,538.7
-7.7,32,539.3
-7.9,32,539.5
-7.9,32,539.3
-8,32,538.7
-7.9,32,538.7
-7.9,32,538.9
-7.8,32,538.9
-7.7,32,539.1
-7.7,32,539.1
-7.7,32,537.2
-7.8,32,539.5
-7.8,32,539.3
-7.8,32,538.7
-7.8,32,538.7
-7.9,32,538.7
-7.7,32,537.2
-7.9,32,537.2
-7.7,32,539.3
-8,32,537.2
-8,32,538.7
-7.8,32,538.7
-7.8,32,539.1
-7.7,32,538.7
-8,32,539.1
-7.8,32,538.7
-7.8,32,538.7
-7.7,31,539.1
-7.9,31,539.3
-7.9,31,538.7
-7.9,31,539.1
-7.7,31,537.6
-8,31,539.1
-9.7,31,538.5
-10.3,31,538.5
-10.3,31,538.7
-10.3,31,539.1
-10.3,31,537.2
-10.2,31,539.1
-10.2,31,539.1
-10.1,31,538.5
-10.3,31,539.1
-10.2,31,538.7
-10.3,31,537.2
-10.3,31,537.2
-10.3,31,538.9
-10.3,31,539.1
-10.2,31,538.7
-10.1,31,538.7
-10.1,31,537.2
-10.3,31,537.2
-10.3,31,537
-10.3,31,537.2
-10.3,31,538.5
-10.1,31,537.6
-10.1,31,537.6
-10.3,31,537.2
-10.2,31,537
-10.25,31,537.85
-10.3,31,538.7
-10.3,31,538.7
-10.3,31,538.7
-10.1,31,537
-10,31,537.2
-10.1,31,537
-10.1,31,537
-10.1,31,537.6
-10.1,31,537.2
-10.1,31,537.2
-10.3,31,537.4
-10.3,31,537.2
-10.3,31,537.2
-10.3,31,537.2
-10.1,31,537.4
-10.4,31,538.7
-10.4,31,538.7
-10.1,31,536.8
-10.1,31,537.2
-10.1,31,537.2
-10.2,31,536.8
-10.3,31,537.2
-10.2,31,537
-10.2,31,537
-10.1,31,536.3
-10.1,31,537
-10.1,31,537
-10.2,31,537
-10.3,31,538.7
-10.4,31,537.2
-10.4,31,537.2
-10.1,31,537.2
-10.1,31,537.4
-10.1,31,537
-10.2,31,537.2
-10.2,31,537.2
-10.1,31,538.7
-10.2,31,537
-10.3,31,538.9
-10.3,31,537.2
-10.3,31,537
-10.2,31,536.8
-10.3,31,537.2
-10.3,31,536.8
-10.3,31,536.5
-10.2,31,537.2
-10.2,31,538.7
-10.2,31,538.7
-10.3,31,538.5
-10.3,31,536.5
-10.3,31,536.8
-10.3,31,537
-10.2,31,538.7
-10.1,31,538.7
-10.3,31,537
-10.3,31,537
-10.2,31,536.8
-10.2,31,537
-10.2,31,537
-10.3,31,538.7
-10.3,31,537.2
-10.2,31,537.2
-10.2,31,537.2
-10.1,31,538.7
-10.8,31,537
-11.9,31,537
-11.8,31,536.5
-12,31,537.2
-12,31,537.2
-11.8,31,536.3
-11.9,31,537
-11.9,31,538.7
-12.1,31,536.8
-12,31,536.5
-11.8,31,537.2
-12,31,536.1
-12.1,31,538.7
-12.1,31,538.7
-12,31,536.5
-12,31,536.3
-12,31,536.3
-12,31,537
-12.1,31,536.1
-12,31,537
-11.9,31,537.2
-11.8,31,535.7
-11.9,31,536.8
-11.8,31,536.3
-11.8,31,536.1
-12,31,536.5
-11.9,31,537.2
-11.9,31,537.2
-12,31,536.1
-12,31,536.3
-11.9,31,536.3
-11.9,31,536.3
-11.9,31,536.3
-11.9,31,537
-11.9,31,536.5
-11.8,31,537
-11.9,31,536.5
-11.8,31,536.1
-11.9,31,536.3
-11.9,31,536.3
-11.8,31,536.3
-12,31,536.1
-12,31,536.1
-11.9,31,536.8
-12.1,31,536.3
-12,31,536.8
-12,31,536.8
-11.9,31,536.3
-11.9,31,535.7
-11.9,31,535.7
-11.9,31,537
-12,31,536.1
-12,31,537.2
-11.9,31,535.7
-11.9,31,536.1
-11.9,31,536.1
-11.9,31,536.1
-11.9,31,536.5
-12.1,30,536.3
-12.1,30,536.3
-12.1,30,536.1
-12,30,536.3
-11.9,30,536.3
-11.8,30,537
-12,30,536.3
-11.8,30,536.3
-11.8,30,536.3
-11.8,30,536.3
-11.8,30,535.7
-11.9,30,537
-11.9,30,537
-12.1,30,535.9
-12,30,536.3
-11.9,30,535.9
-11.9,30,536.1
-12,30,536.5
-11.8,30,535.7
-11.9,30,536.5
-11.8,30,536.3
-11.9,30,536.3
-12.1,30,535.9
-12,30,536.8
-11.9,30,536.3
-11.9,30,536.3
-12,30,536.3
-12.1,30,536.3
-12.05,30,536.3
-12,30,536.3
-12,30,536.1
-12,30,536.1
-11.8,30,535.7
-14.9,30,536.5
-14.9,30,536.1
-15,30,535.7
-14.9,30,535.5
-15,30,535.7
-15,30,535.7
-15,30,535.7
-14.9,30,535.7
-14.9,30,535.7
-14.9,30,534.8
-15,30,535.5
-15.1,30,535.7
-15,30,535.5
-14.9,30,535.5
-15.2,30,536.1
-15,30,534.6
-15.1,30,535.7
-14.9,30,534.8
-14.9,30,536.1
-15,30,535.7
-15.1,30,534.8
-14.9,30,535.5
-14.9,30,535.5
-15,30,534.8
-15,30,534.8
-14.9,30,534.8
-14.9,30,534.8
-14.9,30,536.3
-14.9,30,534.6
-15,30,535.9
-15.1,30,535.7
-15.1,30,535.5
-15.1,30,534.4
-15,30,534.8
-14.8,30,536.1
-15,30,535.7
-14.9,30,535.7
-15,30,535.5
-14.9,30,535.5
-15.1,30,534.8
-15,30,534.6
-15,30,534.6
-15,30,535.5
-15,30,535.7
-15.1,30,535.5
-15,30,536.1
-15,30,534.8
-15.1,30,534.6
-15.1,30,534.6
-15.1,30,534.6
-15.1,30,534.8
-15,30,535.7
-15.1,30,535.9
-15,30,535.7
-15.1,30,534.6
-15.1,30,535.5
-15.1,30,535.5
-14.9,30,534.8
-15,30,535.7
-14.9,30,535.5
-14.9,30,535.5
-15,30,535.5
-15.1,30,535.5
-15.1,30,535.5
-15.1,30,534.8
-14.9,30,535.7
-14.9,30,535.7
-15,30,534.2
-14.9,30,534.8
-14.9,30,534.6
-15,30,534.2
-15,30,534.2
-14.8,30,534.2
-14.8,30,534.2
-15.1,30,534.8
-15.1,30,534
-14.9,30,535.5
-14.9,30,535.5
-15.1,30,535.5
-15.1,30,535.7
-15.1,30,535.7
-15.1,30,534.8
-15.1,30,534.8
-15,30,535.5
-15.1,29,535.7
-15,29,534.6
-15,29,534.6
-15.1,29,535.5
-15.1,29,534.6
-15.1,29,534.2
-13.7,29,534.4
-13.7,29,534.2
-13.6,29,535.5
-13.6,29,534.2
-13.5,29,534
-13.5,29,534.8
-13.8,29,534.2
-13.5,29,535.5
-13.5,29,534.8
-13.4,29,535
-13.6,29,534.8
-13.5,29,534.4
-13.6,29,534.6
-13.6,29,534.6
-13.4,29,534.2
-13.5,29,534.2
-13.5,29,535.5
-13.6,29,534.8
-13.7,29,534.6
-13.6,29,535.5
-13.7,29,534.4
-13.6,29,534.8
-13.7,29,534
-13.6,29,534.2
-13.7,29,535.5
-13.4,29,534.2
-13.5,29,535.5
-13.6,29,534.4
-13.5,29,534.6
-13.5,29,534.6
-13.7,29,534.4
-13.7,29,535.7
-13.7,29,534.8
-13.6,29,534.6
-13.7,29,534
-13.5,29,534.6
-13.7,29,534
-13.5,29,535.7
-13.5,29,535.7
-13.7,29,534.6
-13.7,29,534.8
-13.6,29,534.6
-13.5,29,534.6
-13.7,29,534.8
-13.7,29,534.6
-13.6,29,534.6
-13.6,29,534.6
-13.7,29,535.5
-13.4,29,534.2
-13.4,29,533.9
-13.5,29,534.2
-13.6,29,534
-13.7,29,534.2
-13.6,29,534.2
-13.5,29,535.5
-13.6,29,534.2
-13.6,29,533.5
-13.6,29,534.2
-13.6,29,534.2
-13.6,29,534
-13.5,29,534.6
-13.5,29,534.2
-13.6,29,534.6
-13.6,29,534.6
-13.7,29,534.6
-13.7,29,534.8
-13.7,29,534.2
-13.7,29,534.2
-13.6,29,534
-13.7,29,534
-13.7,29,534
-13.7,29,534
-13.7,29,534
-13.5,29,534.6
-13.5,29,534.6
-13.5,29,534.2
-13.5,29,534.8
-13.5,29,534.8
-13.6,29,534.2
-13.6,29,534.2
-13.5,29,533.5
-13.5,29,533.5
-13.5,29,533.5
-13.7,29,534
-13.7,29,534
-13.7,29,534.6
-13.7,29,534.2
-13.7,29,534.2
-13.6,29,534.6
-13.6,29,533.9
-12.1,29,535
-12.3,29,534.4
-12.3,29,533.5
-12.2,29,534.8
-12.1,29,534.8
-12.1,29,534.8
-12.1,29,534.6
-12.1,29,534.6
-12.3,29,533.9
-12.1,29,535.3
-12.1,29,534.4
-12.1,29,534.4
-12.2,29,534.2
-12.1,29,534.2
-12.1,29,534
-12.1,29,533.5
-12.3,29,534
-12.3,29,534.2
-12.3,29,534.8
-12.2,29,534
-12.1,29,533.5
-12.1,29,534
-12.1,29,534
-12.2,29,534.2
-12.2,29,534.2
-12.3,29,533.3
-12.1,29,534.4
-12,29,534
-12.1,29,534.2
-12,29,533.9
-12.1,28,534.6
-12.2,28,534.2
-12.1,28,534
-12.1,28,534.6
-12,28,533.9
-12.1,28,534
-12.1,28,534.6
-12.3,28,534.2
-12.3,28,534.2
-12.2,28,534.2
-12.2,28,534.2
-12.3,28,534.2
-12.1,28,534
-12.3,28,534
-12.3,28,534
-12.3,28,534
-12.2,28,534.6
-12.1,28,534.6
-12.2,28,534.2
-12.2,28,534.6
-12.2,28,533.9
-12.1,28,534
-12.3,28,534.2
-12.3,28,534.2
-12.2,28,534.6
-12.3,28,534.6
-12.1,28,534.8
-12.1,28,534
-12.1,28,534
-12.1,28,533.5
-12.3,28,533.5
-12.3,28,534
-12,28,534.2
-12.2,28,533.5
-12.1,28,533.9
-12.1,28,534
-12.1,28,533.3
-12.3,28,534
-12.1,28,534
-12.1,28,534.2
-12.1,28,534
-12.1,28,534
-12.1,28,534.2
-12.1,28,534
-12.1,28,534
-12.2,28,534.2
-12.3,28,533.5
-12.3,28,533.5
-12.3,28,534.6
-12.2,28,533.3
-12.1,28,534.2
-12.1,28,533.3
-12.1,28,534
-12.2,28,534
-12.2,28,534.2
-12.1,28,533.5
-12.1,28,533.5
-12.1,28,533.5
-12.1,28,534
-12.2,28,533.9
-16.6,28,533.5
-16.8,28,533.3
-16.8,28,533.3
-16.5,28,533.1
-16.6,28,532.7
-16.6,28,532.7
-16.5,28,532.7
-16.8,28,533.1
-16.7,28,533.5
-16.5,28,533.3
-16.6,28,533.1
-16.5,28,533.1
-16.5,28,533.1
-16.6,28,532.7
-16.5,28,532.5
-16.7,28,533.1
-16.7,28,533.1
-16.7,28,533.1
-16.7,28,533.1
-16.7,28,533.5
-16.7,28,532.5
-16.6,28,533.1
-16.7,28,532.7
-16.7,28,532.9
-16.7,28,533.1
-16.8,28,532.5
-16.8,28,532.7
-16.6,28,532.5
-16.5,28,532.7
-16.5,28,532.7
-16.6,28,532.7
-16.5,28,532.5
-16.7,28,533.1
-16.6,28,533.1
-16.7,28,532.9
-16.6,28,532.7
-16.7,28,532.7
-16.6,28,532.7
-16.7,28,532.7
-16.7,28,533.3
-16.7,28,533.1
-16.7,28,531.6
-16.7,28,531.6
-16.7,28,532.5
-16.8,28,531.6
-16.8,28,531.6
-16.5,28,531.6
-16.5,28,533.5
-16.7,28,532.5
-16.6,28,532.5
-16.7,28,533.1
-16.5,28,532.7
-16.5,28,532.7
-16.5,28,533.1
-16.5,28,533.3
-16.5,28,532.7
-16.6,27,531.6
-16.8,27,532.7
