I,SoC,V
-16.5,27,532.7
-16.6,27,531.8
-16.5,27,532.7
-16.6,27,532.5
-16.6,27,532.5
-16.7,27,531.6
-16.7,27,532.7
-16.7,27,531.6
-16.5,27,532.7
-16.6,27,533.1
-16.6,27,532.5
-16.6,27,532.7
-16.5,27,532.5
-16.5,27,531.2
-16.6,27,531
-16.7,27,532.7
-16.7,27,533.1
-16.8,27,532.7
-16.7,27,531.2
-16.7,27,531.2
-16.8,27,531.2
-16.7,27,532.5
-16.7,27,531.2
-16.7,27,531.2
-16.6,27,531.2
-16.8,27,531.2
-16.5,27,531.8
-16.6,27,531.2
-16.6,27,531.2
-16.8,27,531
-16.8,27,531.2
-16,27,531
-15.9,27,531.2
-16,27,531.6
-16,27,531.6
-16,27,531.6
-16,27,531.2
-16,27,531.2
-15.8,27,532.7
-15.8,27,531.6
-15.7,27,532.7
-15.7,27,532.7
-16.1,27,531.6
-15.8,27,531.2
-15.8,27,531.2
-15.9,27,532.7
-15.9,27,531.2
-15.8,27,531
-15.9,27,531.6
-16,27,532.7
-16,27,532.7
-16,27,532.7
-15.9,27,531.2
-15.9,27,531
-15.9,27,531
-16,27,531.6
-16,27,531
-16,27,531.6
-16,27,531.6
-15.9,27,531.6
-16,27,531
-15.8,27,531.2
-15.9,27,532.7
-15.8,27,531.4
-15.9,27,532.7
-16,27,531.2
-15.9,27,531.2
-15.9,27,531.2
-15.9,27,531
-15.8,27,531
-15.8,27,531
-15.8,27,531
-16,27,531.8
-15.9,27,531.2
-15.9,27,531
-16,27,531.4
-16.1,27,530.5
-15.9,27,532.5
-16,27,531.6
-16,27,530.9
-16,27,530.9
-15.8,27,530.5
-15.8,27,530.5
-15.8,27,530.5
-16,27,531
-15.9,27,531.8
-16,27,531.2
-16,27,532.5
-16,27,531
-16,27,530.9
-15.9,27,531
-15.8,27,531.6
-15.9,27,530.9
-15.8,27,531.2
-15.9,27,531.4
-15.9,27,530.5
-15.8,27,531.8
-16,27,530.5
-15.9,27,530.5
-15.9,27,530.5
-15.8,27,530.5
-15.9,26,531
-16,26,530.9
-16,26,530.5
-16,26,531
-16,26,530.9
-15.9,26,531
-16,26,530.1
-15.9,26,530.3
-16,26,531.2
-15.9,26,531
-15.8,26,530.5
-15.9,26,531.2
-15.9,26,531.2
-15.9,26,531.2
-16,26,531.2
-15.8,26,531.2
-15.8,26,531.2
-15.8,26,530.9
-15.9,26,530.3
-16,26,530.3
-15.1,26,530.3
-15,26,531.2
-15,26,530.3
-15.1,26,531
-14.9,26,531
-15,26,531
-15.1,26,531
-15,26,530.5
-14.9,26,530.1
-15,26,530.9
-14.9,26,531
-15.1,26,531
-15.1,26,531
-15.1,26,531
-15.1,26,530.9
-15.1,26,530.5
-15.2,26,531
-15,26,530.3
-15.1,26,531
-15,26,531.2
-15,26,530.3
-15,26,530.3
-15.1,26,530.3
-15.1,26,530.3
-15.1,26,530.5
-15.1,26,530.9
-15.1,26,530.9
-15.1,26,530.9
-15.1,26,530.3
-15.1,26,530.9
-15.1,26,530.9
-15.1,26,530.9
-15.1,26,531.2
-15.1,26,530.5
-15.1,26,530.5
-15,26,530.9
-14.9,26,531
-15,26,530.5
-15,26,530.5
-15.2,26,530.1
-15.1,26,531
-15.1,26,531
-15,26,530.3
-15.1,26,530.5
-15.2,26,530.5
-15.2,26,530.5
-15.1,26,530.3
-14.9,26,531
-15.2,26,530.9
-15,26,530.3
-15.1,26,531.2
-15.1,26,530.1
-15.1,26,529.7
-15.1,26,529.7
-15,26,530.3
-15.1,26,530.5
-15.2,26,530.3
-15.2,26,530.3
-15.1,26,529.7
-14.9,26,530.1
-15,26,529.7
-15,26,530.1
-15,26,530.3
-15,26,530.3
-14.9,26,530.3
-15,26,529.7
-15.1,26,530.5
-15.1,26,530.9
-15.1,26,531
-14.9,26,530.1
-15,26,530.3
-15.2,26,530.3
-15,26,530.3
-15.1,26,531.2
-15.1,26,529.7
-15.1,26,529.6
-15,26,530.5
-15.2,26,530.1
-15.2,26,530.1
-15,26,530.1
-14.9,26,531
-15,26,529.6
-15.2,26,530.3
-15.1,26,529.6
-14.9,26,530.3
-14.9,26,530.5
-14.8,26,529.7
-15,26,530.3
-15,26,530.1
-15,25,530.3
-19.7,25,528.8
-19.6,25,529.6
-19.7,25,529.7
-19.6,25,528.8
-19.6,25,528.8
-19.6,25,528.8
-19.6,25,529.7
-19.6,25,529.6
-19.4,25,529.6
-19.4,25,528.8
-19.6,25,529.6
-19.7,25,528.8
-19.5,25,529.7
-19.4,25,528.6
-19.5,25,528.8
-19.4,25,528.6
-19.6,25,528.8
-19.6,25,528.6
-19.5,25,528.2
-19.5,25,528.6
-19.5,25,528.6
-19.5,25,528.6
-19.6,25,529.6
-19.6,25,529.6
-19.5,25,528.8
-19.6,25,529.4
-19.7,25,528.8
-19.5,25,528.2
-19.5,25,528.2
-19.6,25,528.6
-19.6,25,528.6
-19.6,25,528.6
-19.4,25,528.8
-19.7,25,528.8
-19.7,25,528.6
-19.5,25,528.8
-19.5,25,528.8
-19.6,25,528.2
-19.6,25,528.2
-19.5,25,528.6
-19.5,25,528.1
-19.5,25,528.1
-19.7,25,528.6
-19.6,25,527.9
-19.7,25,529.7
-19.7,25,529.7
-19.5,25,527.5
-19.5,25,528.6
-19.4,25,528.8
-19.7,25,528.1
-19.6,25,528.2
-19.6,25,528.2
-19.6,25,528.2
-19.7,25,528.8
-19.7,25,528.6
-19.5,25,528.6
-19.5,25,528.4
-19.6,25,528.1
-19.7,25,528.6
-19.5,25,527.9
-19.6,25,528.8
-19.6,25,528.1
-19.6,25,528.1
-19.5,25,527.5
-19.4,25,528.8
-19.5,25,527.3
-19.8,25,528.2
-19.6,25,528.1
-19.6,25,528.1
-19.5,25,528.1
-19.7,25,528.1
-19.7,25,527.3
-19.7,25,527.5
-19.6,25,527.5
-19.7,25,528.1
-19.5,25,527.3
-19.6,25,528.6
-19.7,25,527.9
-19.7,25,527.9
-19.7,25,528.1
-19.7,25,527.3
-19.6,25,526.9
-19.6,25,527.9
-19.6,25,527.9
-19.6,25,527.9
-19.5,24,528.2
-19.6,24,528.2
-19.5,24,527.9
-19.6,24,528.1
-19.6,24,527.3
-19.5,24,527.9
-18.9,24,528.2
-18.9,24,528.1
-19,24,527.3
-18.7,24,528.2
-18.9,24,527.3
-18.9,24,527.9
-18.9,24,526.7
-18.9,24,527.5
-19,24,527.3
-18.9,24,528.1
-18.9,24,527.1
-18.9,24,527.1
-18.9,24,527.5
-19,24,527.3
-18.9,24,527.5
-18.8,24,527.1
-18.9,24,528.2
-18.9,24,527.5
-18.8,24,527.1
-18.9,24,526.9
-18.8,24,527.1
-18.8,24,527.1
-18.9,24,527.9
-18.9,24,527.5
-18.9,24,526.7
-18.9,24,528.1
-18.8,24,528.2
-18.8,24,527.3
-18.9,24,527.9
-18.9,24,527.9
-18.9,24,527.1
-18.9,24,527.3
-18.9,24,527.5
-19,24,527.9
-19,24,527.9
-19,24,525.1
-18.8,24,526.9
-18.9,24,527.1
-18.9,24,527.1
-18.8,24,526.7
-18.8,24,527.1
-18.8,24,527.1
-18.9,24,527.1
-19,24,524.5
-19,24,524.5
-18.8,24,524.5
-19,24,526.7
-19,24,526.7
-19,24,526.7
-18.8,24,527.5
-19,24,525.1
-19,24,525.1
-19,24,527.1
-19,24,525.1
-19,24,524.5
-19,24,524.5
-19,24,524.9
-18.8,24,525.1
-18.8,24,525.1
-18.8,24,527.1
-19,24,524.5
-18.8,24,524.5
-18.8,24,524.5
-18.8,24,524.3
-18.8,24,527.1
-18.8,24,527.1
-18.8,24,525.1
-19.1,24,527.3
-19.1,24,527.3
-18.9,24,526.7
-18.8,24,527.1
-18.9,24,525.1
-19,24,525.1
-19,24,525.1
-18.8,24,526.7
-18.8,24,525.1
-18.9,24,526.7
-19,24,525.1
-19,24,525.1
-18.9,24,527.1
-18.9,24,524.5
-19,23,525.1
-19,23,524.3
-18.9,23,524.3
-18.9,23,524.3
-18.9,23,524.3
-18.8,23,524.1
-18.8,23,525.1
-18.8,23,526.7
-18.8,23,524.3
-17.2,23,525.1
-17.2,23,525.3
-17,23,524.3
-17.1,23,526.7
-17.2,23,526.7
-17.2,23,524.9
-17.2,23,527.1
-17.2,23,526.7
-17.2,23,524.5
-17.1,23,524.5
-17.1,23,524.5
-17.2,23,524.3
-17.2,23,524.3
-17.2,23,524.3
-17.2,23,524.5
-17.2,23,526.7
-17.2,23,526.7
-17.2,23,524.5
-17.1,23,524.9
-17.1,23,527.3
-17,23,524.3
-17.1,23,523.8
-17.2,23,524.9
-17.3,23,526.7
-17.2,23,524.5
-17.3,23,525.1
-17,23,524.1
-17,23,523.8
-17,23,524.5
-17.2,23,524.1
-17.1,23,524.1
-17.3,23,526.7
-17.3,23,526.7
-17.2,23,525.1
-17.2,23,525.1
-17,23,524.5
-17.2,23,524.5
-17.2,23,524.3
-17.1,23,524.3
-17.1,23,524.1
-17.1,23,524.5
-17.1,23,524.5
-17.1,23,524.5
-17.3,23,524.3
-17.1,23,524.5
-17,23,524.1
-17.2,23,524.1
-17.3,23,524.9
-17.2,23,524.3
-17.2,23,524.3
-17.2,23,524.3
-17.2,23,524.3
-17.2,23,524.3
-17.1,23,524.1
-17.2,23,525.1
-17.1,23,524.3
-17.1,23,524.3
-17.2,23,524.3
-17.3,23,524.1
-17.3,23,524.1
-17.1,23,524.1
-17,23,524.5
-17,23,524.5
-17.3,23,523
-17.1,23,523.8
-17,23,523.8
-17,23,523.8
-17.2,23,523.8
-17.2,23,523.8
-17.2,23,524.1
-17.2,23,523.9
-17.2,23,523.9
-17.1,23,523.8
-17.1,23,523.8
-17.1,23,523.8
-17.2,23,523.8
-17.2,23,523.8
-17.2,23,524.1
-17.2,23,523.6
-17.1,23,522.8
-17.1,23,523.9
-17.2,23,523.8
-17.2,23,524.1
-17.2,23,524.1
-17.2,23,523.8
-17.3,23,523.8
-17.1,23,523.8
-17.2,22,524.1
-17.2,22,524.1
-17.1,22,523.8
-15.6,22,523.8
-15.4,22,522.8
-15.6,22,523.8
-15.4,22,523.8
-15.5,22,523.6
-15.4,22,523.6
-15.5,22,523.9
-15.5,22,522.8
-15.7,22,523.8
-15.5,22,523.6
-15.6,22,524.3
-15.5,22,522.8
-15.5,22,523.8
-15.4,22,524.3
-15.5,22,523.8
-15.4,22,523.8
-15.4,22,523.8
-15.5,22,523.8
-15.6,22,523.8
-15.5,22,523.6
-15.4,22,523.8
-15.6,22,524.3
-15.7,22,523.8
-15.7,22,522.6
-15.4,22,523.8
-15.5,22,524.1
-15.6,22,523.8
-15.5,22,522.8
-15.5,22,522.8
-15.6,22,522.8
-15.5,22,523.6
-15.7,22,523.4
-15.6,22,522.8
-15.4,22,522.8
-15.5,22,523.6
-15.5,22,522.6
-15.5,22,522.6
-15.5,22,523.8
-15.6,22,523.6
-15.4,22,522.6
-15.5,22,523.6
-15.4,22,522.6
-15.6,22,523.8
-15.6,22,522.8
-15.6,22,523.8
-15.6,22,523.6
-15.6,22,522.6
-15.6,22,523.8
-15.5,22,523.6
-15.4,22,523.8
-15.5,22,523.6
-15.4,22,523.8
-15.6,22,523.6
-15.7,22,523.9
-15.7,22,523.9
-15.5,22,522.3
-15.6,22,522.8
-15.5,22,523.8
-15.5,22,522.6
-15.5,22,523.9
-15.7,22,523.9
-15.7,22,523.8
-15.6,22,522.3
-15.5,22,522.6
-15.6,22,523.8
-15.7,22,522.3
-15.7,22,522.3
-15.6,22,522.8
-15.6,22,522.6
-15.5,22,522.6
-15.5,22,522.6
-15.7,22,522.6
-15.5,22,522.6
-15.5,22,522.6
-15.5,22,522.6
-15.6,22,522.6
-15.6,22,522.6
-15.6,22,522.6
-15.6,22,522.8
-15.6,22,522.8
-15.5,22,522.8
-15.5,22,522.3
-15.5,22,522.1
-15.5,22,522.1
-15.5,22,522.1
-15.5,22,522.1
-15.5,22,522.3
-15.6,22,522.3
-15.6,22,522.6
-15.5,22,522.8
-11.1,22,522.6
-11.1,22,522.6
-11.1,22,523.8
-11,22,522.8
-11,22,522.8
-11.1,22,522.8
-11.2,22,522.6
-11.2,22,522.8
-11,22,523.8
-11.1,22,522.8
-11.2,22,523.8
-11.2,22,523.8
-11.1,22,523.6
-11.3,22,522.3
-11,22,522.8
-11.1,22,522.3
-11,22,522.6
-11.2,22,522.3
-11,22,523.6
-11.2,22,522.3
-11,21,522.3
-11.2,21,522.8
-11.2,21,522.8
-11.2,21,522.8
-11.1,21,524.1
-11.2,21,523
-11.1,21,522.6
-11.1,21,522.3
-11.2,21,522.8
-11.3,21,522.3
-11.2,21,522.6
-11.1,21,522.3
-11.2,21,522.6
-11.1,21,522.8
-11.1,21,523.6
-11.2,21,522.3
-11.2,21,522.6
-11.2,21,523.6
-11.2,21,522.8
-11.3,21,523.8
-11,21,523.4
-11,21,523.4
-11,21,523.6
-11,21,523.6
-11.1,21,523.4
-11.1,21,522.6
-11.1,21,522.8
-11.2,21,523.8
-11.1,21,523.4
-11,21,522.3
-11.2,21,522.3
-11.2,21,522.6
-11.3,21,522.3
-11,21,522.6
-11.2,21,523.6
-11.3,21,522.8
-11.1,21,522.3
-11.1,21,523.6
-11,21,523.6
-11.2,21,522.3
-11.1,21,522.3
-11.1,21,522.3
-11.1,21,522.1
-11.1,21,522.6
-11.2,21,522.3
-11.2,21,522.6
-11.3,21,522.3
-11.2,21,522.1
-11.2,21,522.6
-11.3,21,522.1
-11.2,21,522.6
-11.1,21,522.1
-11,21,523.6
-11.1,21,522.6
-11,21,522.3
-11,21,522.8
-11.2,21,522.1
-11,21,522.1
-11.3,21,522.1
-11.3,21,522.8
-11.3,21,522.8
-11.3,21,522.8
-11.3,21,522.8
-11.2,21,522.6
-11.3,21,522.1
-11.2,21,522.1
-11.2,21,522.3
-11.1,21,522.1
-5.1,21,522.6
-5,21,523.8
-5.2,21,522.8
-5,21,522.6
-5.1,21,524.1
-5,21,522.6
-5.1,21,522.8
-5.2,21,523.4
-5,21,522.8
-5,21,522.8
-5,21,522.8
-5.1,21,523.6
-5.2,21,522.6
-5.2,21,522.6
-5.1,21,522.6
-5,21,522.8
-5,21,522.8
-5,21,522.8
-5.2,21,523.8
-5.1,21,522.8
-5.1,21,522.8
-5,21,523.8
-5.1,21,523.6
-5.1,21,523.6
-5.1,21,523.6
-5.2,21,523.6
-5.2,21,523.6
-5.1,21,523.6
-5.1,21,523.6
-5.1,21,523.6
-5.1,21,523.6
-5.2,21,522.8
-5,21,522.6
-5.2,21,523.8
-5.1,21,524.1
-5,21,523.6
-5.1,21,523.8
-5,21,522.8
-5,21,523.6
-5,21,522.8
-5.1,21,522.8
-5,21,522.8
-5.1,21,523.8
-5,21,522.8
-5.1,21,523.6
-5,21,523.8
-5,21,523.8
-5,21,524.1
-5.1,21,522.6
-5.2,21,523.6
-5.2,21,523.4
-5.2,21,523.6
-5.1,21,523.8
-5.2,21,523.8
-5.1,21,523.6
-5,21,522.8
-4.9,21,523.8
-5,21,523.4
-5,21,522.8
-5,21,522.6
-5.2,21,522.6
-5.2,21,522.6
-5.1,21,523.8
-5.2,21,522.3
-5.1,21,523.6
-5.1,21,522.6
-5.1,21,523.8
-5.1,21,522.4
-5.1,21,523.8
-5.1,21,524.1
-5.1,21,523.8
-5,21,522.8
-5,21,522.6
-5,21,522.8
-5,21,523.6
-5,21,523.8
-5,21,522.8
-5,21,522.8
-5,21,522.8
-5.2,21,522.6
-5.1,21,522.6
-5.1,21,523.8
-5,21,523.8
-5,21,522.8
-5,21,523.6
-5.1,21,523.6
-5.2,21,523.8
-5,21,523.8
-5,21,523.8
-5,21,523
-0.8,21,524.3
-0.7,21,523.8
-0.7,21,523.8
-0.6,21,523.9
-0.7,21,522.8
-0.7,21,523.8
-0.8,21,523.6
-0.5,21,524.5
-0.5,21,523.8
-0.5,21,523.6
-0.6,21,524.1
-0.7,21,523.9
-0.7,21,523.8
-0.6,21,523.8
-0.7,21,524.3
-0.7,21,523.8
-0.7,21,523.8
-0.7,21,523.8
-0.7,21,523.8
-0.6,21,523.6
-0.6,21,523.6
-0.6,21,524.1
-0.6,21,523.6
-0.6,21,524.3
-0.7,21,523.6
-0.6,21,523.8
-0.7,21,524.5
-0.7,21,524.5
-0.6,21,523.8
-0.6,21,524.3
-0.6,21,524.3
-0.6,21,524.1
-0.6,21,524.3
-0.5,21,523.8
-0.5,21,523.8
-0.5,21,524.3
-0.7,21,523.6
-0.6,21,524.3
-0.5,21,524.1
-0.5,21,524.1
-0.5,21,524.1
-0.5,21,523.6
-0.7,21,525.1
-0.7,21,524.1
-0.7,21,524.1
-0.5,21,524.1
-0.7,21,524.1
-0.7,21,524.1
-0.6,21,523.8
-0.6,21,523.8
-0.7,21,523.8
-0.7,21,523.8
-0.7,21,523.6
-0.8,21,523.8
-0.7,21,523.8
-0.7,21,523.8
-0.7,21,523.8
-0.6,21,523.8
-0.6,21,524.5
-0.6,21,524.5
-0.7,21,524.3
-0.7,21,524.3
-0.7,21,524.3
-0.7,21,524.3
-0.7,21,524.3
-0.8,21,524.3
-0.5,21,524.3
-0.6,21,524.5
-0.6,21,523.6
-0.7,21,523.9
-0.7,21,524.1
-0.6,21,523.9
-0.6,21,524.9
-0.6,21,524.1
-0.8,21,525.1
-0.8,21,525.1
-0.7,21,524.3
-0.7,21,524.3
-0.6,21,524.3
-0.7,21,525.1
-0.6,21,524.5
-0.7,21,524.1
-0.8,21,524.3
-0.7,21,523.8
-0.7,21,524.3
-0.5,21,524.5
-0.6,21,524.1
-0.8,21,524.3
-0.7,21,524.9
-0.8,21,524.3
-0.6,21,523.8
-1.2,21,524.1
-1.3,21,524.1
-1.3,21,524.3
-1.3,21,524.3
-1.2,21,523.8
-1.3,21,524.1
-1.2,21,523.8
-1.2,21,523.6
-1.2,21,523.8
-1.2,21,524.1
-1.4,21,524.5
-1.3,21,524.1
-1.3,21,524.1
-1.3,21,524.9
-1.2,21,524.1
-1.4,21,524.3
-1.3,21,524.3
-1.2,21,523.9
-1.3,21,523.8
-1.3,21,523.8
-1.3,21,524.5
-1.3,21,523.8
-1.3,21,524.5
-1.2,21,524.3
-1.2,21,524.3
-1.2,21,523.9
-1.2,21,524.3
-1.3,21,524.3
-1.3,21,524.1
-1.3,21,524.5
-1.4,21,523.8
-1.4,21,524.1
-1.1,21,523.8
-1.4,21,524.1
-1.2,21,524.5
-1.2,21,523.9
-1.3,21,523.8
-1.3,21,523.8
-1.3,21,523.6
-1.3,21,523.8
-1.3,21,523.8
-1.3,21,523.8
-1.4,21,524.3
-1.4,21,524.3
-1.3,21,524.5
-1.3,21,523.8
-1.2,21,524.3
-1.2,21,524.3
-1.1,21,523.9
-1.2,21,524.1
-1.2,21,523.8
-1.2,21,523.8
-1.2,21,525.1
-1.2,21,524.5
-1.2,21,524.5
-1.2,21,524.5
-1.2,21,524.9
-1.2,21,524.9
-1.3,21,523.8
-1.3,21,524.3
-1.4,21,524.5
-1.4,21,524.5
-1.3,21,523.9
-1.2,21,523.8
-1.2,21,523.8
-1.3,21,523.8
-1.3,21,523.9
-1.3,21,523.8
-1.3,21,523.8
-1.2,21,525.1
-1.1,21,523.8
-1.2,21,524.3
-1.2,21,523.8
-1.2,21,523.8
-1.2,21,524.5
-1.2,21,524.5
-1.1,21,524.5
-1.2,21,523
-1.2,21,524.3
-1.2,21,524.3
-1.2,21,524.3
-1.1,21,524.1
-1.3,21,523.8
-1.3,21,524.3
-1.3,21,524.3
-1.2,21,523.8
-1.4,21,524.5
-1.3,21,523.9
-1.4,21,523.6
-1.3,21,523.6
-1.3,21,523.6
4.8,21,524.9
4.8,21,524.5
4.8,21,524.3
4.7,21,524.5
4.6,21,524.3
4.6,21,524.3
4.6,21,525.1
4.7,21,526.7
4.7,21,525.1
4.8,21,527.1
4.8,21,526.7
4.8,21,524.3
4.8,21,525.1
4.7,21,524.9
4.8,21,527.1
4.6,21,524.9
4.6,21,524.9
4.7,21,527.1
4.7,21,526.7
4.6,21,527.1
4.6,21,527.1
4.7,21,525.1
4.7,21,525.1
4.6,21,527.3
4.7,21,525.1
4.6,21,526.7
4.7,21,527.1
4.8,21,527.3
4.6,21,527.1
4.7,21,527.3
4.6,21,527.3
4.6,21,527.3
4.9,21,524.9
4.7,21,527.3
4.8,21,525.1
4.7,21,526.7
4.6,21,526.7
4.6,21,527.3
4.6,21,526.7
4.7,21,527.1
4.6,21,526.9
4.7,21,526.7
4.7,21,527.3
4.8,21,527.1
4.8,21,525.1
4.7,21,527.1
4.8,21,526.7
4.8,21,527.1
4.8,21,527.3
4.8,21,527.3
4.8,21,527.1
4.7,21,527.9
4.8,21,527.3
4.8,21,527.3
4.8,21,527.1
4.7,21,527.3
4.8,21,527.5
4.8,21,527.5
4.7,21,527.5
4.8,21,527.1
4.8,21,527.1
4.8,21,527.1
4.8,21,525.3
4.8,21,525.3
4.8,21,527.3
4.9,21,527.3
4.9,21,527.3
4.7,21,527.1
4.7,21,527.1
4.8,21,527.1
4.8,21,527.1
4.7,21,527.3
4.7,21,527.9
4.7,21,527.9
4.7,21,526.7
4.8,21,527.3
4.7,21,527.3
4.7,21,527.3
4.6,21,527.1
4.7,21,527.3
4.8,21,527.3
4.7,21,527.9
4.7,21,527.3
4.7,21,527.5
4.7,21,527.5
4.6,21,528.2
4.6,21,528.1
4.8,21,527.3
4.8,21,527.3
12.4,21,528.6
12.4,21,528.6
12.4,21,528.2
12.3,21,529.4
12.3,21,528.6
12.4,21,528.6
12.4,21,528.1
12.4,21,528.2
12.4,21,528.2
12.2,21,528.2
12.4,21,528.4
12.1,21,528.4
12.3,21,528.2
12.3,21,528.2
12.2,21,528.4
12.4,21,528.2
12.4,21,528.6
12.3,21,529
12.4,21,529.4
12.3,21,528.2
12.3,21,529.6
12.2,21,529.6
12.3,21,528.8
12.1,21,528.8
12.2,21,528.2
12.2,21,528.8
12.2,21,529.7
12.2,21,528.8
12.1,21,529.6
12.3,21,528.6
12.3,21,529.6
12.2,21,528.6
12.3,21,528.8
12.3,21,528.8
12.4,21,529.7
12.2,21,528.6
12.3,21,529.6
12.4,21,530.3
12.3,21,529.6
12.2,21,529.7
12.2,21,529.7
12.4,21,529.7
12.3,21,529.6
12.4,21,528.8
12.3,21,529.7
12.4,21,529.7
12.4,21,530.1
12.4,21,529.6
12.2,21,528.8
12.1,21,529.9
12.2,21,529.6
12.2,21,529.7
12.2,21,529.7
12.4,21,529.7
12.3,21,530.1
12.2,21,529.7
12.2,21,529.7
12.2,21,529.7
12.1,21,529.7
12.1,21,530.3
12.2,21,530.3
12.3,21,529.7
12.4,21,530.1
12.3,21,530.3
12.3,21,530.1
12.2,21,529.7
12.1,21,529.7
12.2,21,529.7
12.2,21,529.7
12.2,21,530.9
12.3,21,531
12.2,21,530.1
12.1,21,530.3
12.2,21,531
12.2,21,531
12.1,21,529.7
12.1,21,529.7
12.2,21,530.5
12.1,21,530.1
12.1,21,530.1
12.2,21,530.3
12.1,21,529.9
12.1,21,529.9
12.1,21,529.9
12.4,22,530.3
12.4,22,530.3
12.2,22,530.1
12.2,22,530.1
12.2,22,530.1
12.2,22,530.1
12.2,22,530.5
17.9,22,531
17.9,22,531
18.1,22,531.4
17.9,22,531
18.1,22,532.5
18.1,22,532.5
18,22,531.6
17.9,22,532.5
18,22,532.5
18,22,533.1
18.1,22,532.5
17.9,22,531.6
18,22,531.2
18.1,22,532.7
18.1,22,532.7
17.8,22,531.2
17.9,22,531.2
18.1,22,531.6
18.1,22,532.7
17.9,22,531.6
17.9,22,532.5
17.9,22,532.7
17.8,22,533.1
18,22,531.4
18.1,22,533.3
18,22,532.7
17.9,22,532.7
17.8,22,531.8
17.9,22,533.1
18,22,532.5
17.9,22,532.7
18,22,532.7
18,22,532.7
18.1,22,532.7
18,22,533.1
18.1,22,532.7
17.8,22,533.3
17.8,22,533.1
17.9,22,532.7
17.9,22,532.7
17.8,22,532.7
17.8,22,533.1
17.8,22,533.1
18,22,532.7
17.8,22,532.7
17.8,22,532.5
17.8,22,532.9
17.8,22,533.5
17.7,22,533.5
17.8,22,532.7
17.8,22,532.7
17.8,22,532.7
17.9,22,534
17.8,22,533.9
18.1,22,533.3
18.1,22,532.7
18,22,533.3
18,22,534
18,22,533.3
18,22,532.7
17.8,22,533.9
18,22,532.7
18,22,533.1
18.1,22,534
17.8,22,533.1
17.8,22,533.1
18.1,22,533.1
18,22,534
18,22,533.5
18,22,533.5
17.9,22,533.9
18,22,534
17.8,22,533.1
17.8,22,533.3
18,22,533.9
18,22,533.5
18,22,533.5
18,22,532.9
18,22,532.9
18.1,22,534.2
18,22,533.5
17.7,22,534
17.7,22,534.2
18,22,533.9
18,22,533.9
18,22,533.9
18,22,533.9
18,22,533.9
18,22,533.9
17.9,23,533.9
19.8,23,533.5
19.7,23,535.5
19.7,23,535.5
19.8,23,534.6
19.7,23,534.8
19.5,23,534.8
19.5,23,534.8
19.4,23,534
19.5,23,534.6
19.6,23,534
19.6,23,534
19.5,23,534.2
19.8,23,535.7
19.7,23,534.2
19.7,23,534.2
19.6,23,534.6
19.7,23,534.6
19.7,23,534.6
19.6,23,534.8
19.6,23,534.8
19.6,23,534.6
19.7,23,534.8
19.8,23,534.6
19.8,23,534.6
19.8,23,535.3
19.6,23,535.3
19.4,23,535.5
19.6,23,534.6
19.6,23,534.2
19.8,23,535.7
19.8,23,535.7
19.4,23,534.8
19.6,23,534.6
19.5,23,534.2
19.5,23,534.8
19.5,23,534.6
19.7,23,535.7
19.5,23,534.8
19.5,23,535.7
19.5,23,535.7
19.7,23,535.7
19.7,23,535.5
19.5,23,536.3
19.8,23,536.1
19.7,23,536.3
19.7,23,534.8
19.7,23,535.7
19.7,23,536.3
19.5,23,535.7
19.5,23,535.7
19.5,23,535.5
19.5,23,536.3
19.4,23,535.7
19.6,23,535.7
19.7,23,535.7
19.5,23,534.8
19.6,23,535.7
19.5,23,535.7
19.7,23,536.3
19.7,23,535.3
19.5,23,536.1
19.7,23,536.3
19.6,23,536.3
19.7,23,535.7
19.7,23,536.1
19.7,23,535.7
19.7,23,536.8
19.5,23,536.5
19.7,23,536.1
19.7,23,536.1
19.7,23,536.8
19.6,23,536.3
19.6,23,536.3
19.6,23,535.7
19.5,23,536.1
19.5,23,535.7
19.5,23,536.1
19.5,23,536.1
19.7,23,536.3
19.7,23,536.1
19.6,23,536.8
19.7,23,536.5
19.6,23,535.7
19.6,23,538.5
19.6,23,535.9
19.6,24,536.5
19.6,24,536.5
19.6,24,536.3
19.6,24,535.7
29.1,24,538.7
29.4,24,538.7
29.5,24,537.2
29.4,24,538.7
29.4,24,539.1
29.4,24,538.7
29.5,24,537.2
29.4,24,538.7
29.6,24,538.7
29.4,24,537.6
29.4,24,538.5
29.3,24,539.3
29.4,24,539.3
29.3,24,539.1
29.4,24,539.1
29.3,24,540
29.3,24,540
29.3,24,540
29.6,24,539.1
29.5,24,539.8
29.3,24,539.5
29.3,24,539.5
29.6,24,538.7
29.5,24,540
29.5,24,540
29.3,24,540.6
29.5,24,539.3
29.5,24,539.3
29.3,24,540.2
29.4,24,539.3
29.5,24,539.8
29.5,24,539.8
29.5,24,540
29.5,24,540
29.5,24,539.5
29.5,24,539.5
29.4,24,540.6
29.5,24,540.2
29.6,24,540.2
29.5,24,540.2
29.3,24,539.3
29.4,24,540.4
29.4,24,540.8
29.5,24,540.8
29.6,24,540.2
29.4,24,539.8
29.4,24,540.6
29.3,24,540
29.2,24,539.8
29.4,24,540.2
29.3,24,541
29.3,24,540.8
29.2,24,540
29.2,24,540
29.2,24,540.8
29.3,24,540.6
29.4,25,540.8
29.2,25,540.8
29.5,25,541.7
29.3,25,540.4
29.5,25,540.6
29.5,25,542.1
29.3,25,540.8
29.3,25,540.8
29.5,25,540.2
