,soc,r0,r1,c1,temperature
1,0.9,0.005921361913240037,0.007728930690191871,7198.722593827441,0
2,0.8,0.005769557950781114,0.007483101548107496,8956.178016915097,0
3,0.7,0.005825669952044477,0.007140918324138101,8409.38382162777,0
4,0.6,0.0058297532221001,0.007192966860010919,7470.025430293875,0
5,0.5,0.005916686655472928,0.007789981322664175,6617.542975294273,0
6,0.4,0.005894351621321661,0.008994914841668478,5326.965645747015,0
