Soc,r0,r1,c,Temp,DBSCANclusters
20,0.002125506072874485,0.002442880660103453,42845.48558101718,40,3
10,0.002359700420642217,0.002297522048371303,29380.82483408332,40,3
0,0.002390319207210799,0.004249093912196966,43862.31037224016,40,3
100,0.001938007855251391,0.002304161562786178,33661.18898764934,40,3
90,0.001933547041164122,0.001788127117965055,35542.18133955244,40,3
80,0.002069001189675686,0.002541349241141355,30266.0531455467,40,3
70,0.001917835873624723,0.003553799125515567,36353.3771718452,40,3
60,0.00204634982350233,0.002247341595046914,52408.33886355698,40,3
50,0.00205201867336993,0.002293950251211707,38920.56273221767,40,3
40,0.002040816326530569,0.002802668040408407,39902.43803541032,40,3
30,0.002238730029510557,0.003190663520681425,58176.7025130289,40,3
20,0.002035312674909685,0.002451682414957301,35157.77439571745,40,3
10,0.002226720647773304,0.00275643342553733,56015.28085142226,40,3
0,0.002624406984960109,0.00400206130961156,43929.22579887362,40,3
100,0.001884209552352347,0.002443546795641936,34433.29670599341,40,3
90,0.00172056070036936,0.002050991358703125,34367.70961385142,40,3
80,0.002086267146508112,0.002694273818104942,36352.74922722185,40,3
70,0.00216049382716053,0.003510947443161272,38283.15352915902,40,3
60,0.00205201867336993,0.002304469956985078,50281.05029392656,40,3
50,0.002018774603815486,0.002220536125915662,41249.18225364557,40,3
40,0.002063238252437202,0.002850880292975977,38271.01318590211,40,3
30,0.002137078308655158,0.003187495489408998,49994.38793482108,40,3
20,0.002178423236514513,0.002625960010636974,45545.16394436494,40,3
10,0.00225098480585254,0.002553326325771432,42335.16029439179,40,3
0,0.002405983576546904,0.004466266718006984,39999.18592428862,40,3
100,0.001802162384202106,0.002505236564593909,41856.22309146357,40,3
90,0.001902473215179658,0.00195263788809974,42877.01626989553,40,3
80,0.001821770153332345,0.002643414839604286,35590.20994409967,40,3
70,0.001831781407418694,0.003693225137829548,39755.47573206624,40,3
60,0.001928248845587875,0.002400474696968913,65744.36941178655,40,3
50,0.001954732510288079,0.002258484478708911,45175.79885410923,40,3
40,0.002040816326530614,0.002749834923293615,40982.98093163437,40,3
30,0.002051913409254131,0.003222869933559802,52166.41107918243,40,3
20,0.002024291497975711,0.002384528392539997,43894.98799685299,40,3
10,0.002154509079716827,0.00227776911142985,27719.42111874352,40,3
0,0.002290722573577026,0.004217230364930269,49801.11155276736,40,3
100,0.001864793350673721,0.002271790396962633,35959.52369837913,40,3
90,0.001933547041164212,0.001730236626881987,38722.37630548666,40,3
80,0.001965551130191913,0.002498104432260395,31169.31880107718,40,3
70,0.001816897143433915,0.003585806414161952,36680.73694871868,40,3
60,0.001944032332327224,0.002173064895696464,52092.4192711979,40,3
50,0.00205201867336993,0.002192614785124669,43110.56690677116,40,3
40,0.002040816326530614,0.002783991625900817,41008.10778975421,40,3
30,0.002136969573623681,0.003122153108476078,58402.5612540059,40,3
20,0.002035312674909685,0.002393818816925797,34802.84064107855,40,3
10,0.002226720647773259,0.002626974538440074,62053.68365776652,40,3
0,0.002523468254769346,0.00397968898318013,48427.32770321461,40,3
100,0.001879200995293909,0.002362796365261274,39351.23048496696,40,3
90,0.0018217701533323,0.001915546021796888,41540.82286390049,40,3
80,0.001981953789182719,0.002665719276667144,36600.29700117349,40,3
70,0.001954732510288033,0.003560884482719406,37905.64593670885,40,3
60,0.00205201867336993,0.002135786190849198,57120.48793888439,40,3
50,0.002018774603815486,0.002123672889632222,45561.10495559213,40,3
40,0.001960076339815308,0.002829787011391027,38685.8637516425,40,3
30,0.002035312674909685,0.003138341965319591,49790.5626858957,40,3
20,0.0020746887966805,0.002573207977682235,46351.71944749889,40,3
10,0.002148667314677435,0.00253365109297643,39859.54934959976,40,3
0,0.002301375594957874,0.004398290852188347,44423.64465699016,40,3
100,0.001762744418965021,0.00248047141532284,43494.73161694672,40,3
90,0.001802343045959727,0.001952961246204477,42897.70264442781,40,3
80,0.001821770153332345,0.002643290086087435,36229.63860088313,40,3
70,0.001831781407418694,0.003693643016471237,39840.20384819872,40,3
60,0.001928248845587875,0.002401358057049108,66258.20947648701,40,3
50,0.001954732510288079,0.00225925691346307,45352.42766038994,40,3
40,0.002040816326530614,0.00274957707488277,41071.61709882512,40,3
30,0.002154509079716827,0.003223595701619897,52385.51963508293,40,3
20,0.001923076923076936,0.002484991018194882,38763.6020295491,40,3
10,0.002154509079716827,0.002278093653894531,27932.39976668229,40,3
0,0.002290722573577026,0.004218053650349884,49844.18927784707,40,3
100,0.001799253257562603,0.002329710669205374,32863.33741414116,40,3
90,0.001831781407418694,0.001831563622415211,32949.56539495983,40,3
80,0.001965551130191913,0.002498159245978404,31484.56799045191,40,3
70,0.001816897143433915,0.003586007038819061,36819.78039052322,40,3
60,0.001944032332327224,0.0021735520631464,52279.63206257848,40,3
50,0.001846816806032914,0.002294581180358857,38328.9217673933,40,3
40,0.002040816326530614,0.002784899920993733,41320.25527249793,40,3
30,0.002136969573623681,0.003121949863223894,58366.9085352758,40,3
20,0.002035312674909685,0.002394574756419687,35039.58191238852,40,3
10,0.002226720647773259,0.002627906900743437,62537.09008084107,40,3
0,0.002523468254769346,0.003980787829225396,48757.88195771862,40,3
100,0.001860879399995966,0.00238088915922521,38219.60726483194,40,3
90,0.0018217701533323,0.001916017775993706,41647.70304052003,40,3
80,0.001981953789182719,0.002666526895069965,36752.03712323226,40,3
70,0.001954732510288033,0.003560929093579746,38065.44475712818,40,3
60,0.001949417739701445,0.00223734862922742,50160.53298814817,40,3
50,0.002018774603815486,0.002123996577634846,46228.31295717403,40,3
40,0.001960076339815308,0.002830432240812697,39093.39399542598,40,3
30,0.002035312674909685,0.00313892951861916,50334.27879464701,40,3
20,0.0020746887966805,0.002575309569447293,46363.36960652022,40,3
10,0.002148667314677435,0.002535259828773895,40348.90071730848,40,3
0,0.002301375594957874,0.004399076493582066,44374.9238259366,40,3
100,0.001863691230187066,0.002560327594333595,41026.58317442006,40,3
90,0.001902473215179746,0.002002536921975939,40955.45288786681,40,3
80,0.001922979606295241,0.002722995352836377,34338.22713574667,40,3
70,0.001933547041164212,0.003788486875907604,40146.14857077035,40,3
60,0.001928248845587875,0.00247527409834658,61665.5215589769,40,3
50,0.002057613168724281,0.002325135481828444,43693.07115359506,40,3
40,0.002040816326530614,0.002832391805848933,39922.31800260983,40,3
30,0.002154509079716827,0.003249409999211861,52192.936229166,40,3
20,0.002024291497975711,0.00254339968678241,38648.76939836438,40,3
10,0.002257104750179522,0.002262030521223424,29977.3596554026,40,3
0,0.002191125939943254,0.004239447508932792,44927.76346002575,40,3
100,0.001919112538302689,0.002306745212129258,36166.13686942366,40,3
90,0.001933547041164122,0.001790313739750915,36206.55874225495,40,3
80,0.001965551130191913,0.002586300884280246,30042.81453587051,40,3
70,0.001917835873624723,0.003573048549481928,39919.436434076,40,3
60,0.00204634982350233,0.002150791364204152,56582.21374260852,40,3
50,0.001949417739701445,0.002356688848326738,37544.3372185145,40,3
40,0.002040816326530569,0.002866040251823132,40853.4010279163,40,3
30,0.002035209117736849,0.00324807766358115,53719.12488516185,40,3
20,0.002035312674909685,0.00244545830733689,35190.89771377118,40,3
10,0.002226720647773304,0.002700703182589304,57243.51943063807,40,3
0,0.002624406984960154,0.003895416427410647,49490.00448669083,40,3
100,0.001931353414953392,0.002382636785635812,39672.54282869535,40,3
90,0.0018217701533323,0.00197455497463872,39236.91227365968,40,3
80,0.002086267146508112,0.002651413625544996,39051.97138758135,40,3
70,0.002057613168724282,0.003553985703436235,41049.07726841138,40,3
60,0.00205201867336993,0.002215464099797892,53523.20554323612,40,3
50,0.002018774603815486,0.002180336046275877,44411.58639692722,40,3
40,0.002063238252437202,0.002914241085195779,38556.02533190126,40,3
30,0.002137078308655158,0.003160891728752557,50001.89148092903,40,3
20,0.0020746887966805,0.002629651392422772,44903.64075612419,40,3
10,0.00225098480585254,0.002499693433121952,41939.27514071441,40,3
0,0.002405983576546858,0.004275894004957759,45407.84920702698,40,3
100,0.001860046915318261,0.002566951343933826,40865.90978567913,40,3
90,0.001902473215179746,0.002005035104237884,40855.82220627995,40,3
80,0.001922979606295241,0.002726719282654888,34199.94741205568,40,3
70,0.001933547041164212,0.003791812116739401,40001.62720311506,40,3
60,0.001928248845587875,0.002479041757899592,61818.21490937209,40,3
50,0.002057613168724281,0.002330212663866571,43477.52279476135,40,3
40,0.002142857142857133,0.00273529331485578,43815.76510680929,40,3
30,0.002154509079716827,0.003252820758342323,51941.33317199444,40,3
20,0.002024291497975711,0.00254761723447261,38344.78548400462,40,3
10,0.002257104750179522,0.002264646660307901,29572.11125551836,40,3
0,0.002191125939943254,0.00424195236629854,44746.60190712084,40,3
100,0.001897366760454194,0.002316918626760351,35577.22411256003,40,3
90,0.001933547041164122,0.001793546661270962,35904.45738829757,40,3
80,0.001965551130191913,0.002589986651910459,29778.07917198071,40,3
70,0.001917835873624723,0.003576656559674762,39776.8129683869,40,3
60,0.00204634982350233,0.002153417553219072,56568.23408190674,40,3
50,0.00205201867336993,0.002259650310797112,42228.28642635556,40,3
40,0.002040816326530569,0.002870103928448997,40637.61804035318,40,3
30,0.002238730029510557,0.003152602549191807,58426.61169629766,40,3
20,0.002035312674909685,0.002449273088484305,35032.45448000987,40,3
10,0.002226720647773304,0.002704450323019025,56800.64519617413,40,3
0,0.002523468254769346,0.003896764433703015,49066.24324406219,40,3
100,0.001931353414953392,0.002388666893792579,39326.05799384378,40,3
90,0.0018217701533323,0.001979600930530956,38922.67911544261,40,3
80,0.002086267146508112,0.002656302815303824,38841.39538437628,40,3
70,0.002057613168724282,0.00355890539111281,40916.402299634,40,3
60,0.00205201867336993,0.002219777741276352,53106.16908162642,40,3
50,0.002018774603815486,0.002184732112161192,44046.54043392983,40,3
40,0.002063238252437202,0.002917708503702765,38301.24685348952,40,3
30,0.002137078308655158,0.003163432850017078,49949.06495280808,40,3
20,0.0020746887966805,0.00263131816077411,44842.9815750074,40,3
10,0.00225098480585254,0.002502942037354905,41726.38171378767,40,3
0,0.002405983576546858,0.00427828490899318,45402.45445126218,40,3
100,0.001751929685330917,0.002522344908424496,42062.66336760323,40,3
90,0.001802343045959727,0.001994003495824459,41940.73469721223,40,3
80,0.001821770153332345,0.002662306017161664,35588.75480087496,40,3
70,0.001831781407418694,0.00368612843818672,40873.91502595644,40,3
60,0.001826762064241157,0.002450908245457462,62739.02553536542,40,3
50,0.001851851851851876,0.002362126634335993,40278.25483064707,40,3
40,0.002040816326530614,0.00272497392373372,42435.92281972968,40,3
30,0.002051913409254131,0.003286843815613172,49605.99112715432,40,3
20,0.001923076923076891,0.002453032929957355,40182.1549278759,40,3
10,0.002257104750179522,0.002263337941788568,29400.75027339823,40,3
0,0.002290722573577026,0.004259953327431787,47204.32871711847,40,3
100,0.001817434780415289,0.002306215513242267,34521.48115437933,40,3
90,0.001831781407418784,0.001792344803927759,35745.04633257082,40,3
80,0.001965551130191913,0.002532275828934227,30477.96439876629,40,3
70,0.001816897143433915,0.003589157384371933,37076.97491781766,40,3
60,0.001944032332327224,0.00213127029273108,55936.45378430116,40,3
50,0.001846816806032959,0.002300015801332544,37590.95264668329,40,3
40,0.001938775510204095,0.002864713235655958,38849.79718112206,40,3
30,0.002035209117736849,0.00320434704070427,55814.90063009793,40,3
20,0.002035312674909685,0.002380195392186368,36922.47979652848,40,3
10,0.002125506072874485,0.002727516997589885,54528.89230647752,40,3
0,0.002523468254769346,0.004002091897146731,46863.29718404606,40,3
100,0.00181027467351454,0.002404461609490364,36861.93511228327,40,3
90,0.00172056070036945,0.001990557353415467,37476.67303689254,40,3
80,0.001981953789182719,0.002613991093685653,39625.98812029346,40,3
70,0.001954732510288033,0.003574757237092885,37825.22998547654,40,3
60,0.001949417739701445,0.002203831266021861,52005.91757715013,40,3
50,0.002018774603815486,0.002136202179924385,45472.45809416268,40,3
40,0.001960076339815308,0.002817485233232664,40249.99202717857,40,3
30,0.002035312674909685,0.003122525804872267,51795.33669382276,40,3
20,0.0020746887966805,0.002554115720943995,47795.73055017295,40,3
10,0.002148667314677435,0.00253302304532077,40559.03365841094,40,3
0,0.002301375594957874,0.004381377399634512,42385.08682272192,40,3
100,0.001856342611727337,0.002520805227863203,42777.12538325019,40,3
90,0.001902473215179746,0.001938016030586964,46175.55934886255,40,3
80,0.001922979606295241,0.002702774817943898,34001.78625953028,40,3
70,0.001933547041164212,0.003727673581253366,39698.76552632018,40,3
60,0.001928248845587875,0.002489301890843731,59517.46506594562,40,3
50,0.001954732510288079,0.002297086253276626,42888.21161424391,40,3
40,0.002040816326530614,0.002767243247173812,41305.20021015005,40,3
30,0.002154509079716827,0.003229975928784046,52639.23447914058,40,3
20,0.002024291497975711,0.002493589241988503,38829.95766428118,40,3
10,0.002257104750179522,0.002300871475434341,28276.28104011976,40,3
0,0.002290722573577026,0.00430053160163657,46054.45275692239,40,3
100,0.001875558359549197,0.002320922642328852,33954.56652883674,40,3
90,0.001831781407418784,0.001841147055147263,33732.16960479379,40,3
80,0.001965551130191913,0.002578762839402171,29465.45783529577,40,3
70,0.001917835873624723,0.003527663341688192,38738.65271081951,40,3
60,0.00204634982350233,0.002168775536328993,53516.45817460013,40,3
50,0.00205201867336993,0.002245174975353037,41768.8189724496,40,3
40,0.002040816326530614,0.002799001266360013,41010.09908274539,40,3
30,0.002035209117736849,0.003241675012371936,54221.43268124374,40,3
20,0.002035312674909685,0.002420921295755218,35539.4097920962,40,3
10,0.002226720647773259,0.00266699791189795,60157.83271938435,40,3
0,0.002624406984960154,0.004046870329978636,45888.90157608776,40,3
100,0.001931353414953437,0.002366192147275911,39271.86138056263,40,3
90,0.00182177015333239,0.001933457529375127,42130.33922253409,40,3
80,0.002086267146508112,0.002656061462030013,37572.11240517678,40,3
70,0.002057613168724282,0.003515177209587939,39821.23212671075,40,3
60,0.00205201867336993,0.002243349535423156,49948.01074526616,40,3
50,0.002018774603815486,0.002172570628982462,43508.52995564331,40,3
40,0.002063238252437202,0.002855587468234,39185.34504647046,40,3
30,0.002137078308655158,0.003160915762377425,50313.51701989197,40,3
20,0.0020746887966805,0.002602251066270989,45484.77492027618,40,3
10,0.002148667314677435,0.002573306477929971,38282.15681761054,40,3
0,0.002405983576546858,0.004424593604055338,40641.21961098524,40,3
100,0.001809272013607602,0.002576003755075607,41081.83273257312,40,3
90,0.001902473215179746,0.001973754514769221,41687.99491060026,40,3
80,0.001922979606295196,0.002748434784420772,33638.84353452369,40,3
70,0.001933547041164212,0.003788113469287091,41355.73100565903,40,3
60,0.001826762064241112,0.002513545766263836,62177.09394152507,40,3
50,0.001954732510288079,0.002377580080180075,42019.77346258212,40,3
40,0.002142857142857133,0.002814597579736566,41782.69979175035,40,3
30,0.002154509079716827,0.003273536574611824,49197.82234757155,40,3
20,0.00212550607287453,0.002493756223010402,41509.25237316317,40,3
10,0.002257104750179522,0.002298976789682716,29220.43505101808,40,3
0,0.002290722573577026,0.004561940873296755,52018.80681652924,40,3
100,0.001835825829236789,0.002361062861515805,34145.37962213324,40,3
90,0.001831781407418784,0.001850683761390193,33076.8437511642,40,3
80,0.001965551130191867,0.002599098871827743,29771.38691732063,40,3
70,0.00181689714343396,0.003662461832779296,38409.33590857168,40,3
60,0.00204634982350233,0.002170216977301576,56950.97528609312,40,3
50,0.00205201867336993,0.002301742088236858,40464.00123187615,40,3
40,0.001938775510204095,0.002947112670411589,38910.79214966929,40,3
30,0.002136969573623681,0.003172028998620458,56823.09880939706,40,3
20,0.002035312674909685,0.002501276455349699,34463.54542323267,40,3
10,0.002226720647773259,0.00275030852417435,57168.53045402225,40,3
0,0.002624406984960154,0.004309698569693876,53891.86833817366,40,3
100,0.001884433042494177,0.002428314686541446,37327.42721537761,40,3
90,0.00172056070036945,0.002028557297217293,35293.50293687586,40,3
80,0.002086267146508112,0.00266499526733377,38649.61054246277,40,3
70,0.002057613168724282,0.003643057255699911,39426.79762750633,40,3
60,0.00205201867336993,0.002235098396327628,53760.06796088263,40,3
50,0.002018774603815486,0.002233584331677751,42982.08340667006,40,3
40,0.001960076339815308,0.003000819534899946,37274.56764411367,40,3
30,0.002137078308655158,0.00317146955077996,47938.50398608144,40,3
20,0.0020746887966805,0.002688908547303748,45033.87130030624,40,3
10,0.002250984805852585,0.002548200629999609,42179.57362701053,40,3
0,0.002405983576546904,0.004706939709068325,48531.67780787653,40,3
100,0.001906407696337335,0.002542672741833222,43403.73019491242,40,3
90,0.002002603384399766,0.001933051975594124,44148.5960232336,40,3
80,0.001922979606295241,0.002801159256841435,31458.2284576187,40,3
70,0.001933547041164167,0.003738256852720112,42963.10630009561,40,3
60,0.001928248845587875,0.002461881683944456,67681.63217685514,40,3
50,0.001954732510288079,0.002419458772144334,40086.99823827318,40,3
40,0.002040816326530569,0.002857843395689286,40738.04333997981,40,3
30,0.002154509079716827,0.003304479798387328,47534.96122700939,40,3
20,0.002024291497975711,0.002522751558396652,40032.21877358544,40,3
10,0.002257104750179522,0.002325945620876957,28244.51253195991,40,3
0,0.002390319207210799,0.004584910746768256,51258.04974824376,40,3
100,0.001948860739984896,0.002305578229736443,35727.99869847742,40,3
90,0.001933547041164212,0.00180947210779292,34202.35316681573,40,3
80,0.002069001189675686,0.002554624693503205,31412.48383542297,40,3
70,0.001917835873624723,0.003610739348769765,39880.5931319392,40,3
60,0.00204634982350233,0.002219392229001804,54510.61913552131,40,3
50,0.001949417739701445,0.002348001066845185,39110.3010422055,40,3
40,0.00193877551020405,0.002983449404791449,37592.24666734385,40,3
30,0.002136969573623726,0.003206750476230869,55191.48042993333,40,3
20,0.002035312674909685,0.00253510249487976,33635.22534259419,40,3
10,0.002226720647773304,0.002780293634725761,55303.50394337622,40,3
0,0.002624406984960109,0.004331272563499078,52895.87230530161,40,3
100,0.001931353414953392,0.00243445841353709,37427.37965885357,40,3
90,0.0018217701533323,0.001994853396681262,37455.12314480173,40,3
80,0.002086267146508112,0.002726711092659984,36502.39318277517,40,3
70,0.002057613168724282,0.003589505896329226,40983.6434613403,40,3
60,0.00205201867336993,0.002279818116230792,51685.62641907961,40,3
50,0.002018774603815486,0.002269748238912794,40855.98945037813,40,3
40,0.002063238252437202,0.002932402518510568,39069.42872295014,40,3
30,0.002137078308655158,0.003112269207813934,50836.82787959701,40,3
20,0.0020746887966805,0.00271858412480086,43360.5624336271,40,3
10,0.00225098480585254,0.002576612187057292,41144.53105187834,40,3
0,0.002405983576546904,0.004730759982090826,47843.72675785914,40,3
