Soc,r0,r1,c,Temp,DBSCANclusters
0,0.003815069524622239,0.007649556636545207,11717.62275718721,25,2
100,0.002449611482089422,0.002972296340253501,29472.57786216421,25,2
90,0.002384027018972884,0.002574640708712939,26859.64809968534,25,2
80,0.002653061224489821,0.003629475928183523,26477.69783528901,25,2
70,0.002796085480327544,0.0045713021435142,43062.76218488333,25,2
60,0.002959183673469379,0.003128015256648742,33693.81285391864,25,2
50,0.002935074135924287,0.003176755875801685,31116.71566995607,25,2
40,0.003163265306122463,0.003883850679761713,35979.89928958133,25,2
30,0.003044603440401868,0.004665787343271499,41869.36889226336,25,2
20,0.003094857378655781,0.00410884467643069,30543.54109615905,25,2
10,0.003230039366104777,0.004412618462502294,26575.11686024309,25,2
0,0.00412723978256492,0.01039206146210503,12710.3415567616,25,2
100,0.002553325688394272,0.003123834539533156,33308.89279703053,25,2
90,0.002653061224489821,0.002711672460109393,32395.17487594444,25,2
80,0.00271807520008055,0.003504875769245408,28731.13356499739,25,2
70,0.002682030396344461,0.004725933128654103,39232.65166207205,25,2
60,0.002777777777777791,0.003513110747406567,46406.0623748521,25,2
50,0.002967207244078366,0.003173537821365202,36446.89633670108,25,2
40,0.003103501784513552,0.003682328034803839,37023.44957354097,25,2
30,0.003044603440401913,0.004499128410636488,42157.06656556627,25,2
20,0.003078028010054872,0.004155847646849842,35722.78873853878,25,2
10,0.003256334588378914,0.004438733652945115,27850.754796312,25,2
0,0.004542242858584832,0.006470993855098528,17001.171873986,25,2
100,0.002537235302092172,0.003299058270019329,30614.54520959706,25,2
90,0.002565023341712401,0.00282283895125468,29006.73522087351,25,2
80,0.002864889752903261,0.003548840664017061,29893.49545028501,25,2
70,0.002785371640790235,0.004951853638783255,37981.85424302181,25,2
60,0.002912722355144079,0.003446303411206553,47823.92832216672,25,2
50,0.002777777777777746,0.003315218220479754,32915.47983350966,25,2
40,0.003095017022593604,0.00381145016946649,35413.68258221064,25,2
30,0.003129258567607096,0.004492010461513263,43445.24562240445,25,2
20,0.003310230681700634,0.003982950236135818,39618.03533240649,25,2
10,0.003265306122448983,0.004322383948795472,27874.47281578888,25,2
0,0.003815069524622239,0.007690119124339367,11534.89150782099,25,2
100,0.002406703864340668,0.002859032244694281,32642.72901174075,25,2
90,0.002384027018972928,0.002399925516812007,30662.33552073535,25,2
80,0.002551020408163302,0.003568834526645026,27612.19617393292,25,2
70,0.002696225284601571,0.004574571560401197,44130.30224407437,25,2
60,0.00285714285714286,0.00295478653925374,36720.43444463902,25,2
50,0.002935074135924287,0.003071786592282799,33571.02842104596,25,2
40,0.003061224489795944,0.003852306439179443,36799.3069560666,25,2
30,0.00294311665905515,0.004610527993680669,42437.50538726524,25,2
20,0.002991695466033932,0.004003270589595043,30892.5373410815,25,2
10,0.003129100635914014,0.004331418079442373,26405.6034520492,25,2
0,0.004026575397624323,0.01049734117837675,12889.82134948214,25,2
100,0.002409658958954078,0.003094877081375387,33712.26078891019,25,2
90,0.002551020408163256,0.002628237173632697,33916.21487225709,25,2
80,0.002617405748225681,0.003443544655081454,29858.96730947173,25,2
70,0.002483361478096743,0.004745759421303064,39869.05414665993,25,2
60,0.002674897119341543,0.003409238460335362,45576.27926531552,25,2
50,0.002864889752903261,0.003058995163750411,39530.00028953217,25,2
40,0.003000051725029733,0.003658271323119577,37984.55885390627,25,2
30,0.003044603440401913,0.004396918045377451,45086.35337009724,25,2
20,0.002975427076386386,0.003986009693316528,38128.02918156128,25,2
10,0.003154574132492083,0.004347997755372757,28545.06554006075,25,2
0,0.004441304128394069,0.006492713553308493,17384.527517605,25,2
100,0.002379454814490744,0.003256408123513148,31513.17478723946,25,2
90,0.002359821474375385,0.00273794318295717,30522.65433891033,25,2
80,0.002762572261728111,0.003487075990297073,30453.27920331609,25,2
70,0.002579047815546492,0.004975675407896563,38628.5924524339,25,2
60,0.002912722355144079,0.00324254110196931,51837.8157738738,25,2
50,0.002777777777777791,0.003203679118652158,35220.70258099596,25,2
40,0.002991849788507161,0.003685015800599545,38507.17851753341,25,2
30,0.003028314742845587,0.004392124489330462,46619.50360647933,25,2
20,0.003206785972897455,0.003811652321243142,41944.05266369974,25,2
10,0.003163265306122463,0.004226725355925498,28679.93732206252,25,2
0,0.003714672958184822,0.00768551547724583,12122.11833541229,25,2
100,0.002385568119271851,0.002885924145233405,31642.00056052041,25,2
90,0.002284692559849025,0.002502291804433621,27110.5051481193,25,2
80,0.002551020408163302,0.003575062739811119,27494.40424197639,25,2
70,0.002796085480327544,0.004481597726297415,46838.86428858365,25,2
60,0.00285714285714286,0.00295988694704008,36591.26421370035,25,2
50,0.002935074135924287,0.003076634350844709,33324.44405523712,25,2
40,0.003061224489795944,0.003855744454078214,36551.61081480823,25,2
30,0.00294311665905515,0.004614270521566044,42239.4288821384,25,2
20,0.002991695466033932,0.004006365434340631,30688.04288358887,25,2
10,0.003129100635914014,0.004334693985914684,26377.60897946948,25,2
0,0.004026575397624323,0.01050018308940837,12853.99509630512,25,2
100,0.002449207672182758,0.003094740502950816,33822.32772305322,25,2
90,0.002551020408163256,0.002627831894288613,34116.79796945187,25,2
80,0.002718075200080505,0.003443437716074693,29774.43747550193,25,2
70,0.002483361478096743,0.004745524132936052,39737.5897319423,25,2
60,0.002674897119341543,0.003409775103956014,46257.54072340563,25,2
50,0.002864889752903261,0.003059097722928672,39397.93850170997,25,2
40,0.003000051725029733,0.003658248806345132,38057.96373210609,25,2
30,0.003044603440401913,0.004396721430598105,45206.7898911973,25,2
20,0.002975427076386386,0.003985836687803945,38175.42610520697,25,2
10,0.003052813676605251,0.004347869152686923,28755.87879036798,25,2
0,0.004441304128394069,0.006492156378479774,17386.21081773153,25,2
100,0.002467515255275228,0.003220745515011645,32225.53380377632,25,2
90,0.00246242240804387,0.00273848629621376,30492.80226093421,25,2
80,0.002762572261728111,0.003487507982748883,30752.70594868446,25,2
70,0.00268220972816834,0.004874448285594357,41049.0243241822,25,2
60,0.002808696556746087,0.003344289384207388,47362.96414122687,25,2
50,0.002777777777777791,0.003204376476202531,35390.16483099292,25,2
40,0.002991849788507161,0.00368534085287664,38771.99783702374,25,2
30,0.003028314742845587,0.004392907206042573,46837.18655058066,25,2
20,0.003103341264094321,0.003912762574007744,38961.52164358609,25,2
10,0.003061224489795944,0.004327183865904805,26779.02402118636,25,2
0,0.003714672958184822,0.007685054962240589,12115.18231192342,25,2
100,0.002323977291642488,0.002979711382611938,30439.55589689218,25,2
90,0.002284692559849025,0.002557660817421037,27030.38303165292,25,2
80,0.002551020408163256,0.003655297750755016,27029.43966953869,25,2
70,0.002696225284601571,0.004647663690723891,44208.76768579021,25,2
60,0.00285714285714286,0.003041256159951211,35280.70724794516,25,2
50,0.003036283588887227,0.003136362123865033,33089.37397640663,25,2
40,0.003061224489795899,0.003940599293025371,35900.50284772929,25,2
30,0.003044603440401868,0.004660097003113539,42197.3159967892,25,2
20,0.003094857378655781,0.004094705036694735,30714.89893415146,25,2
10,0.003129100635914014,0.004362831103921772,26320.29596992067,25,2
0,0.003925911012683727,0.009930924580324851,14123.64307782271,25,2
100,0.002481202693463401,0.003140294685268251,33747.46409367054,25,2
90,0.002551020408163256,0.002690307338136688,33344.20602260223,25,2
80,0.00271807520008055,0.003527759705591715,28928.56367313545,25,2
70,0.002582695937220602,0.004835218065337599,40487.03269301078,25,2
60,0.002674897119341589,0.003470452160250326,43823.11142439663,25,2
50,0.002967207244078366,0.003123852366258784,38715.32896741858,25,2
40,0.003103501784513552,0.003741242674921819,37478.89647140694,25,2
30,0.003044603440401913,0.004537212951485903,43013.68725538134,25,2
20,0.002975427076386386,0.004133289126216577,35858.98874373146,25,2
10,0.003154574132492083,0.004413775802088682,27908.47707981604,25,2
0,0.004340365398203306,0.006399628519230816,17477.56301479216,25,2
100,0.002463894187887888,0.003279809861672288,32400.69881468775,25,2
90,0.00246242240804387,0.002807393926641866,29865.82276196597,25,2
80,0.002762572261728156,0.003576003845311759,29911.82194206539,25,2
70,0.00268220972816834,0.004971539385259516,41526.13825027717,25,2
60,0.002912722355144079,0.003309451338246006,49330.86133797746,25,2
50,0.002880658436213994,0.003266642666807429,34808.6643262386,25,2
40,0.003095017022593604,0.00377059406327096,37987.03774925312,25,2
30,0.003028314742845587,0.00453245917793843,44398.59303596547,25,2
20,0.003206785972897455,0.00396532963949825,38975.90352435039,25,2
10,0.003163265306122463,0.004305334776623204,28041.99791782909,25,2
0,0.003714672958184822,0.007409877130324261,12937.66993679592,25,2
100,0.002345279529495416,0.002952767260693561,31209.50279810086,25,2
90,0.002284692559849025,0.002559137243031695,27171.66884987689,25,2
80,0.002551020408163256,0.003655430570475349,26956.98821697029,25,2
70,0.002796085480327544,0.004552344532427699,46946.42460803645,25,2
60,0.00285714285714286,0.003042806988318714,34926.65940108886,25,2
50,0.002935074135924332,0.003137855199942696,32983.8272788828,25,2
40,0.003061224489795899,0.003942929041448662,35895.02626713227,25,2
30,0.003044603440401868,0.004663138749653961,42256.91640955849,25,2
20,0.003094857378655781,0.004096170277012701,30616.25892289441,25,2
10,0.003129100635914014,0.004365780982608647,26270.60117567468,25,2
0,0.003925911012683727,0.00993359453667797,14129.90414039343,25,2
100,0.00253495414224495,0.00311623963889123,34400.88410722026,25,2
90,0.002653061224489821,0.002694362839780307,33210.38763101521,25,2
80,0.00271807520008055,0.003531673840085792,29087.8487311306,25,2
70,0.002682030396344461,0.004742119496608521,42750.63509504058,25,2
60,0.002674897119341589,0.003474673838894105,43653.62978805314,25,2
50,0.002967207244078366,0.003126801767367682,38409.44429847308,25,2
40,0.003103501784513552,0.003746263897300373,37262.32121666118,25,2
30,0.003044603440401913,0.004541321035937629,42809.87565163401,25,2
20,0.003078028010054872,0.004138166109990959,35753.90033554589,25,2
10,0.003154574132492083,0.004418786010470632,27876.61636943159,25,2
0,0.004441304128394069,0.006304854500263413,18362.32698521761,25,2
100,0.002493369020065572,0.003283844055500703,32041.71881619041,25,2
90,0.00246242240804387,0.002811987440855757,29457.64176643165,25,2
80,0.002762572261728156,0.003579732424124571,29558.19501192817,25,2
70,0.002785371640790235,0.004975972624053804,41398.82407333193,25,2
60,0.002912722355144079,0.003313345803039991,49294.47739936045,25,2
50,0.002880658436213994,0.00327007968392079,34622.42889221874,25,2
40,0.003095017022593604,0.003774224801805226,37853.67789613405,25,2
30,0.003028314742845587,0.0045367798224768,44240.46702122421,25,2
20,0.003206785972897455,0.003970081795298674,38924.47062782654,25,2
10,0.003163265306122463,0.004309771949379315,28049.63193627904,25,2
0,0.003714672958184822,0.007414090750225477,12856.31862560418,25,2
100,0.002285562899101331,0.002929645354015353,30533.97965300846,25,2
90,0.002185358100725122,0.002543744134731241,26739.16969459846,25,2
80,0.002551020408163302,0.003587176036396023,27355.85937100212,25,2
70,0.002696225284601571,0.004563602211103635,44379.33215970384,25,2
60,0.00275510204081634,0.003014227689999704,35682.42977305248,25,2
50,0.002833864682961391,0.00318360717333499,31115.59019569274,25,2
40,0.002959183673469379,0.00393891691404924,35138.80185075098,25,2
30,0.00294311665905515,0.004590137498419522,43185.91575802067,25,2
20,0.002991695466033978,0.004098426850276282,29729.56002465855,25,2
10,0.003230039366104777,0.004351056790360075,26660.67367760956,25,2
0,0.004026575397624323,0.01063531753359348,11901.37760428278,25,2
100,0.002373136662411792,0.003117592333056101,33417.72720299457,25,2
90,0.002448979591836737,0.002689111273236899,32998.84912391451,25,2
80,0.002617405748225681,0.003477801484765286,29405.8073492071,25,2
70,0.002483361478096743,0.004749354640336434,40034.42990274497,25,2
60,0.002674897119341589,0.003471349960665004,43810.74574389734,25,2
50,0.002864889752903261,0.003074450567170151,39708.45367295728,25,2
40,0.003000051725029733,0.003742792246807292,36175.80550702341,25,2
30,0.00294311665905515,0.00447140427682069,43633.13871962221,25,2
20,0.002975427076386386,0.004068981076918665,36827.01739915455,25,2
10,0.003154574132492128,0.004434618300382165,27353.55731819122,25,2
0,0.004441304128394069,0.006585313752003663,16542.03442868454,25,2
100,0.002320682621815151,0.003292021182278909,31103.85244793186,25,2
90,0.002359821474375385,0.002809723263544783,29310.94995845278,25,2
80,0.002660254770553005,0.003528004759411618,30140.78067340388,25,2
70,0.002579047815546492,0.004986659048515363,38708.95636652611,25,2
60,0.002808696556746087,0.00331088072810648,49228.82423237291,25,2
50,0.002777777777777791,0.003220412366018333,35318.86354525956,25,2
40,0.002991849788507161,0.003775623329214661,36836.45145913219,25,2
30,0.003028314742845632,0.004464168056323436,44829.26118010192,25,2
20,0.003206785972897501,0.003889112877932699,40184.86018410602,25,2
10,0.003163265306122418,0.00430570512727424,27334.85646473896,25,2
0,0.003815069524622239,0.007772986272873816,11660.11064494193,25,2
100,0.002394946759057365,0.002921009655932211,31002.67517218642,25,2
90,0.002384027018972928,0.002488470735338422,28300.27584398907,25,2
80,0.002551020408163302,0.003637154198969816,26431.20909744367,25,2
70,0.002796085480327544,0.004506329239591156,45770.40261622409,25,2
60,0.00285714285714286,0.00305229020459763,34283.73668378323,25,2
50,0.002935074135924287,0.00312475170750981,32994.07691646503,25,2
40,0.003061224489795899,0.003874643956137125,36401.97037217917,25,2
30,0.003044603440401913,0.00462534694616934,42117.35638302076,25,2
20,0.003094857378655826,0.004034938961603785,31081.55990626919,25,2
10,0.003230039366104777,0.004389733494009174,25954.32619664278,25,2
0,0.004026575397624323,0.01067207803648407,11774.4434262358,25,2
100,0.00252494441435888,0.003057695524522167,35596.97282718494,25,2
90,0.002653061224489821,0.002630021093909751,35204.50939026511,25,2
80,0.00271807520008055,0.003420941956916113,30798.90040119493,25,2
70,0.002582695937220602,0.004791824691738555,39220.95712702095,25,2
60,0.002777777777777791,0.003410059954100819,46411.16090473384,25,2
50,0.002967207244078366,0.003114282219668252,38341.77665478567,25,2
40,0.003103501784513506,0.003680038514184525,37967.86456113385,25,2
30,0.003044603440401868,0.004506785074070208,42434.89223629185,25,2
20,0.003078028010054917,0.004105923583925253,35676.48257982634,25,2
10,0.003154574132492128,0.004472697599905096,26552.17144605933,25,2
0,0.004542242858584832,0.006624075019784015,16251.2373697207,25,2
100,0.002467578731962391,0.003256166653743326,32144.21027820029,25,2
90,0.002462422408043916,0.002750859954818385,31265.32376187413,25,2
80,0.002762572261728111,0.003572629170363384,29030.21485816366,25,2
70,0.00268220972816834,0.004927263319200459,40016.24036800089,25,2
60,0.002912722355144079,0.003350393293260479,47423.2567411038,25,2
50,0.002880658436213994,0.003257904204828299,34200.37920727349,25,2
40,0.002991849788507161,0.003815717715238587,35678.31829120536,25,2
30,0.003028314742845632,0.004503642251722062,43790.52911473653,25,2
20,0.003206785972897501,0.00392769837772533,38830.79123290735,25,2
10,0.003163265306122418,0.004342119445601367,26702.4336824618,25,2
0,0.003815069524622239,0.007811589574832634,11524.26207337774,25,2
100,0.002409444870678311,0.002967300451467116,30827.95811538542,25,2
90,0.002384027018972928,0.002555880196649984,26239.88559005817,25,2
80,0.002551020408163256,0.003691063629997271,26107.64281481205,25,2
70,0.002796085480327544,0.004556648865208346,47239.02548933145,25,2
60,0.00285714285714286,0.003076253973964493,35311.61824147129,25,2
50,0.002935074135924287,0.003198738788049993,32253.14868768255,25,2
40,0.003061224489795944,0.004027079932562239,35125.99037672733,25,2
30,0.00294311665905515,0.0046929204035836,40595.15243714217,25,2
20,0.003094857378655826,0.004104683837526157,30404.23348071888,25,2
10,0.003230039366104777,0.004463290829373689,24868.27922640285,25,2
0,0.00412723978256492,0.01156486871571805,12217.29196625973,25,2
100,0.002586529613759477,0.003093179335629367,35362.59071573792,25,2
90,0.002653061224489821,0.002681247752677085,33226.6353377812,25,2
80,0.002818744651935373,0.003465053816389285,30825.88145510642,25,2
70,0.002582695937220646,0.004843802605791425,40999.00540775388,25,2
60,0.002777777777777791,0.003414892231909827,48175.81656326462,25,2
50,0.002864889752903261,0.003189477281981046,37437.23292361595,25,2
40,0.003000051725029733,0.003832510610920159,35777.22922049556,25,2
30,0.003044603440401868,0.004521439501562585,44165.61014417469,25,2
20,0.002975427076386386,0.004189943867544454,35058.71040326251,25,2
10,0.003154574132492128,0.004507750686509771,27752.26812904821,25,2
0,0.00464318158877564,0.00690351795312838,16611.58555759547,25,2
100,0.002416334734930508,0.003307608819879476,31699.83265487741,25,2
90,0.002462422408043916,0.002784065823782877,29996.05307609844,25,2
80,0.002762572261728156,0.003606545745961864,29179.08283892676,25,2
70,0.002579047815546492,0.005074012029019026,39836.33687758271,25,2
60,0.002912722355144079,0.003344112493154472,49557.63241459038,25,2
50,0.002777777777777791,0.003330282766674686,33834.43634672635,25,2
40,0.002991849788507161,0.003864010868980805,36720.25976217601,25,2
30,0.003129258567607141,0.004508883952416443,45608.13544828585,25,2
20,0.003206785972897501,0.004015650762077549,38330.6097412503,25,2
10,0.003163265306122463,0.004469538001779072,26126.72001663632,25,2
0,0.003815069524622239,0.008306982122742945,11366.70549879475,25,2
100,0.002435034222614165,0.002956099952560742,30871.68378011528,25,2
90,0.00238402701897284,0.002513650310099869,27261.25223042595,25,2
80,0.002653061224489776,0.003645460940095213,27107.6009400118,25,2
70,0.002796085480327544,0.004603885071903124,45800.20130393192,25,2
60,0.00285714285714286,0.003121176502989598,33918.17638450702,25,2
50,0.002935074135924332,0.00323693788667534,31208.92060144366,25,2
40,0.003061224489795899,0.003961091973995301,36587.72934108768,25,2
30,0.003044603440401913,0.00463002298160331,42292.75758792146,25,2
20,0.003094857378655781,0.004135718710551406,29726.50994099565,25,2
10,0.00333097809629554,0.004393502138242078,26201.84184783305,25,2
0,0.00412723978256492,0.01158912613926766,12163.56634620477,25,2
100,0.002494996888004187,0.003157363570372932,33284.76258094574,25,2
90,0.002551020408163256,0.002741693294589287,30961.41267950709,25,2
80,0.00271807520008055,0.003522864071212939,29487.25995120194,25,2
70,0.002682030396344461,0.004796781682033902,42286.31933810407,25,2
60,0.002777777777777791,0.003460523971334006,46483.62880887325,25,2
50,0.002864889752903261,0.00322685660297839,36091.81102639071,25,2
40,0.003103501784513506,0.003769338156864532,37594.9030475205,25,2
30,0.003044603440401913,0.004559439614150951,43362.0879902907,25,2
20,0.003078028010054917,0.004121788691797135,36813.62150044811,25,2
10,0.003154574132492083,0.004537812123101337,27331.19650424179,25,2
0,0.004643181588775595,0.006929720654889615,16440.69976085111,25,2
100,0.002434368936301873,0.003369739663791354,29889.49264296393,25,2
90,0.00246242240804387,0.002846053152351202,28056.27756699151,25,2
80,0.002762572261728156,0.003665479236918512,28099.46377351364,25,2
70,0.00268220972816834,0.005023447862402608,41024.77025188791,25,2
60,0.002912722355144079,0.003392012292068425,47647.6711378349,25,2
50,0.002777777777777791,0.003369090341892478,32713.07901798999,25,2
40,0.002991849788507161,0.003899002254849404,35643.0769750917,25,2
30,0.003028314742845632,0.004546229017636683,44802.22338548356,25,2
20,0.003310230681700634,0.003944887410116338,40283.84266668183,25,2
10,0.003163265306122463,0.004499561420950315,25783.53734004823,25,2
0,0.003815069524622239,0.00833144240880579,11265.16653136054,25,2
