r0,r1,c1
0.0025970516708199,0.0028476244788328,20480.70591689081
0.0026084291723845725,0.002839274534325003,20628.539257082248
0.002596893551428927,0.002847687367841515,20483.595952669682
0.002598858796019273,0.002846166991541018,20514.84919699332
0.002596148085567723,0.002848815056408215,20483.35341650349
0.002597780274886979,0.0028467855034649487,20490.503319361174
0.0026001009175023494,0.002844853723495229,20528.63508971766
0.002597150280434421,0.00284751703853992,20482.543956719375
0.002602019006916397,0.002843083172729559,20560.292207606668
0.0026379527665400066,0.002812985550122365,20975.945940908045
0.002597167575024841,0.002847496143864663,20481.47577784326
0.0025972917332450465,0.002847475231689214,20483.501137850264
0.0025997759041973744,0.0028451496504663864,20522.922469720066
0.002601727979685225,0.0028432827207823252,20538.298393820824
0.0025977053783615887,0.0028469985477561836,20499.790110494614
0.0025899921406927367,0.002850996377009442,20281.62760945244
0.0025979892782075063,0.002846988690132829,20515.35171352743
0.0025975641604366316,0.002847174802966245,20488.873306093737
0.0025965898192759924,0.00284648213027034,20464.259738885958
0.0025976407793537474,0.0028469359446022862,20492.97535879751
0.0025601805847947304,0.0028810377165366624,19859.663772341133
0.002596564853896022,0.00284788555447981,20467.378482070802
0.0025969776520333152,0.0028475765270151105,20478.416793390126
0.002595433253176439,0.0028505587736042193,20427.656116931616
0.0026086060031872403,0.002839425441174051,20477.91651814648
0.0025966955026661734,0.002847635249116824,20443.57323507027
0.002600633768741759,0.0028439040754449285,20534.22509080169
0.002595529724213867,0.002848534526610585,20455.551334105134
0.0025977856174577564,0.0028471018267222695,20486.081414092307
0.002598822726530627,0.002846010349197174,20523.03139977336
0.002596899897160222,0.002847838962473192,20452.743613550017
0.002601059868712812,0.002844042012961818,20502.897676735756
0.0025979379158630623,0.002845748844815233,20508.566698629267
0.0025976568842677283,0.0028470955188858067,20490.470306555875
0.002598834671878866,0.002845869473989147,20517.00220869342
0.00259805920848884,0.0028475123135272675,20497.69190352484
0.0025956889420141937,0.002848268543337317,20454.778514528698
0.0025952276527677082,0.0028490103370711656,20433.414829953817
0.0025964346146607987,0.002848235974777379,20468.915571310878
0.0025962551002143472,0.0028480330425488774,20475.521417027223
0.002594140413455941,0.002850878232809369,20404.877289309607
0.002597306996159093,0.0028474089879071077,20488.302458587194
0.002617094100663312,0.0028257914034544498,20655.338911147886
0.002597142865025798,0.0028475378198033713,20480.82190960553
0.0025976578895000016,0.002847334175938535,20501.187455643176
0.0025978736152998255,0.0028466670301484412,20518.06175447042
0.0025971256544855804,0.002847540433125091,20482.15443195911
0.002597234443790207,0.002847374606264404,20485.073372232233
0.002731488040587254,0.0027244270060946627,23025.0891850313
0.002598901178243506,0.0028459223110932613,20534.062773292982
0.0025971999893202504,0.002847332645917058,20476.75341391152
0.002597358915188304,0.002847235323836616,20483.937052726007
0.0025980013477021773,0.002846735632545869,20514.065483621558
0.0025994333888794442,0.0028459053064107025,20575.807668209673
0.0025967660301283385,0.002847728865008884,20481.41421046426
0.0025970985279822113,0.0028475593455688213,20491.58892101603
0.002597214925381024,0.002847457111747858,20484.58866627328
0.002596315435109654,0.0028484708367482042,20472.059845000742
0.0025981720225857737,0.0028467858267009387,20500.557581555342
0.0026043974297648093,0.0028410168425170934,20519.688539764098
0.0025999619230443246,0.0028451251999132864,20535.742766932788
0.0025991664580679026,0.0028447691916511173,20520.610434900926
0.0025988730864366784,0.0028459851016684862,20517.447243209153
0.0025877278337775996,0.002859928612969824,20349.12286825009
0.0025968209738593396,0.0028478357754140376,20477.942396263694
0.00259884000331662,0.002845293159059637,20476.791558716417
0.002597286040842774,0.002847497592832661,20478.70443684813
0.0025990042824330624,0.002845965108796864,20525.096482952005
0.0026026670905831754,0.0028429831116448716,20564.68529634795
0.0026010445773152605,0.002841537925735631,20561.099649794043
0.0026054216745601574,0.0028408448988270743,20538.170377144696
0.002598305205735851,0.0028458078964178437,20496.959601394454
0.0026024940882140896,0.002842461741725978,20569.15071715306
0.002597181335332116,0.0028478028363196893,20470.526009695262
0.002597039113529197,0.0028476213766888444,20475.616450356985
0.0025980285891958354,0.0028467727621704067,20491.641704928417
0.0025977300887534945,0.0028469121742095657,20491.588017417926
0.0026015703761231215,0.0028460198967026127,20571.264925062773
0.0026054442938927822,0.002839383108080238,20523.583680595224
0.002639304115354365,0.0028056870600980765,20952.235564646686
0.0025959478200019343,0.0028485948421480066,20457.922963627254
0.0025920875220876902,0.002852123307004598,20333.1668823044
0.002599703869861496,0.002845998653441912,20509.9904860424
0.002602831513389684,0.0028425597931447514,20568.226997316695
0.002597052506257232,0.0028476232242510796,20484.06771142568
0.002600751672601354,0.0028451335142624552,20578.59123768127
0.0026096743095434965,0.0028375262102133653,20650.251041400825
0.002597375202885171,0.002847305035466792,20486.639472808143
0.002567980420708819,0.0028754489183098575,20163.31632641736
0.002599926787783096,0.0028468008690209806,20526.702595622915
0.0026060654977501535,0.002840438275494778,20612.967689795547
0.0025966528065972275,0.0028476751488125335,20469.94443189648
0.002598486479389203,0.0028460569685390064,20526.35980371783
0.0025981711038448527,0.0028464848923974223,20495.643878262425
0.002597182076969147,0.002847502232420712,20482.664100708254
0.0025968825352029766,0.0028474937141050685,20477.05105877604
0.002590886100736117,0.0028526252267624744,20369.772157954314
0.002588776921551352,0.002852194819895824,20331.652205554714
0.002600143637078746,0.002844691491166581,20529.598155738142
0.002597403071428693,0.002847303079742898,20481.523822509087
0.0025960980534348596,0.002848702399038024,20464.652212660483
