r0,r1,c1
0.0040237362638697,0.0040009282575446,15237.5586952359
0.004018526130126392,0.003997601435959544,15233.052516736589
0.004014368456145454,0.004001825343407949,15195.437497311814
0.004010249415508106,0.00400592697518395,15190.79315486312
0.004016129102046905,0.004000045419687217,15216.052999138941
0.004870848632138025,0.003304679667230438,29055.96002473305
0.004015244522597087,0.0040005288201454235,15217.815482449578
0.004019959875357818,0.003997779144894504,15239.744630560837
0.00401850702920159,0.003997612934971873,15237.029229975036
0.004016237044840684,0.004000325788223889,15229.985761160182
0.004022005170032652,0.003995112756666039,15266.106048515543
0.004018177431480524,0.003997925232564105,15232.689022123406
0.004018507816828401,0.003997513102253625,15231.542279889783
0.004018156541372321,0.00399791875755282,15233.202533054628
0.004019070528395232,0.003997060480068458,15243.330395261888
0.0040179801028363965,0.003998369343322972,15221.817439820406
0.004018105830193286,0.003998458770861803,15232.179845007975
0.004019532243434691,0.003996694944844243,15244.507363079976
0.004017667364493533,0.0039984341572447965,15226.890438561768
0.0040180897648825625,0.003997589471480288,15231.685434296118
0.004017779677470007,0.003998831151113467,15202.801539314234
0.0040147572098872646,0.004000965928472575,15200.450343102195
0.004018517660355148,0.0039976002613702905,15237.585353479712
0.0040196887756883334,0.003996468555080878,15246.631130349695
0.004020305908924856,0.003996175787737594,15256.246704486728
0.0040082466190105095,0.004005359821337042,15166.247086084684
0.004013504412076464,0.004001316353575144,15205.460717364802
0.0040133641129588855,0.004000710463717032,15212.958493044769
0.00401755528332609,0.003998677232383943,15233.570292010383
0.004019352077956016,0.003996896824568902,15246.767723163028
0.004022362100573883,0.003994427040980497,15261.28394832665
0.004020425998925322,0.0039959217148827185,15252.634032146541
0.004014643196157301,0.004001198148107681,15190.828183999349
0.004017345437996227,0.003998702737452425,15226.602090808787
0.004311972683001327,0.0036889149879108032,19598.95022025196
0.004014368159019981,0.004001214543198856,15211.254310895778
0.00411126030898645,0.0039126674682865336,16088.15277176979
0.004017044067535158,0.003999852196603875,15226.856959635923
0.0040185351594947466,0.0039975834856079764,15237.07704469503
0.004098457286047751,0.0038585372157088436,18381.869781001544
0.004023431993446775,0.003992973876056807,15275.768658478844
0.004019328331824228,0.003996988703183982,15243.377593045741
0.004018997896871333,0.003997562782050286,15234.002699544746
0.004024468179832481,0.003992557463403941,15286.478114709587
0.004015913137658019,0.003999101528732182,15213.04853063935
0.004012898836773717,0.0040023570602819684,15167.96069859837
0.004018461248743016,0.003997112244193581,15235.10615119439
0.004018990195944519,0.003997203103031399,15241.295140062643
0.004019301285456747,0.0039978546718202465,15242.546658263893
0.0040157364923798095,0.003999985346314079,15201.068557715429
0.004020532286818132,0.003995914402724926,15262.455018400171
0.004018343470442432,0.00399776899126776,15237.605161106316
0.004018553595737811,0.003997572161229696,15237.06485836094
0.003953932241864874,0.00405675783001484,14695.617159587024
0.0040183427340997994,0.0039977884817531915,15234.768369190551
0.004018522838407581,0.003997588929784806,15236.870537480547
0.004018843749995191,0.003997278868653944,15237.040419310812
0.004015489720926742,0.004001092236403917,15210.616337586887
0.004016081957295506,0.0039999712588338265,15212.738787174228
0.00400488214551985,0.004012303260386634,15141.37053135879
0.0040186219873695325,0.0039976455918424554,15238.081390365054
0.004024697722001174,0.003991193647788724,15277.437194035518
0.004017823533483325,0.003998426581918692,15227.687864170244
0.004020511713791379,0.0039972384353850554,15265.754873109527
0.004014590205551623,0.004001591891394029,15226.842811931201
0.004020315750257045,0.003995774513730449,15248.42524617924
0.004019278405468092,0.003996266921993169,15243.93316905337
0.004020150531289462,0.003996030005397388,15251.761184259369
0.004017544689776779,0.003998659497504518,15220.328521511823
0.0040377258348216006,0.003979948644118308,15360.90571666549
0.004017451784428394,0.003999013312066642,15213.809645536703
0.00401890774932821,0.003997183426282367,15237.312263732474
0.0040184688232697925,0.003997655839330253,15237.429331859264
0.004006464363801501,0.004008383175090538,15165.263962773572
0.0040194754179246105,0.003996683975783432,15245.055864767186
0.004016962521173847,0.003999703491685922,15210.88230772384
0.0040166835051526515,0.003999327968041485,15196.221383348897
0.004018824736379524,0.003997271686528285,15238.988682706617
0.004100688451120153,0.003924191695908853,16037.15658185435
0.004018737493389981,0.0039974440332154,15236.457697638441
0.004017922461961506,0.003998650080902686,15225.623173308217
0.004018764776532655,0.0039973418810542866,15239.607321589323
0.0040184359100423105,0.003997544222783028,15234.790200517702
0.004026550785357716,0.003987891748327907,15448.009309914944
0.004018394697597375,0.003997709996504719,15235.8702529972
0.004018807743708715,0.00399747915086708,15239.375177058308
0.004035540972256591,0.0039796629094715225,15373.756522969716
0.0040222714933711365,0.00399416729838052,15267.74937149733
0.004018411186424332,0.003997733147219319,15235.933828034325
0.004020546170044272,0.003995905270897336,15254.193001578918
0.0040175654095832465,0.0039983515421054775,15226.809904343965
0.004014945243735602,0.004001032238089325,15168.028969832512
0.0040197290972961005,0.0039958238764212966,15261.041283351327
0.0040187937220874295,0.003997353300611339,15238.258178880104
0.0040168068590896305,0.003999098928864851,15231.52417513639
0.004019907469564673,0.00399481365709146,15235.79667953439
0.004021159817761962,0.0039952285573517645,15258.81048730707
0.004016953738777666,0.003999184169194211,15233.930622453317
0.00398856799725006,0.004026409948181477,14985.4558394834
0.004019615428514823,0.003996554846497012,15241.922241576221
0.004018377978172791,0.003997335889611102,15223.123780086811
