temp,soc,r0,r1,c1
10,0.0,0.004414548033179,0.0072741618380017,6123.883917089725
10,0.5,0.004414548033179,0.0072741618380017,6123.883917089725
10,0.50001,0.0040237362638697,0.0040009282575446,15237.5586952359
10,1.0,0.0040237362638697,0.0040009282575446,15237.5586952359
30,0.0,0.0025970516708199,0.0028476244788328,20480.70591689081
30,0.5,0.0025970516708199,0.0028476244788328,20480.70591689081
30,0.50001,0.0021978138785408,0.0024798304568691,22966.77861303526
30,1.0,0.0021978138785408,0.0024798304568691,22966.77861303526
