soc,temp,r0,soh
0.0,10,0.007018964041078961,1.0
0.0,25,0.0057566413357987255,1.0
0.1,10,0.006719075428646075,1.0
0.1,25,0.0030383577942004625,1.0
0.1,40,0.0020292787713859,1.0
0.2,25,0.0028914609565288585,1.0
0.2,40,0.0020585520688315277,1.0
0.3,10,0.005064060337457123,1.0
0.3,25,0.002949635946627509,1.0
0.3,40,0.002055767788927991,1.0
0.4,10,0.004951611907488254,1.0
0.4,25,0.0029603105407650103,1.0
0.4,40,0.00205979599497506,1.0
0.5,10,0.004998935087538585,1.0
0.5,25,0.0029492082491462,1.0
0.5,40,0.002079506164081696,1.0
0.6,10,0.004842812916581293,1.0
0.6,25,0.0029859486210040997,1.0
0.6,40,0.0020539218689415635,1.0
0.7000000000000001,25,0.0026310549787679502,1.0
0.7000000000000001,40,0.0020334193059030584,1.0
0.8,10,0.00489551971435322,1.0
0.8,25,0.002903917315389111,1.0
0.8,40,0.0020600672207369154,1.0
0.9,10,0.0048723680147177715,1.0
0.9,25,0.002899359753204075,1.0
0.9,40,0.00199218787084055,1.0
1.0,25,0.0027823092559432334,1.0
1.0,40,0.0020616584656697502,1.0
0.0,10,0.008773705051348701,0.9
0.0,25,0.007195801669748406,0.9
0.1,10,0.008398844285807592,0.9
0.1,25,0.0037979472427505778,0.9
0.1,40,0.002536598464232375,0.9
0.2,25,0.003614326195661073,0.9
0.2,40,0.0025731900860394095,0.9
0.3,10,0.0063300754218214034,0.9
0.3,25,0.003687044933284386,0.9
0.3,40,0.0025697097361599888,0.9
0.4,10,0.006189514884360317,0.9
0.4,25,0.0037003881759562628,0.9
0.4,40,0.0025747449937188246,0.9
0.5,10,0.006248668859423231,0.9
0.5,25,0.0036865103114327494,0.9
0.5,40,0.00259938270510212,0.9
0.6,10,0.006053516145726616,0.9
0.6,25,0.0037324357762551245,0.9
0.6,40,0.002567402336176954,0.9
0.7000000000000001,25,0.0032888187234599376,0.9
0.7000000000000001,40,0.002541774132378823,0.9
0.8,10,0.006119399642941524,0.9
