temp,soc,c
0,1.00527650716982,184377.60582331
0,0.884427179478569,374392.770419029
0,0.763570103916885,554866.976938775
0,0.64269837952382,803749.918161417
0,0.521822067835873,1070291.73312651
0,0.400941772416643,1232431.37312551
0,0.280085126017317,1136015.77286069
0,0.159236750473919,707014.678525512
0,0.0413944759033542,867325.46278115
0,0.0166400279885696,978963.859633632
10,1.00412809675212,220287.27331977
10,0.895451313173906,448235.970948319
10,0.786749311133431,675318.580455876
10,0.678048686292432,1020149.26183401
10,0.569351633087478,1483902.74822496
10,0.460649536235362,1844225.01257053
10,0.351943989794545,1976830.47594751
10,0.243242625090603,1795960.7952473
10,0.134543669583673,833479.397037735
10,0.0258426499005023,995941.313230438
20,1.00922439514117,283019.989219541
20,0.906274501172037,543175.871658171
20,0.803324424977896,802753.412397611
20,0.700372097495603,1215070.67826478
20,0.597415457941069,1875464.42768382
20,0.494472833425631,2406380.09980643
20,0.391516266280658,2670311.67247215
20,0.288578089104924,2663967.35959942
20,0.185628339468749,2329923.12125414
20,0.082677425989023,952338.653772919
30,1.0070541420552,290814.849088047
30,0.906339854481501,578136.486917456
30,0.805625962167686,853713.683494207
30,0.704913571321091,1276897.15003628
30,0.604206109732621,2122606.15248821
30,0.503511263758556,2777704.28002943
30,0.402812523553641,3135011.01846338
30,0.302119467361737,3206049.73908088
30,0.201413952476076,3152873.29923572
30,0.100703592156643,1596285.20837102
40,1.00959128700669,315048.240120888
40,0.912184804380588,618841.619320523
40,0.81477258954618,917538.06082531
40,0.717362491380329,1364123.27867953
40,0.619947178887816,2314601.26800001
40,0.522540744176888,3061520.86396151
40,0.425123805003304,3495567.28486301
40,0.327719046863675,3663861.70067085
40,0.230303505617446,3732832.62047529
40,0.132889697244876,2114951.08364121
40,0.0354800027867276,1351495.64246792
