temp,soc,r1
0,1.00527650716982,0.0133946059966853
0,0.884427179478569,0.0123730203167493
0,0.763570103916885,0.0122457140001
0,0.64269837952382,0.0111354344718665
0,0.521822067835873,0.0103755706563861
0,0.400941772416643,0.0107642465027448
0,0.280085126017317,0.0135847283054339
0,0.159236750473919,0.0248932361206957
0,0.0413944759033542,0.0227828356306151
0,0.0166400279885696,0.0221003040729775
10,1.00412809675212,0.0104420240231534
10,0.895451313173906,0.00995852695747764
10,0.786749311133431,0.00981156595191682
10,0.678048686292432,0.00861103892209583
10,0.569351633087478,0.00737186695654347
10,0.460649536235362,0.00710262062209161
10,0.351943989794545,0.00771978914232891
10,0.243242625090603,0.00970087712722092
10,0.134543669583673,0.0235023617324369
10,0.0258426499005023,0.0218468918648811
20,1.00922439514117,0.00890232930120962
20,0.906274501172037,0.00861918205211482
20,0.803324424977896,0.00852543889019374
20,0.700372097495603,0.00740981313080843
20,0.597415457941069,0.00595172655039728
20,0.494472833425631,0.00553251037033335
20,0.391516266280658,0.00579689865921732
20,0.288578089104924,0.00662119281413187
20,0.185628339468749,0.00849919473391098
20,0.082677425989023,0.0230682755002623
30,1.0070541420552,0.00793297931330774
30,0.906339854481501,0.00772931895057133
30,0.805625962167686,0.00776553481747996
30,0.704913571321091,0.00688397652054452
30,0.604206109732621,0.00515840089572231
30,0.503511263758556,0.00471724041435759
30,0.402812523553641,0.00486841776422662
30,0.302119467361737,0.00543532561996683
30,0.201413952476076,0.00621282551107112
30,0.100703592156643,0.0136251217867046
40,1.00959128700669,0.00743971780036173
40,0.912184804380588,0.00727935849716468
40,0.81477258954618,0.00726375317227185
40,0.717362491380329,0.00646992111192715
40,0.619947178887816,0.00474572884404035
40,0.522540744176888,0.00429227440575235
40,0.425123805003304,0.00437667372796675
40,0.327719046863675,0.00476590132486063
40,0.230303505617446,0.00525692469905105
40,0.132889697244876,0.0102999575413971
40,0.0354800027867276,0.0177230369500587
