temp,soc,r0
0,0,0.00669654020424698
0,0.05,0.00547534720529371
0,0.1,0.00563322453831319
0,0.15,0.00579110187133268
0,0.2,0.00584525663909167
0,0.25,0.00587590838721989
0,0.3,0.00589803200964761
0,0.35,0.0059072723099607
0,0.4,0.0059165126102738
0,0.45,0.00588140546969971
0,0.5,0.00584544698983692
0,0.55,0.00582880135564233
0,0.6,0.00582711232741231
0,0.65,0.0058222803376459
0,0.7,0.00579906895320296
0,0.75,0.00577585756876002
0,0.8,0.00581531615361435
0,0.85,0.00587811924633913
0,0.9,0.00594092233906391
0,0.95,0.00600372543178869
0,1,0.00606652852451347
10,0,0.00441454803317903
10,0.05,0.00405265022126578
10,0.1,0.00408822147147741
10,0.15,0.0041204211225849
10,0.2,0.00414508551776262
10,0.25,0.00416463036417624
10,0.3,0.00415141356412104
10,0.35,0.00413819676406584
10,0.4,0.00411259766623864
10,0.45,0.00408649767246941
10,0.5,0.00407648539883991
10,0.55,0.00407082699406433
10,0.6,0.00404404425900232
10,0.65,0.00400392344657754
10,0.7,0.00398737520763913
10,0.75,0.00400094724886402
10,0.8,0.00402509836931702
10,0.85,0.00407858938884802
10,0.9,0.00413208040837903
10,0.95,0.00418557142791003
10,1,0.00423906244744104
20,0,0.00327316702646519
20,0.05,0.00320537811086697
20,0.1,0.00314935236214897
20,0.15,0.00311551673453431
20,0.2,0.00309031852693242
20,0.25,0.00308653308034587
20,0.3,0.00308440001524504
20,0.35,0.00308784795325107
20,0.4,0.00308598025690948
20,0.45,0.00305809980506105
20,0.5,0.0030310641815688
20,0.55,0.00301082623827167
20,0.6,0.0029908406575729
20,0.65,0.00297548486733435
20,0.7,0.0029601290770958
20,0.75,0.00299665881516064
20,0.8,0.0030335775778299
20,0.85,0.00303557112841217
20,0.9,0.00303507716282853
20,0.95,0.0030345831972449
20,1,0.00303408923166126
30,0,0.00259705167081994
30,0.05,0.00252169663122759
30,0.1,0.00244634159163524
30,0.15,0.00239645892980767
30,0.2,0.00234693982723301
30,0.25,0.0023435051344103
30,0.3,0.00234141159133322
30,0.35,0.00232556693793467
30,0.4,0.002309113581418
30,0.45,0.00230015361371606
30,0.5,0.00229164027580078
30,0.55,0.00228156866870916
30,0.6,0.00227137936656866
30,0.65,0.00225414087114128
30,0.7,0.00223625491640617
30,0.75,0.00223605898609201
30,0.8,0.00223779093516885
30,0.85,0.00223391739646263
30,0.9,0.00222933316601549
30,0.95,0.00222474893556834
30,1,0.00222016470512119
40,0,0.00225627479525933
40,0.05,0.0020700660740589
40,0.1,0.00200221464496452
40,0.15,0.00194625423004958
40,0.2,0.00191315091251584
40,0.25,0.00189145457405997
40,0.3,0.00188730813295388
40,0.35,0.00188167448474511
40,0.4,0.00187419064803126
40,0.45,0.00186106673466269
40,0.5,0.00184224660504821
40,0.55,0.00182988515475002
40,0.6,0.00182282550283728
40,0.65,0.00181654461431487
40,0.7,0.00181078062011663
40,0.75,0.00181018004485802
40,0.8,0.00181232630355287
40,0.85,0.00180871645147696
40,0.9,0.00180269277843881
40,0.95,0.00179666910540067
40,1,0.00179064543236253
