soc,r0,soh,temp
0.0,0.0042358387526352,1.0,25
0.1,0.0032867207471256,1.0,25
0.2,0.0032223646703429,1.0,25
0.3,0.0031428184570784,1.0,25
0.4,0.003142789277488,1.0,25
0.5,0.0029955429907219,1.0,25
0.6,0.0029471904252353,1.0,25
0.7,0.0027924091360186,1.0,25
0.8,0.0028031744990259,1.0,25
0.9,0.0025867272376796,1.0,25
1.0,0.0025658855790845,1.0,25
0.0,0.005294798440794,0.9,25
0.1,0.0041084009339071,0.9,25
0.2,0.0040279558379286,0.9,25
0.3,0.0039285230713481,0.9,25
0.4,0.00392848659686,0.9,25
0.5,0.0037444287384023,0.9,25
0.6,0.0036839880315441,0.9,25
0.7,0.0034905114200232,0.9,25
0.8,0.0035039681237824,0.9,25
0.9,0.0032334090470995,0.9,25
1.0,0.0032073569738556,0.9,25
0.0,0.0063537581289529,0.8,25
0.1,0.0049300811206885,0.8,25
0.2,0.0048335470055143,0.8,25
0.3,0.0047142276856177,0.8,25
0.4,0.0047141839162321,0.8,25
0.5,0.0044933144860828,0.8,25
0.6,0.0044207856378529,0.8,25
0.7,0.0041886137040279,0.8,25
0.8,0.0042047617485388,0.8,25
0.9,0.0038800908565194,0.8,25
1.0,0.0038488283686268,0.8,25
0.0,0.0074127178171117,0.7,25
0.1,0.0057517613074699,0.7,25
0.2,0.0056391381731001,0.7,25
0.3,0.0054999322998873,0.7,25
0.4,0.0054998812356041,0.7,25
0.5,0.0052422002337633,0.7,25
0.6,0.0051575832441618,0.7,25
0.7,0.0048867159880326,0.7,25
0.8,0.0049055553732953,0.7,25
0.9,0.0045267726659393,0.7,25
1.0,0.0044902997633979,0.7,25
0.0,0.0084716775052705,0.6,25
0.1,0.0065734414942513,0.6,25
0.2,0.0064447293406858,0.6,25
0.3,0.0062856369141569,0.6,25
0.4,0.0062855785549761,0.6,25
0.5,0.0059910859814438,0.6,25
0.6,0.0058943808504706,0.6,25
0.7,0.0055848182720372,0.6,25
0.8,0.0056063489980518,0.6,25
0.9,0.0051734544753592,0.6,25
1.0,0.005131771158169,0.6,25
0.0,0.0083726608303654,1.0,10
0.1,0.0086611600288219,1.0,10
0.2,0.0061304381133627,1.0,10
0.3,0.0056776067951129,1.0,10
0.4,0.0053206025500621,1.0,10
0.5,0.0051917736544064,1.0,10
0.6,0.0049339464667097,1.0,10
0.7,0.0048341281428278,1.0,10
0.8,0.0045895868580053,1.0,10
0.9,0.0042577675618672,1.0,10
1.0,0.0040313003416118,1.0,10
0.0,0.0104658260379568,0.9,10
0.1,0.0108264500360274,0.9,10
0.2,0.0076630476417034,0.9,10
0.3,0.0070970084938911,0.9,10
0.4,0.0066507531875777,0.9,10
0.5,0.006489717068008,0.9,10
0.6,0.0061674330833871,0.9,10
0.7,0.0060426601785347,0.9,10
0.8,0.0057369835725067,0.9,10
0.9,0.005322209452334,0.9,10
1.0,0.0050391254270148,0.9,10
0.0,0.0125589912455481,0.8,10
0.1,0.0129917400432328,0.8,10
0.2,0.0091956571700441,0.8,10
0.3,0.0085164101926693,0.8,10
0.4,0.0079809038250932,0.8,10
0.5,0.0077876604816096,0.8,10
0.6,0.0074009197000645,0.8,10
0.7,0.0072511922142417,0.8,10
0.8,0.006884380287008,0.8,10
0.9,0.0063866513428009,0.8,10
1.0,0.0060469505124177,0.8,10
0.0,0.0146521564531395,0.7,10
0.1,0.0151570300504383,0.7,10
0.2,0.0107282666983848,0.7,10
0.3,0.0099358118914475,0.7,10
0.4,0.0093110544626088,0.7,10
0.5,0.0090856038952112,0.7,10
0.6,0.0086344063167419,0.7,10
0.7,0.0084597242499486,0.7,10
0.8,0.0080317770015094,0.7,10
0.9,0.0074510932332677,0.7,10
1.0,0.0070547755978207,0.7,10
0.0,0.0167453216607309,0.6,10
0.1,0.0173223200576438,0.6,10
0.2,0.0122608762267255,0.6,10
0.3,0.0113552135902258,0.6,10
0.4,0.0106412051001243,0.6,10
0.5,0.0103835473088128,0.6,10
0.6,0.0098678929334194,0.6,10
0.7,0.0096682562856556,0.6,10
0.8,0.0091791737160107,0.6,10
0.9,0.0085155351237345,0.6,10
1.0,0.0080626006832236,0.6,10
0.0,0.0025250876455436,1.0,40
0.1,0.0023421136752791,1.0,40
0.2,0.0021641247427499,1.0,40
0.3,0.002232758434751,1.0,40
0.4,0.00214333610888,1.0,40
