temp,soc,r0,soh
0,0.7,0.010148370668105077,0.7
0,0.75,0.01010775074533,0.7
0,0.8,0.010176803268825026,0.7
0,0.85,0.010286708681093427,0.7
0,0.9,0.010396614093361825,0.7
0,0.95,0.01050651950563005,0.7
0,1.0,0.01061642491789845,0.7
10,0.0,0.007725459058063251,0.7
10,0.05,0.007092137887214975,0.7
10,0.1,0.0071543875750854505,0.7
10,0.15,0.007210736964523574,0.7
10,0.2,0.00725389965608455,0.7
10,0.25,0.007288103137308351,0.7
10,0.3,0.007264973737211751,0.7
10,0.35,0.00724184433711515,0.7
10,0.4,0.00719704591591755,0.7
10,0.45,0.007151370926821451,0.7
10,0.5,0.007133849447969825,0.7
10,0.55,0.007123947239612525,0.7
10,0.6,0.007077077453254025,0.7
10,0.65,0.007006866031510625,0.7
10,0.7,0.006977906613368425,0.7
10,0.75,0.007001657685512,0.7
10,0.8,0.007043922146304751,0.7
10,0.85,0.007137531430484001,0.7
10,0.9,0.00723114071466325,0.7
10,0.95,0.0073247499988425,0.7
10,1.0,0.00741835928302175,0.7
20,0.0,0.005728042296313926,0.7
20,0.05,0.0056094116940170755,0.7
20,0.1,0.0055113666337605755,0.7
20,0.15,0.005452154285435025,0.7
20,0.2,0.0054080574221317,0.7
20,0.25,0.005401432890605151,0.7
20,0.3,0.0053977000266787496,0.7
20,0.35,0.00540373391818925,0.7
20,0.4,0.00540046544959145,0.7
20,0.45,0.00535167465885675,0.7
20,0.5,0.0053043623177454,0.7
20,0.55,0.0052689459169753,0.7
20,0.6,0.005233971150752575,0.7
20,0.65,0.005207098517835025,0.7
20,0.7,0.00518022588491765,0.7
20,0.75,0.005244152926531051,0.7
20,0.8,0.005308760761202325,0.7
20,0.85,0.005312249474721175,0.7
20,0.9,0.0053113850349498755,0.7
20,0.95,0.005310520595178576,0.7
20,1.0,0.0053096561554071,0.7
30,0.0,0.004544840423934825,0.7
30,0.05,0.0044129691046481245,0.7
30,0.1,0.0042810977853616,0.7
30,0.15,0.0041938031271633,0.7
30,0.2,0.00410714469765775,0.7
30,0.25,0.004101133985218025,0.7
30,0.3,0.0040974702848331004,0.7
30,0.35,0.00406974214138555,0.7
30,0.4,0.0040409487674815,0.7
30,0.45,0.004025268824003,0.7
30,0.5,0.0040103704826512255,0.7
30,0.55,0.003992745170240925,0.7
30,0.6,0.003974913891495051,0.7
30,0.65,0.0039447465244971,0.7
30,0.7,0.003913446103710675,0.7
30,0.75,0.0039131032256610005,0.7
30,0.8,0.0039161341365454,0.7
30,0.85,0.00390935544380955,0.7
30,0.9,0.0039013330405269497,0.7
30,0.95,0.003893310637244525,0.7
30,1.0,0.0038852882339619256,0.7
40,0.0,0.003948480891703776,0.7
40,0.05,0.003622615629603075,0.7
40,0.1,0.0035038756286878757,0.7
40,0.15,0.003405944902586625,0.7
40,0.2,0.0033480140969026503,0.7
40,0.25,0.003310045504604825,0.7
40,0.3,0.00330278923266915,0.7
40,0.35,0.003292930348303925,0.7
40,0.4,0.0032798336340546003,0.7
40,0.45,0.00325686678565955,0.7
40,0.5,0.00322393155883435,0.7
40,0.55,0.0032022990208125,0.7
40,0.6,0.0031899446299651,0.7
40,0.65,0.0031789530750509,0.7
40,0.7,0.0031688660852040498,0.7
40,0.75,0.0031678150785015,0.7
40,0.8,0.0031715710312174004,0.7
40,0.85,0.0031652537900845753,0.7
40,0.9,0.0031547123622679,0.7
40,0.95,0.0031441709344510503,0.7
40,1.0,0.0031336295066343753,0.7
0,0.0,0.0133930804084938,0.6
0,0.05,0.0109506944105874,0.6
0,0.1,0.0112664490766262,0.6
0,0.15,0.0115822037426652,0.6
0,0.2,0.0116905132781832,0.6
0,0.25,0.0117518167744396,0.6
0,0.3,0.0117960640192952,0.6
0,0.35,0.0118145446199214,0.6
0,0.4,0.0118330252205476,0.6
0,0.45,0.0117628109393994,0.6
0,0.5,0.0116908939796738,0.6
0,0.55,0.0116576027112846,0.6
0,0.6,0.0116542246548246,0.6
0,0.65,0.0116445606752918,0.6
0,0.7,0.0115981379064058,0.6
0,0.75,0.01155171513752,0.6
0,0.8,0.0116306323072286,0.6
0,0.85,0.0117562384926782,0.6
0,0.9,0.0118818446781278,0.6
0,0.95,0.0120074508635772,0.6
0,1.0,0.0121330570490268,0.6
10,0.0,0.008829096066358,0.6
10,0.05,0.0081053004425314,0.6
10,0.1,0.0081764429429548,0.6
10,0.15,0.0082408422451698,0.6
10,0.2,0.0082901710355252,0.6
10,0.25,0.0083292607283524,0.6
10,0.3,0.008302827128242,0.6
10,0.35,0.0082763935281316,0.6
10,0.4,0.0082251953324772,0.6
10,0.45,0.0081729953449388,0.6
10,0.5,0.0081529707976798,0.6
10,0.55,0.0081416539881286,0.6
10,0.6,0.0080880885180046,0.6
10,0.65,0.008007846893155,0.6
10,0.7,0.0079747504152782,0.6
10,0.75,0.008001894497728,0.6
10,0.8,0.008050196738634,0.6
10,0.85,0.008157178777696,0.6
10,0.9,0.008264160816758,0.6
10,0.95,0.00837114285582,0.6
10,1.0,0.008478124894882,0.6
20,0.0,0.0065463340529302,0.6
20,0.05,0.0064107562217338,0.6
20,0.1,0.0062987047242978,0.6
20,0.15,0.0062310334690686,0.6
20,0.2,0.0061806370538648,0.6
20,0.25,0.0061730661606916,0.6
20,0.3,0.00616880003049,0.6
20,0.35,0.006175695906502,0.6
20,0.4,0.0061719605138188,0.6
20,0.45,0.006116199610122,0.6
20,0.5,0.0060621283631376,0.6
20,0.55,0.0060216524765432,0.6
20,0.6,0.0059816813151458,0.6
20,0.65,0.0059509697346686,0.6
20,0.7,0.0059202581541916,0.6
20,0.75,0.0059933176303212,0.6
20,0.8,0.0060671551556598,0.6
20,0.85,0.0060711422568242,0.6
20,0.9,0.006070154325657,0.6
20,0.95,0.0060691663944898,0.6
20,1.0,0.0060681784633224,0.6
30,0.0,0.0051941033416398,0.6
30,0.05,0.005043393262455,0.6
30,0.1,0.0048926831832704,0.6
30,0.15,0.0047929178596152,0.6
30,0.2,0.004693879654466,0.6
30,0.25,0.0046870102688206,0.6
30,0.3,0.0046828231826664,0.6
30,0.35,0.0046511338758692,0.6
30,0.4,0.004618227162836,0.6
30,0.45,0.004600307227432,0.6
30,0.5,0.0045832805516014,0.6
30,0.55,0.0045631373374182,0.6
30,0.6,0.0045427587331372,0.6
30,0.65,0.0045082817422824,0.6
30,0.7,0.0044725098328122,0.6
30,0.75,0.004472117972184,0.6
30,0.8,0.0044755818703376,0.6
30,0.85,0.0044678347929252,0.6
30,0.9,0.0044586663320308,0.6
30,0.95,0.0044494978711366,0.6
30,1.0,0.0044403294102422,0.6
40,0.0,0.0045125495905186,0.6
40,0.05,0.0041401321481178,0.6
40,0.1,0.004004429289929,0.6
40,0.15,0.003892508460099,0.6
40,0.2,0.0038263018250316,0.6
40,0.25,0.0037829091481198,0.6
40,0.3,0.0037746162659076,0.6
40,0.35,0.0037633489694902,0.6
40,0.4,0.0037483812960624,0.6
40,0.45,0.0037221334693252,0.6
40,0.5,0.0036844932100964,0.6
40,0.55,0.0036597703095,0.6
40,0.6,0.0036456510056744,0.6
40,0.65,0.0036330892286296,0.6
40,0.7,0.0036215612402332,0.6
40,0.75,0.003620360089716,0.6
40,0.8,0.0036246526071056,0.6
40,0.85,0.0036174329029538,0.6
40,0.9,0.0036053855568776,0.6
40,0.95,0.0035933382108012,0.6
40,1.0,0.003581290864725,0.6
