Time,DWell Time(ms),Voltage(V),Current(A),Capacity(Ah),Total Capacity(Ah),Power(W),KWh,Temperature
2023/11/28 12:15:37,74010,4.1499,1.6135,0.0476,0.0476,6.69582845815989,0.0001976,34.506
2023/11/28 12:15:38,75010,4.15,1.6065,0.0481,0.0481,6.66704579884572,0.0001995,34.4925
2023/11/28 12:15:39,76010,4.1499,1.5873,0.0485,0.0485,6.58730829516293,0.0002013,34.5196
2023/11/28 12:15:40,77010,4.1501,1.5774,0.049,0.049,6.54642234252606,0.0002031,34.5029
2023/11/28 12:15:41,78010,4.1498,1.5607,0.0494,0.0494,6.47678724453351,0.000205,34.549
2023/11/28 12:15:42,79010,4.1499,1.5569,0.0498,0.0498,6.4610849879881,0.0002068,34.4879
2023/11/28 12:15:43,80010,4.15,1.5513,0.0503,0.0503,6.43777820656334,0.0002086,34.5113
2023/11/28 12:15:44,81010,4.15,1.5299,0.0507,0.0507,6.34890089804298,0.0002103,34.4728
2023/11/28 12:15:45,82010,4.1501,1.531,0.0511,0.0511,6.35375387494179,0.0002121,34.5157
2023/11/28 12:15:46,83010,4.1501,1.5301,0.0515,0.0515,6.34996335586106,0.0002139,34.5193
2023/11/28 12:15:47,84010,4.15,1.5319,0.052,0.052,6.3574280721009,0.0002156,34.5382
2023/11/28 12:15:48,85010,4.1499,1.5139,0.0524,0.0524,6.28242541069824,0.0002174,34.5847
2023/11/28 12:15:49,86010,4.15,1.5033,0.0528,0.0528,6.23854621415785,0.0002191,34.5342
2023/11/28 12:15:50,87010,4.15,1.5087,0.0532,0.0532,6.26101691174767,0.0002208,34.5827
2023/11/28 12:15:51,88010,4.1499,1.5281,0.0536,0.0536,6.34137799296013,0.0002226,34.5701
2023/11/28 12:15:52,89010,4.1499,1.4573,0.054,0.054,6.04763900081986,0.0002243,34.5364
2023/11/28 12:15:53,90010,4.1499,1.4701,0.0545,0.0545,6.10094057519404,0.000226,34.5118
2023/11/28 12:15:54,91010,4.15,1.4731,0.0549,0.0549,6.11322375537839,0.0002277,34.5686
2023/11/28 12:15:55,92010,4.15,1.4679,0.0553,0.0553,6.09164209927201,0.0002294,34.5967
2023/11/28 12:15:56,93010,4.1499,1.4422,0.0557,0.0557,5.98484414883933,0.000231,34.5175
2023/11/28 12:15:57,94010,4.1499,1.4178,0.0561,0.0561,5.88389118998293,0.0002327,34.5129
2023/11/28 12:15:58,95010,4.15,1.4372,0.0565,0.0565,5.96447682245292,0.0002344,34.5645
2023/11/28 12:15:59,96010,4.1501,1.4402,0.0569,0.0569,5.97674807501335,0.000236,34.5228
2023/11/28 12:16:00,97010,4.15,1.419,0.0573,0.0573,5.8886322530991,0.0002377,34.554
2023/11/28 12:16:01,98010,4.15,1.4232,0.0577,0.0577,5.90652389507409,0.0002393,34.4798
2023/11/28 12:16:02,99010,4.15,1.3969,0.0581,0.0581,5.79695846209233,0.0002409,34.5362
2023/11/28 12:16:03,100010,4.1499,1.4316,0.0584,0.0584,5.94098893519049,0.0002425,34.534
2023/11/28 12:16:04,101010,4.15,1.3833,0.0588,0.0588,5.74084893295151,0.0002442,34.5503
2023/11/28 12:16:05,102010,4.15,1.3687,0.0592,0.0592,5.68009742412806,0.0002458,34.5938
2023/11/28 12:16:06,103010,4.1501,1.3912,0.0596,0.0596,5.77381253540398,0.0002474,34.5716
2023/11/28 12:16:07,104010,4.1499,1.3928,0.06,0.06,5.78007524680652,0.000249,34.6512
2023/11/28 12:16:08,105010,4.1499,1.3653,0.0604,0.0604,5.66593419671017,0.0002505,34.5959
2023/11/28 12:16:09,106010,4.15,1.3509,0.0607,0.0607,5.60615361666351,0.0002521,34.5336
2023/11/28 12:16:10,107010,4.1499,1.3646,0.0611,0.0611,5.66311926097842,0.0002537,34.5519
2023/11/28 12:16:11,108010,4.15,1.3498,0.0615,0.0615,5.60147608328521,0.0002552,34.5638
2023/11/28 12:16:12,109010,4.15,1.3322,0.0619,0.0619,5.52849386373236,0.0002568,34.6031
2023/11/28 12:16:13,110010,4.15,1.3277,0.0622,0.0622,5.50985251759766,0.0002583,34.5582
2023/11/28 12:16:14,111010,4.15,1.345,0.0626,0.0626,5.58181411581995,0.0002598,34.5211
2023/11/28 12:16:15,112010,4.15,1.3389,0.063,0.063,5.55660871313171,0.0002614,34.5954
2023/11/28 12:16:16,113010,4.15,1.3227,0.0633,0.0633,5.48921337816012,0.0002629,34.5426
2023/11/28 12:16:17,114010,4.15,1.2862,0.0637,0.0637,5.33770356388345,0.0002644,34.5795
2023/11/28 12:16:18,115010,4.15,1.3031,0.0641,0.0641,5.40783807459138,0.0002659,34.52
2023/11/28 12:16:19,116010,4.15,1.3362,0.0644,0.0644,5.54534914575288,0.0002674,34.5563
2023/11/28 12:16:20,117010,4.1499,1.2844,0.0648,0.0648,5.33006379701033,0.0002689,34.5308
2023/11/28 12:16:21,118010,4.15,1.2731,0.0652,0.0652,5.28350445510978,0.0002704,34.5811
2023/11/28 12:16:22,119010,4.1498,1.2907,0.0655,0.0655,5.3562140017296,0.0002719,34.5716
2023/11/28 12:16:23,120010,4.1499,1.2767,0.0659,0.0659,5.29830803795005,0.0002734,34.573
2023/11/28 12:16:24,121010,4.15,1.2569,0.0662,0.0662,5.2160783758643,0.0002748,34.5458
2023/11/28 12:16:25,122010,4.1499,1.2749,0.0666,0.0666,5.2908495205503,0.0002763,34.5439
2023/11/28 12:16:26,123010,4.15,1.2999,0.0669,0.0669,5.3948164792277,0.0002778,34.5699
2023/11/28 12:16:27,124010,4.15,1.2616,0.0673,0.0673,5.23571523529176,0.0002792,34.5916
2023/11/28 12:16:28,125010,4.15,1.2607,0.0676,0.0676,5.23201348633364,0.0002807,34.4862
2023/11/28 12:16:29,126010,4.1499,1.2747,0.068,0.068,5.28984047722588,0.0002821,34.5537
2023/11/28 12:16:30,127010,4.1499,1.2643,0.0683,0.0683,5.24690777044327,0.0002836,34.5756
2023/11/28 12:16:31,128010,4.15,1.2434,0.0687,0.0687,5.15992763913113,0.000285,34.4503
2023/11/28 12:16:32,129010,4.15,1.2355,0.069,0.069,5.12721055080203,0.0002864,34.5425
2023/11/28 12:16:33,130010,4.1501,1.228,0.0694,0.0694,5.09647377966132,0.0002878,34.5126
2023/11/28 12:16:34,131010,4.15,1.2032,0.0697,0.0697,4.99344081181408,0.0002892,34.5344
2023/11/28 12:16:35,132010,4.1499,1.2041,0.07,0.07,4.99709786520026,0.0002906,34.5239
2023/11/28 12:16:36,133010,4.1499,1.2452,0.0704,0.0704,5.16739514351798,0.000292,34.4011
2023/11/28 12:16:37,134010,4.15,1.2211,0.0707,0.0707,5.06732577657601,0.0002934,34.5084
2023/11/28 12:16:38,135010,4.1499,1.1992,0.071,0.071,4.97655691056258,0.0002948,34.4183
2023/11/28 12:16:39,136010,4.1499,1.1843,0.0714,0.0714,4.91482524438709,0.0002962,34.5337
2023/11/28 12:16:40,137010,4.1501,1.2118,0.0717,0.0717,5.02910486265006,0.0002976,34.4563
2023/11/28 12:16:41,138010,4.1499,1.1652,0.072,0.072,4.83527489842385,0.0002989,34.4921
2023/11/28 12:16:42,139010,4.1499,1.1906,0.0724,0.0724,4.94098663236537,0.0003003,34.5158
2023/11/28 12:16:43,140010,4.15,1.1872,0.0727,0.0727,4.9270316220427,0.0003017,34.5476
2023/11/28 12:16:44,141010,4.15,1.1568,0.073,0.073,4.80080476677165,0.000303,34.4369
2023/11/28 12:16:45,142010,4.15,1.1419,0.0733,0.0733,4.73903443472136,0.0003044,34.4039
2023/11/28 12:16:46,143010,4.15,1.157,0.0737,0.0737,4.80165096660977,0.0003057,34.4702
2023/11/28 12:16:47,144010,4.15,1.1836,0.074,0.074,4.91208703425752,0.0003071,34.4911
2023/11/28 12:16:48,145010,4.1499,1.1352,0.0743,0.0743,4.71084754087497,0.0003084,34.4112
2023/11/28 12:16:49,146010,4.1501,1.1509,0.0746,0.0746,4.77652715692875,0.0003097,34.5124
2023/11/28 12:16:50,147010,4.15,1.1724,0.0749,0.0749,4.86526176020482,0.000311,34.4119
2023/11/28 12:16:51,148010,4.15,1.1582,0.0753,0.0753,4.80637321812856,0.0003123,34.4124
2023/11/28 12:16:52,149010,4.15,1.1469,0.0756,0.0756,4.75962243766071,0.0003137,34.3831
2023/11/28 12:16:53,150010,4.15,1.1424,0.0759,0.0759,4.74083955281401,0.0003149,34.3829
2023/11/28 12:16:54,151010,4.15,1.1237,0.0762,0.0762,4.66330555052593,0.0003162,34.4096
2023/11/28 12:16:55,152010,4.15,1.1462,0.0765,0.0765,4.75677161610037,0.0003175,34.3303
2023/11/28 12:16:56,153010,4.1502,1.1322,0.0768,0.0768,4.69897657882029,0.0003188,34.3949
2023/11/28 12:16:57,154010,4.1499,1.1329,0.0771,0.0771,4.70153634524922,0.0003201,34.4269
2023/11/28 12:16:58,155010,4.1499,1.1259,0.0774,0.0774,4.67251587364217,0.0003214,34.418
2023/11/28 12:16:59,156010,4.15,1.1201,0.0778,0.0778,4.64830237223259,0.0003227,34.3918
2023/11/28 12:17:00,157010,4.1499,1.0928,0.0781,0.0781,4.53497837034035,0.0003239,34.4485
2023/11/28 12:17:01,158010,4.15,1.0946,0.0784,0.0784,4.54256043721227,0.0003252,34.3739
2023/11/28 12:17:02,159010,4.15,1.0479,0.0787,0.0787,4.34890833602117,0.0003265,34.4204
2023/11/28 12:17:03,160010,4.15,1.0872,0.079,0.079,4.51166260655049,0.0003277,34.4154
2023/11/28 12:17:04,161010,4.1499,1.0601,0.0793,0.0793,4.39932012266081,0.000329,34.3419
2023/11/28 12:17:05,162010,4.15,1.079,0.0796,0.0796,4.47800703068009,0.0003302,34.3894
2023/11/28 12:17:06,163010,4.1501,1.0842,0.0799,0.0799,4.49967526422557,0.0003315,34.3749
2023/11/28 12:17:07,164010,4.1499,1.1104,0.0802,0.0802,4.60795690554278,0.0003327,34.3469
2023/11/28 12:17:08,165010,4.15,1.082,0.0805,0.0805,4.49018879913046,0.0003339,34.3263
2023/11/28 12:17:09,166010,4.15,1.0536,0.0808,0.0808,4.37228095444749,0.0003352,34.3514
2023/11/28 12:17:10,167010,4.1499,1.0349,0.0811,0.0811,4.29462527023304,0.0003364,34.3392
2023/11/28 12:17:11,168010,4.1501,1.066,0.0813,0.0813,4.4238674247481,0.0003376,34.3697
2023/11/28 12:17:12,169010,4.1499,1.0328,0.0816,0.0816,4.28617966245065,0.0003388,34.2955
2023/11/28 12:17:13,170010,4.1499,1.0405,0.0819,0.0819,4.31797856066339,0.00034,34.372
2023/11/28 12:17:14,171010,4.15,1.0344,0.0822,0.0822,4.29282085817158,0.0003412,34.3674
2023/11/28 12:17:15,172010,4.15,1.0134,0.0825,0.0825,4.20586202804742,0.0003424,34.3313
2023/11/28 12:17:16,173010,4.15,1.052,0.0828,0.0828,4.36579361995484,0.0003436,34.3315
2023/11/28 12:17:17,174010,4.1499,0.9859,0.0831,0.0831,4.09160244983042,0.0003447,34.3204
2023/11/28 12:17:18,175010,4.15,1.0038,0.0834,0.0834,4.16558575724764,0.0003459,34.2894
2023/11/28 12:17:19,176010,4.1499,1.0263,0.0836,0.0836,4.25907871069057,0.0003471,34.3286
2023/11/28 12:17:20,177010,4.15,1.0216,0.0839,0.0839,4.23944733404454,0.0003482,34.3306
2023/11/28 12:17:21,178010,4.1501,1.0022,0.0842,0.0842,4.15911460259969,0.0003494,34.2904
2023/11/28 12:17:22,179010,4.1499,1.015,0.0845,0.0845,4.21226064447546,0.0003506,34.3189
2023/11/28 12:17:23,180010,4.15,0.9961,0.0847,0.0847,4.13381830968831,0.0003517,34.3004
2023/11/28 12:17:24,181010,4.1501,0.9992,0.085,0.085,4.14698513416067,0.0003529,34.3601
2023/11/28 12:17:25,182010,4.1499,0.9968,0.0853,0.0853,4.13649059206364,0.000354,34.2781
2023/11/28 12:17:26,183010,4.15,0.9828,0.0856,0.0856,4.07854377108876,0.0003551,34.322
2023/11/28 12:17:27,184010,4.1501,0.9688,0.0858,0.0858,4.0206581370569,0.0003563,34.298
2023/11/28 12:17:28,185010,4.15,0.9675,0.0861,0.0861,4.01495848598202,0.0003574,34.2741
2023/11/28 12:17:29,186010,4.1498,0.9677,0.0864,0.0864,4.01575787201904,0.0003585,34.3409
2023/11/28 12:17:30,187010,4.1498,0.9589,0.0867,0.0867,3.97920884866642,0.0003596,34.2799
2023/11/28 12:17:31,188010,4.15,0.9666,0.0869,0.0869,4.01120425693136,0.0003608,34.2993
2023/11/28 12:17:32,189010,4.1499,0.9332,0.0872,0.0872,3.87271607316325,0.0003619,34.2262
2023/11/28 12:17:33,190010,4.1499,0.9497,0.0875,0.0875,3.94100300800005,0.000363,34.2825
2023/11/28 12:17:34,191010,4.15,0.9706,0.0877,0.0877,4.02809836275566,0.0003641,34.2836
2023/11/28 12:17:35,192010,4.1497,0.9472,0.088,0.088,3.93054323675415,0.0003652,34.325
2023/11/28 12:17:36,193010,4.1501,0.963,0.0883,0.0883,3.99632324087639,0.0003663,34.2797
2023/11/28 12:17:37,194010,4.1501,0.9616,0.0885,0.0885,3.99071058332714,0.0003674,34.338
2023/11/28 12:17:38,195010,4.15,0.951,0.0888,0.0888,3.94665835786327,0.0003685,34.3418
2023/11/28 12:17:39,196010,4.15,0.9138,0.089,0.089,3.7923152572879,0.0003695,34.2642
2023/11/28 12:17:40,197010,4.15,0.9386,0.0893,0.0893,3.89521480766894,0.0003706,34.3476
2023/11/28 12:17:41,198010,4.15,0.9476,0.0896,0.0896,3.93263284847637,0.0003717,34.3356
2023/11/28 12:17:42,199010,4.1499,0.9053,0.0898,0.0898,3.7566926897797,0.0003728,34.3509
2023/11/28 12:17:43,200010,4.15,0.9249,0.0901,0.0901,3.83816427069263,0.0003738,34.2879
2023/11/28 12:17:44,201010,4.15,0.9204,0.0903,0.0903,3.81951412301973,0.0003749,34.3312
2023/11/28 12:17:45,202010,4.15,0.919,0.0906,0.0906,3.81383067403976,0.0003759,34.2745
2023/11/28 12:17:46,203010,4.15,0.9066,0.0908,0.0908,3.76240998678603,0.000377,34.3495
2023/11/28 12:17:47,204010,4.1499,0.9062,0.0911,0.0911,3.76048667645847,0.000378,34.2266
2023/11/28 12:17:48,205010,4.15,0.9267,0.0913,0.0913,3.8456359221509,0.0003791,34.3843
2023/11/28 12:17:49,206010,4.1499,0.9258,0.0916,0.0916,3.84182880990556,0.0003801,34.3347
2023/11/28 12:17:50,207010,4.15,0.9068,0.0918,0.0918,3.76334525330401,0.0003812,34.3433
2023/11/28 12:17:51,208010,4.15,0.8841,0.0921,0.0921,3.66889228505221,0.0003822,34.3178
2023/11/28 12:17:52,209010,4.1499,0.8942,0.0923,0.0923,3.71089658601213,0.0003832,34.3791
2023/11/28 12:17:53,210010,4.15,0.8701,0.0926,0.0926,3.61086024999912,0.0003842,34.3488
2023/11/28 12:17:54,211010,4.15,0.908,0.0928,0.0928,3.76798187829107,0.0003853,34.3376
2023/11/28 12:17:55,212010,4.1501,0.8807,0.0931,0.0931,3.65491673048655,0.0003863,34.3129
2023/11/28 12:17:56,213010,4.1499,0.8719,0.0933,0.0933,3.61823226579776,0.0003873,34.2968
2023/11/28 12:17:57,214010,4.1502,0.8861,0.0936,0.0936,3.67742513826144,0.0003883,34.3187
2023/11/28 12:17:58,215010,4.1502,0.8962,0.0938,0.0938,3.7195164313097,0.0003893,34.3188
2023/11/28 12:17:59,216010,4.15,0.8636,0.0941,0.0941,3.58372100172255,0.0003903,34.3346
2023/11/28 12:18:00,217010,4.1499,0.8759,0.0943,0.0943,3.63513138018152,0.0003913,34.3463
2023/11/28 12:18:01,218010,4.15,0.8933,0.0945,0.0945,3.70718338086306,0.0003923,34.3542
2023/11/28 12:18:02,219010,4.1499,0.8757,0.0948,0.0948,3.63419045231444,0.0003933,34.379
2023/11/28 12:18:03,220010,4.1498,0.8694,0.095,0.095,3.60788108530795,0.0003943,34.3002
2023/11/28 12:18:04,221010,4.1501,0.843,0.0952,0.0952,3.49870818633039,0.0003953,34.3445
2023/11/28 12:18:05,222010,4.15,0.8487,0.0955,0.0955,3.5219535617953,0.0003962,34.3555
2023/11/28 12:18:06,223010,4.15,0.8428,0.0957,0.0957,3.49763198695243,0.0003972,34.3525
2023/11/28 12:18:07,224010,4.1499,0.8394,0.0959,0.0959,3.48354135501404,0.0003982,34.3505
2023/11/28 12:18:08,225010,4.1499,0.8309,0.0962,0.0962,3.4480481845597,0.0003991,34.3516
2023/11/28 12:18:09,226010,4.1499,0.8446,0.0964,0.0964,3.50503455881943,0.0004001,34.3678
2023/11/28 12:18:10,227010,4.1502,0.8171,0.0966,0.0966,3.39116922098754,0.0004011,34.3015
2023/11/28 12:18:11,228010,4.15,0.7851,0.0969,0.0969,3.25820853995583,0.000402,34.2813
2023/11/28 12:18:12,229010,4.1499,0.8257,0.0971,0.0971,3.42651715268687,0.000403,34.2922
2023/11/28 12:18:13,230010,4.1498,0.8119,0.0973,0.0973,3.36935621212172,0.0004039,34.2441
2023/11/28 12:18:14,231010,4.15,0.843,0.0976,0.0976,3.49857311710534,0.0004049,34.3277
2023/11/28 12:18:15,232010,4.1499,0.818,0.0978,0.0978,3.39467558236493,0.0004058,34.3299
2023/11/28 12:18:16,233010,4.1501,0.8516,0.098,0.098,3.53425079079972,0.0004067,34.3439
2023/11/28 12:18:17,234010,4.15,0.8566,0.0982,0.0982,3.55473255577695,0.0004077,34.3353
2023/11/28 12:18:18,235010,4.1499,0.786,0.0985,0.0985,3.26185416402484,0.0004086,34.3083
2023/11/28 12:18:19,236010,4.1499,0.7948,0.0987,0.0987,3.29837719735224,0.0004095,34.3454
2023/11/28 12:18:20,237010,4.1499,0.7729,0.0989,0.0989,3.20761915222465,0.0004105,34.3068
2023/11/28 12:18:21,238010,4.1499,0.7813,0.0991,0.0991,3.24218516603864,0.0004114,34.2514
2023/11/28 12:18:22,239010,4.1499,0.7959,0.0994,0.0994,3.30305420699574,0.0004123,34.3671
2023/11/28 12:18:23,240010,4.1499,0.7892,0.0996,0.0996,3.27497586023611,0.0004132,34.3731
2023/11/28 12:18:24,241010,4.15,0.788,0.0998,0.0998,3.27033394669274,0.0004141,34.3138
2023/11/28 12:18:25,242010,4.1499,0.7907,0.1,0.1,3.28152408888172,0.000415,34.3209
2023/11/28 12:18:26,243010,4.1499,0.7801,0.1002,0.1002,3.23757335106933,0.0004159,34.3488
2023/11/28 12:18:27,244010,4.15,0.7599,0.1004,0.1004,3.15343177200623,0.0004168,34.361
2023/11/28 12:18:28,245010,4.15,0.7572,0.1007,0.1007,3.14220163726452,0.0004177,34.4045
2023/11/28 12:18:29,246010,4.1499,0.7644,0.1009,0.1009,3.17203830479281,0.0004186,34.3934
2023/11/28 12:18:30,247010,4.1499,0.7596,0.1011,0.1011,3.15241367000272,0.0004195,34.3893
2023/11/28 12:18:31,248010,4.15,0.7783,0.1013,0.1013,3.23011928295216,0.0004204,34.3012
2023/11/28 12:18:32,249010,4.15,0.7644,0.1015,0.1015,3.17210657961709,0.0004213,34.3571
2023/11/28 12:18:33,250010,4.1499,0.7662,0.1017,0.1017,3.17953155395705,0.0004222,34.3258
2023/11/28 12:18:34,251010,4.15,0.7714,0.1019,0.1019,3.20114523207207,0.000423,34.404
2023/11/28 12:18:35,252010,4.15,0.7659,0.1021,0.1021,3.17869431351875,0.0004239,34.3853
2023/11/28 12:18:36,253010,4.1499,0.7493,0.1024,0.1024,3.10937917099153,0.0004248,34.3249
2023/11/28 12:18:37,254010,4.15,0.772,0.1026,0.1026,3.20396650777758,0.0004257,34.2669
2023/11/28 12:18:38,255010,4.1499,0.7405,0.1028,0.1028,3.07290649199868,0.0004265,34.3568
