Time,DWell Time(ms),Voltage(V),Current(A),Capacity(Ah),Total Capacity(Ah),Power(W),KWh,Temperature
2023/11/30 11:26:29,22010,4.1499,0.862,0.0058,0.0058,3.57710100081749,2.43e-05,-3.0896
2023/11/30 11:26:30,23010,4.1499,0.8613,0.0061,0.0061,3.57432738435364,2.53e-05,-3.1421
2023/11/30 11:26:31,24010,4.15,0.8482,0.0063,0.0063,3.52009938763422,2.62e-05,-3.1264
2023/11/30 11:26:32,25010,4.1499,0.8548,0.0066,0.0066,3.54718903711756,2.72e-05,-3.0372
2023/11/30 11:26:33,26010,4.1501,0.8392,0.0068,0.0068,3.48277258433495,2.82e-05,-3.0509
2023/11/30 11:26:34,27010,4.15,0.8363,0.007,0.007,3.47050415266045,2.92e-05,-3.0776
2023/11/30 11:26:35,28010,4.1501,0.8361,0.0073,0.0073,3.46967070728078,3.01e-05,-3.1628
2023/11/30 11:26:36,29010,4.15,0.8311,0.0075,0.0075,3.44903163713363,3.11e-05,-3.2031
2023/11/30 11:26:37,30010,4.15,0.7973,0.0077,0.0077,3.30868749417584,3.2e-05,-3.0601
2023/11/30 11:26:38,31010,4.1499,0.8088,0.0079,0.0079,3.35635911485809,3.3e-05,-3.0667
2023/11/30 11:26:39,32010,4.15,0.8198,0.0082,0.0082,3.40227977393624,3.39e-05,-3.1888
2023/11/30 11:26:40,33010,4.1499,0.8056,0.0084,0.0084,3.34322141679718,3.48e-05,-3.0884
2023/11/30 11:26:41,34010,4.1499,0.8058,0.0086,0.0086,3.34418264696484,3.58e-05,-3.069
2023/11/30 11:26:42,35010,4.1499,0.7914,0.0088,0.0088,3.28426919603737,3.67e-05,-3.1157
2023/11/30 11:26:43,36010,4.1499,0.7765,0.0091,0.0091,3.22254646350291,3.76e-05,-3.1164
2023/11/30 11:26:44,37010,4.15,0.7772,0.0093,0.0093,3.22545260729328,3.85e-05,-3.0671
2023/11/30 11:26:45,38010,4.15,0.7813,0.0095,0.0095,3.24226550970991,3.94e-05,-3.0506
2023/11/30 11:26:46,39010,4.15,0.7689,0.0097,0.0097,3.19082559259664,4.03e-05,-3.1227
2023/11/30 11:26:47,40010,4.15,0.793,0.0099,0.0099,3.29091385676895,4.12e-05,-3.1043
2023/11/30 11:26:48,41010,4.15,0.7565,0.0101,0.0101,3.13936118816747,4.21e-05,-3.0916
2023/11/30 11:26:49,42010,4.1499,0.779,0.0104,0.0104,3.23287603489644,4.3e-05,-3.1917
2023/11/30 11:26:50,43010,4.1499,0.7576,0.0106,0.0106,3.14400450169515,4.39e-05,-3.0742
2023/11/30 11:26:51,44010,4.15,0.7617,0.0108,0.0108,3.16089106576553,4.48e-05,-3.095
2023/11/30 11:26:52,45010,4.1499,0.7558,0.011,0.011,3.13649185503328,4.56e-05,-3.0913
2023/11/30 11:26:53,46010,4.1499,0.749,0.0112,0.0112,3.10848189889043,4.65e-05,-3.0766
2023/11/30 11:26:54,47010,4.1499,0.7545,0.0114,0.0114,3.13087476320729,4.74e-05,-3.1011
2023/11/30 11:26:55,48010,4.1499,0.7348,0.0116,0.0116,3.04951131427879,4.82e-05,-3.0047
2023/11/30 11:26:56,49010,4.1499,0.7416,0.0118,0.0118,3.07756956051634,4.91e-05,-3.161
2023/11/30 11:26:57,50010,4.1499,0.7468,0.012,0.012,3.09911314105591,5e-05,-3.0909
2023/11/30 11:26:58,51010,4.1499,0.7227,0.0122,0.0122,2.99898855249012,5.08e-05,-3.067
2023/11/30 11:26:59,52010,4.15,0.7292,0.0124,0.0124,3.02619997454667,5.17e-05,-3.2217
2023/11/30 11:27:00,53010,4.1498,0.7242,0.0127,0.0127,3.00550873726635,5.25e-05,-3.0392
2023/11/30 11:27:01,54010,4.1499,0.7058,0.0129,0.0129,2.9288224333684,5.33e-05,-3.111
2023/11/30 11:27:02,55010,4.1499,0.726,0.0131,0.0131,3.01306649922395,5.42e-05,-3.107
2023/11/30 11:27:03,56010,4.1501,0.6967,0.0133,0.0133,2.89154352641745,5.5e-05,-2.978
2023/11/30 11:27:04,57010,4.15,0.7134,0.0135,0.0135,2.96075038408435,5.58e-05,-3.1337
2023/11/30 11:27:05,58010,4.15,0.7114,0.0137,0.0137,2.9522901298285,5.67e-05,-3.0891
2023/11/30 11:27:06,59010,4.1501,0.7062,0.0139,0.0139,2.93085142502858,5.75e-05,-3.1377
2023/11/30 11:27:07,60010,4.1499,0.6999,0.014,0.014,2.904519032959,5.83e-05,-3.0971
2023/11/30 11:27:08,61010,4.15,0.688,0.0142,0.0142,2.85498076344038,5.91e-05,-3.132
2023/11/30 11:27:09,62010,4.15,0.708,0.0144,0.0144,2.93826734366604,5.99e-05,-3.0685
2023/11/30 11:27:10,63010,4.15,0.6882,0.0146,0.0146,2.85592085980824,6.07e-05,-3.0211
2023/11/30 11:27:11,64010,4.15,0.7089,0.0148,0.0148,2.94204531634591,6.15e-05,-3.0764
2023/11/30 11:27:12,65010,4.1499,0.7071,0.015,0.015,2.93448912581368,6.23e-05,-3.1097
2023/11/30 11:27:13,66010,4.1499,0.717,0.0152,0.0152,2.97563945906882,6.31e-05,-3.1573
2023/11/30 11:27:14,67010,4.1499,0.681,0.0154,0.0154,2.82596893619368,6.39e-05,-3.1304
2023/11/30 11:27:15,68010,4.15,0.6825,0.0156,0.0156,2.83255175178709,6.47e-05,-3.1892
2023/11/30 11:27:16,69010,4.15,0.681,0.0158,0.0158,2.82602121457478,6.55e-05,-3.0969
2023/11/30 11:27:17,70010,4.1499,0.6735,0.016,0.016,2.79510790612051,6.63e-05,-3.2312
2023/11/30 11:27:18,71010,4.1499,0.676,0.0162,0.0162,2.80539792099091,6.71e-05,-3.0701
2023/11/30 11:27:19,72010,4.15,0.6792,0.0164,0.0164,2.81855928508347,6.79e-05,-3.1556
2023/11/30 11:27:20,73010,4.1499,0.6814,0.0165,0.0165,2.82784845776177,6.86e-05,-3.1252
2023/11/30 11:27:21,74010,4.1499,0.6605,0.0167,0.0167,2.74083531239376,6.94e-05,-3.0651
2023/11/30 11:27:22,75010,4.1499,0.6848,0.0169,0.0169,2.84188022876066,7.02e-05,-3.0575
2023/11/30 11:27:23,76010,4.15,0.678,0.0171,0.0171,2.81385185193869,7.1e-05,-3.0481
2023/11/30 11:27:24,77010,4.1498,0.6636,0.0173,0.0173,2.7538761943706,7.17e-05,-3.2522
2023/11/30 11:27:25,78010,4.1499,0.6767,0.0175,0.0175,2.80819546420608,7.25e-05,-3.117
2023/11/30 11:27:26,79010,4.1501,0.6785,0.0177,0.0177,2.81576145291166,7.33e-05,-3.0702
2023/11/30 11:27:27,80010,4.1499,0.6652,0.0178,0.0178,2.76048391263174,7.4e-05,-3.0907
2023/11/30 11:27:28,81010,4.1499,0.66,0.018,0.018,2.73898131683723,7.48e-05,-3.0056
2023/11/30 11:27:29,82010,4.15,0.6663,0.0182,0.0182,2.76521643210322,7.55e-05,-3.1226
2023/11/30 11:27:30,83010,4.1499,0.6636,0.0184,0.0184,2.75391416646562,7.63e-05,-3.0947
2023/11/30 11:27:31,84010,4.1499,0.6674,0.0186,0.0186,2.76982508756629,7.71e-05,-3.0499
2023/11/30 11:27:32,85010,4.1498,0.651,0.0187,0.0187,2.70149676897049,7.78e-05,-3.0232
2023/11/30 11:27:33,86010,4.1499,0.6408,0.0189,0.0189,2.65943171494661,7.85e-05,-3.0802
2023/11/30 11:27:34,87010,4.1499,0.6492,0.0191,0.0191,2.69402179957427,7.93e-05,-3.0699
2023/11/30 11:27:35,88010,4.15,0.6494,0.0193,0.0193,2.69505296598808,8e-05,-3.0437
2023/11/30 11:27:36,89010,4.1499,0.637,0.0195,0.0195,2.64351306450271,8.08e-05,-3.0897
2023/11/30 11:27:37,90010,4.15,0.6224,0.0196,0.0196,2.58277809616993,8.15e-05,-3.052
2023/11/30 11:27:38,91010,4.1499,0.6336,0.0198,0.0198,2.62950176254668,8.22e-05,-3.14
2023/11/30 11:27:39,92010,4.1501,0.6445,0.02,0.02,2.67450577836223,8.3e-05,-3.0894
2023/11/30 11:27:40,93010,4.15,0.6361,0.0202,0.0202,2.63983235071009,8.37e-05,-3.0104
2023/11/30 11:27:41,94010,4.1498,0.621,0.0203,0.0203,2.57705420986372,8.44e-05,-3.0601
2023/11/30 11:27:42,95010,4.15,0.6273,0.0205,0.0205,2.60334574195136,8.51e-05,-3.0704
2023/11/30 11:27:43,96010,4.15,0.61,0.0207,0.0207,2.53136741894053,8.59e-05,-3.0569
2023/11/30 11:27:44,97010,4.15,0.614,0.0209,0.0209,2.54816247636342,8.66e-05,-3.0923
2023/11/30 11:27:45,98010,4.1498,0.6264,0.021,0.021,2.59951586396801,8.73e-05,-3.0687
2023/11/30 11:27:46,99010,4.15,0.616,0.0212,0.0212,2.55657364320109,8.8e-05,-3.0546
2023/11/30 11:27:47,100010,4.15,0.6154,0.0214,0.0214,2.55379467264871,8.87e-05,-3.2183
2023/11/30 11:27:48,101010,4.1499,0.6343,0.0216,0.0216,2.63233248233399,8.94e-05,-3.2431
2023/11/30 11:27:49,102010,4.15,0.6248,0.0217,0.0217,2.59311227101716,9.02e-05,-3.0768
2023/11/30 11:27:50,103010,4.15,0.6149,0.0219,0.0219,2.55193181213531,9.09e-05,-3.054
2023/11/30 11:27:51,104010,4.15,0.6145,0.0221,0.0221,2.55002943031485,9.16e-05,-3.0791
2023/11/30 11:27:52,105010,4.15,0.6212,0.0222,0.0222,2.57810081014929,9.23e-05,-3.1115
2023/11/30 11:27:53,106010,4.15,0.6167,0.0224,0.0224,2.55941955669823,9.3e-05,-3.0991
2023/11/30 11:27:54,107010,4.15,0.6129,0.0226,0.0226,2.54348519786674,9.37e-05,-3.0885
2023/11/30 11:27:55,108010,4.15,0.5991,0.0227,0.0227,2.48643055917768,9.44e-05,-3.0732
2023/11/30 11:27:56,109010,4.15,0.6059,0.0229,0.0229,2.51450967144174,9.51e-05,-3.0893
2023/11/30 11:27:57,110010,4.1501,0.6055,0.0231,0.0231,2.51268916673763,9.58e-05,-3.0418
2023/11/30 11:27:58,111010,4.1499,0.5946,0.0232,0.0232,2.46764908345506,9.65e-05,-3.1375
2023/11/30 11:27:59,112010,4.1499,0.6095,0.0234,0.0234,2.52942604241684,9.72e-05,-3.0789
2023/11/30 11:28:00,113010,4.15,0.5998,0.0236,0.0236,2.48926772577178,9.79e-05,-3.1008
2023/11/30 11:28:01,114010,4.15,0.5798,0.0237,0.0237,2.40598543499763,9.85e-05,-3.1301
2023/11/30 11:28:02,115010,4.15,0.5973,0.0239,0.0239,2.47894303911323,9.92e-05,-3.1631
2023/11/30 11:28:03,116010,4.1499,0.6039,0.0241,0.0241,2.50603640651835,9.99e-05,-3.0746
2023/11/30 11:28:04,117010,4.1499,0.575,0.0242,0.0242,2.38630779332993,0.0001006,-3.156
2023/11/30 11:28:05,118010,4.15,0.5946,0.0244,0.0244,2.46773272890488,0.0001013,-3.1123
2023/11/30 11:28:06,119010,4.15,0.5865,0.0246,0.0246,2.43403025263774,0.000102,-3.14
2023/11/30 11:28:07,120010,4.1499,0.5892,0.0247,0.0247,2.4452406143655,0.0001026,-3.1714
2023/11/30 11:28:08,121010,4.1499,0.5741,0.0249,0.0249,2.38255127120647,0.0001033,-3.1776
2023/11/30 11:28:09,122010,4.15,0.6016,0.0251,0.0251,2.49670520148345,0.000104,-3.1597
2023/11/30 11:28:10,123010,4.1499,0.5829,0.0252,0.0252,2.41903679834985,0.0001047,-3.1544
2023/11/30 11:28:11,124010,4.1498,0.5863,0.0254,0.0254,2.43302734240666,0.0001053,-3.1479
2023/11/30 11:28:12,125010,4.1499,0.6005,0.0255,0.0255,2.49200846594249,0.000106,-3.1786
2023/11/30 11:28:13,126010,4.15,0.5732,0.0257,0.0257,2.3788535620867,0.0001067,-3.1465
2023/11/30 11:28:14,127010,4.1499,0.5849,0.0259,0.0259,2.42747442090058,0.0001073,-3.1261
2023/11/30 11:28:15,128010,4.1499,0.5707,0.026,0.026,2.36854142380525,0.000108,-3.1448
2023/11/30 11:28:16,129010,4.15,0.5768,0.0262,0.0262,2.39383170392836,0.0001086,-3.165
2023/11/30 11:28:17,130010,4.1499,0.5734,0.0263,0.0263,2.37971934286338,0.0001093,-3.134
2023/11/30 11:28:18,131010,4.15,0.5746,0.0265,0.0265,2.38447351320883,0.00011,-3.1643
2023/11/30 11:28:19,132010,4.1499,0.5755,0.0267,0.0267,2.38814174142817,0.0001106,-3.0804
2023/11/30 11:28:20,133010,4.15,0.571,0.0268,0.0268,2.36949162510541,0.0001113,-3.1348
2023/11/30 11:28:21,134010,4.1499,0.5583,0.027,0.027,2.3170602256148,0.0001119,-3.3068
2023/11/30 11:28:22,135010,4.1499,0.575,0.0271,0.0271,2.38629298692103,0.0001126,-3.1313
2023/11/30 11:28:23,136010,4.1499,0.573,0.0273,0.0273,2.37787023956935,0.0001132,-3.1648
2023/11/30 11:28:24,137010,4.15,0.5487,0.0274,0.0274,2.2769139580823,0.0001139,-3.0828
2023/11/30 11:28:25,138010,4.15,0.5511,0.0276,0.0276,2.28717211722142,0.0001145,-3.1697
2023/11/30 11:28:26,139010,4.1499,0.5552,0.0278,0.0278,2.30399248368008,0.0001152,-3.1256
2023/11/30 11:28:27,140010,4.15,0.5563,0.0279,0.0279,2.3086874993632,0.0001158,-3.106
2023/11/30 11:28:28,141010,4.1499,0.5568,0.0281,0.0281,2.31053010264563,0.0001165,-3.1196
2023/11/30 11:28:29,142010,4.15,0.5601,0.0282,0.0282,2.32460078178889,0.0001171,-3.1413
2023/11/30 11:28:30,143010,4.15,0.5642,0.0284,0.0284,2.34147528234629,0.0001178,-3.0496
2023/11/30 11:28:31,144010,4.15,0.5667,0.0285,0.0285,2.35175474278648,0.0001184,-3.0619
2023/11/30 11:28:32,145010,4.1499,0.555,0.0287,0.0287,2.30303211080746,0.000119,-3.0355
2023/11/30 11:28:33,146010,4.1498,0.5556,0.0288,0.0288,2.30578876396942,0.0001197,-3.1429
2023/11/30 11:28:34,147010,4.1499,0.5459,0.029,0.029,2.26562209858093,0.0001203,-3.1235
2023/11/30 11:28:35,148010,4.15,0.5423,0.0291,0.0291,2.25069326228129,0.0001209,-3.0427
2023/11/30 11:28:36,149010,4.15,0.539,0.0293,0.0293,2.2366755293213,0.0001216,-3.0831
2023/11/30 11:28:37,150010,4.1499,0.5432,0.0294,0.0294,2.25442105360401,0.0001222,-3.1369
2023/11/30 11:28:38,151010,4.1499,0.5541,0.0296,0.0296,2.29928327339024,0.0001228,-3.1583
2023/11/30 11:28:39,152010,4.15,0.5342,0.0298,0.0298,2.21700681129607,0.0001235,-3.0674
2023/11/30 11:28:40,153010,4.1499,0.5329,0.0299,0.0299,2.21138717714393,0.0001241,-3.0964
2023/11/30 11:28:41,154010,4.15,0.5511,0.0301,0.0301,2.28719682036535,0.0001247,-3.2406
2023/11/30 11:28:42,155010,4.15,0.5372,0.0302,0.0302,2.22918450504892,0.0001253,-3.0563
2023/11/30 11:28:43,156010,4.1501,0.5363,0.0304,0.0304,2.22552530737957,0.000126,-3.076
2023/11/30 11:28:44,157010,4.1499,0.5306,0.0305,0.0305,2.20201597898296,0.0001266,-3.1222
2023/11/30 11:28:45,158010,4.1501,0.5401,0.0307,0.0307,2.24138374828578,0.0001272,-3.1588
2023/11/30 11:28:46,159010,4.15,0.5482,0.0308,0.0308,2.27504292172793,0.0001278,-3.0888
2023/11/30 11:28:47,160010,4.15,0.5394,0.031,0.031,2.2385427059794,0.0001284,-3.1531
2023/11/30 11:28:48,161010,4.1501,0.5367,0.0311,0.0311,2.22735160968745,0.0001291,-3.0982
2023/11/30 11:28:49,162010,4.15,0.5349,0.0312,0.0312,2.2198130633636,0.0001297,-3.1055
2023/11/30 11:28:50,163010,4.15,0.5315,0.0314,0.0314,2.20581878174806,0.0001303,-3.072
2023/11/30 11:28:51,164010,4.1499,0.5299,0.0315,0.0315,2.19918574341222,0.0001309,-3.1651
2023/11/30 11:28:52,165010,4.15,0.5439,0.0317,0.0317,2.25723455893535,0.0001315,-3.1705
2023/11/30 11:28:53,166010,4.1499,0.5435,0.0318,0.0318,2.25534955756177,0.0001321,-3.0797
2023/11/30 11:28:54,167010,4.1499,0.518,0.032,0.032,2.14962471138006,0.0001327,-3.1061
2023/11/30 11:28:55,168010,4.15,0.5248,0.0321,0.0321,2.17772143797689,0.0001334,-3.1888
2023/11/30 11:28:56,169010,4.1501,0.5464,0.0323,0.0323,2.26758037495301,0.000134,-3.1356
2023/11/30 11:28:57,170010,4.15,0.5173,0.0324,0.0324,2.14689125990697,0.0001346,-3.2419
2023/11/30 11:28:58,171010,4.1499,0.5234,0.0326,0.0326,2.172081708181,0.0001352,-3.1508
2023/11/30 11:28:59,172010,4.1501,0.5184,0.0327,0.0327,2.15159531707201,0.0001358,-3.1103
2023/11/30 11:29:00,173010,4.15,0.5261,0.0329,0.0329,2.18336105620619,0.0001364,-3.169
2023/11/30 11:29:01,174010,4.15,0.5184,0.033,0.033,2.15153870502931,0.000137,-3.0935
2023/11/30 11:29:02,175010,4.1499,0.5166,0.0332,0.0332,2.14402532629197,0.0001376,-3.0636
2023/11/30 11:29:03,176010,4.1499,0.527,0.0333,0.0333,2.18704532651464,0.0001382,-3.1417
2023/11/30 11:29:04,177010,4.1499,0.532,0.0334,0.0334,2.20760458725209,0.0001388,-3.1267
2023/11/30 11:29:05,178010,4.1499,0.516,0.0336,0.0336,2.1412124455868,0.0001394,-3.1118
2023/11/30 11:29:06,179010,4.1499,0.5302,0.0337,0.0337,2.2001209781213,0.00014,-3.189
2023/11/30 11:29:07,180010,4.15,0.5234,0.0339,0.0339,2.17210516858989,0.0001406,-3.1231
2023/11/30 11:29:08,181010,4.15,0.5209,0.034,0.034,2.16184544168243,0.0001412,-2.9542
2023/11/30 11:29:09,182010,4.15,0.5042,0.0342,0.0342,2.09262488265358,0.0001418,-3.1077
2023/11/30 11:29:10,183010,4.1499,0.5254,0.0343,0.0343,2.18052093719336,0.0001424,-3.0951
2023/11/30 11:29:11,184010,4.15,0.5245,0.0344,0.0344,2.17678918571465,0.000143,-3.0372
2023/11/30 11:29:12,185010,4.15,0.5121,0.0346,0.0346,2.12537258458866,0.0001436,-3.1038
2023/11/30 11:29:13,186010,4.15,0.5261,0.0347,0.0347,2.18337134182093,0.0001441,-3.0738
2023/11/30 11:29:14,187010,4.1499,0.5241,0.0349,0.0349,2.17490167934386,0.0001447,-3.1003
2023/11/30 11:29:15,188010,4.1499,0.513,0.035,0.035,2.1290486092621,0.0001453,-3.1401
2023/11/30 11:29:16,189010,4.15,0.5279,0.0352,0.0352,2.190858277026,0.0001459,-3.0418
2023/11/30 11:29:17,190010,4.1499,0.4995,0.0353,0.0353,2.07292559892461,0.0001465,-3.1262
2023/11/30 11:29:18,191010,4.15,0.5166,0.0354,0.0354,2.14404528098945,0.0001471,-3.0528
2023/11/30 11:29:19,192010,4.1499,0.497,0.0356,0.0356,2.062639121545,0.0001477,-3.1758
2023/11/30 11:29:20,193010,4.15,0.4982,0.0357,0.0357,2.06737382735639,0.0001482,-3.0296
2023/11/30 11:29:21,194010,4.15,0.4964,0.0359,0.0359,2.05986460310595,0.0001488,-3.0823
2023/11/30 11:29:22,195010,4.1499,0.525,0.036,0.036,2.17861663842291,0.0001494,-3.0451
2023/11/30 11:29:23,196010,4.15,0.504,0.0361,0.0361,2.09167638777467,0.00015,-3.0477
2023/11/30 11:29:24,197010,4.15,0.5074,0.0363,0.0363,2.10571798822559,0.0001506,-3.0877
2023/11/30 11:29:25,198010,4.15,0.5074,0.0364,0.0364,2.10571120828536,0.0001511,-3.0313
2023/11/30 11:29:26,199010,4.1499,0.4878,0.0366,0.0366,2.02430181492204,0.0001517,-3.0921
2023/11/30 11:29:27,200010,4.1499,0.5047,0.0367,0.0367,2.09444055825949,0.0001523,-3.1772
2023/11/30 11:29:28,201010,4.15,0.4862,0.0368,0.0368,2.01775993964344,0.0001529,-3.035
2023/11/30 11:29:29,202010,4.1499,0.5065,0.037,0.037,2.10193390308376,0.0001534,-3.041
2023/11/30 11:29:30,203010,4.15,0.4957,0.0371,0.0371,2.05708042024104,0.000154,-3.0604
2023/11/30 11:29:31,204010,4.1499,0.4973,0.0373,0.0373,2.06358741918885,0.0001546,-3.1504
2023/11/30 11:29:32,205010,4.15,0.484,0.0374,0.0374,2.00840839662078,0.0001552,-3.047
2023/11/30 11:29:33,206010,4.1499,0.4855,0.0375,0.0375,2.0149255379074,0.0001557,-3.112
2023/11/30 11:29:34,207010,4.15,0.5083,0.0377,0.0377,2.10943386758549,0.0001563,-3.1119
2023/11/30 11:29:35,208010,4.15,0.495,0.0378,0.0378,2.05425817499201,0.0001569,-3.0859
2023/11/30 11:29:36,209010,4.1499,0.4986,0.0379,0.0379,2.06920313581989,0.0001574,-3.0033
2023/11/30 11:29:37,210010,4.1501,0.477,0.0381,0.0381,1.97946769170625,0.000158,-3.1413
2023/11/30 11:29:38,211010,4.1499,0.4806,0.0382,0.0382,1.9943336033343,0.0001586,-3.1845
2023/11/30 11:29:39,212010,4.1501,0.4851,0.0383,0.0383,2.01313239902493,0.0001591,-3.1078
2023/11/30 11:29:40,213010,4.15,0.4975,0.0385,0.0385,2.06454485626963,0.0001597,-3.1587
2023/11/30 11:29:41,214010,4.15,0.4925,0.0386,0.0386,2.04394914953055,0.0001602,-3.2102
2023/11/30 11:29:42,215010,4.15,0.4855,0.0387,0.0387,2.01496605415944,0.0001608,-3.1843
2023/11/30 11:29:43,216010,4.15,0.4889,0.0389,0.0389,2.0289945682018,0.0001614,-3.147
2023/11/30 11:29:44,217010,4.1499,0.4824,0.039,0.039,2.00184482034543,0.0001619,-3.2741
2023/11/30 11:29:45,218010,4.1499,0.488,0.0392,0.0392,2.02519344380653,0.0001625,-3.143
2023/11/30 11:29:46,219010,4.1499,0.4955,0.0393,0.0393,2.05609741566192,0.000163,-3.1809
2023/11/30 11:29:47,220010,4.1499,0.4815,0.0394,0.0394,1.99808447930107,0.0001636,-3.2009
2023/11/30 11:29:48,221010,4.1499,0.481,0.0396,0.0396,1.99621981749058,0.0001641,-3.2067
2023/11/30 11:29:49,222010,4.1499,0.4747,0.0397,0.0397,1.97003375646671,0.0001647,-3.2406
2023/11/30 11:29:50,223010,4.1499,0.4808,0.0398,0.0398,1.99528765870294,0.0001652,-3.1792
2023/11/30 11:29:51,224010,4.15,0.4828,0.04,0.04,2.0037715323388,0.0001658,-3.2391
2023/11/30 11:29:52,225010,4.15,0.4668,0.0401,0.0401,1.93732946920906,0.0001663,-3.2951
2023/11/30 11:29:53,226010,4.1499,0.4822,0.0402,0.0402,2.0009124348735,0.0001669,-3.2416
2023/11/30 11:29:54,227010,4.1499,0.4659,0.0403,0.0403,1.93356367225519,0.0001674,-3.2755
2023/11/30 11:29:55,228010,4.1499,0.4844,0.0405,0.0405,2.01024221853379,0.000168,-3.2577
2023/11/30 11:29:56,229010,4.15,0.4806,0.0406,0.0406,1.99439524650877,0.0001685,-3.2829
2023/11/30 11:29:57,230010,4.1501,0.4752,0.0407,0.0407,1.97199910559718,0.0001691,-3.3247
2023/11/30 11:29:58,231010,4.1499,0.4729,0.0409,0.0409,1.96253811351752,0.0001696,-3.3393
2023/11/30 11:29:59,232010,4.1501,0.47,0.041,0.041,1.95045279445654,0.0001702,-3.299
2023/11/30 11:30:00,233010,4.1499,0.4562,0.0411,0.0411,1.89330141369823,0.0001707,-3.4286
2023/11/30 11:30:01,234010,4.15,0.4634,0.0413,0.0413,1.92330052060734,0.0001713,-3.3703
2023/11/30 11:30:02,235010,4.15,0.4691,0.0414,0.0414,1.94667492861377,0.0001718,-3.3377
2023/11/30 11:30:03,236010,4.15,0.449,0.0415,0.0415,1.86340809538957,0.0001723,-3.2779
2023/11/30 11:30:04,237010,4.15,0.4779,0.0417,0.0417,1.98316366964849,0.0001729,-3.3698
2023/11/30 11:30:05,238010,4.15,0.4574,0.0418,0.0418,1.89803440663539,0.0001734,-3.4281
2023/11/30 11:30:06,239010,4.1499,0.4643,0.0419,0.0419,1.92699184547536,0.000174,-3.2996
2023/11/30 11:30:07,240010,4.15,0.4639,0.042,0.042,1.92515350724463,0.0001745,-3.3343
2023/11/30 11:30:08,241010,4.15,0.4596,0.0422,0.0422,1.90738002210736,0.000175,-3.2862
2023/11/30 11:30:09,242010,4.15,0.4472,0.0423,0.0423,1.85593331516719,0.0001756,-3.2636
2023/11/30 11:30:10,243010,4.1499,0.4682,0.0424,0.0424,1.94289395210149,0.0001761,-3.3582
2023/11/30 11:30:11,244010,4.15,0.4533,0.0426,0.0426,1.88120499339301,0.0001767,-3.2239
2023/11/30 11:30:12,245010,4.15,0.4556,0.0427,0.0427,1.89054495962648,0.0001772,-3.222
2023/11/30 11:30:13,246010,4.1499,0.445,0.0428,0.0428,1.84654437089861,0.0001777,-3.2187
2023/11/30 11:30:14,247010,4.1499,0.4682,0.043,0.043,1.94290913277086,0.0001783,-3.2781
2023/11/30 11:30:15,248010,4.1499,0.4596,0.0431,0.0431,1.90735065456829,0.0001788,-3.3507
2023/11/30 11:30:16,249010,4.1499,0.4562,0.0432,0.0432,1.89332198693047,0.0001793,-3.1636
