temperature,updated_temp
295.1615450234384,295.16977360804344
295.1616199655714,295.1699094165702
295.1616925305977,295.17004740549606
295.16176515886406,295.1701814835141
295.1618384989827,295.1703158159993
295.1619108485308,295.1704515146257
295.16198080551516,295.17058566894485
295.1620523237423,295.1707158881369
295.16212367585484,295.17084888604614
295.1621921453409,295.17098173498255
295.1622617964354,295.17110981771816
295.1623310548914,295.17124000881734
295.1624006540525,295.17136964933866
295.1624676621971,295.17149998087285
295.1625328988641,295.1716260413619
295.16260038965834,295.17174921416967
295.16266680799083,295.1718762541188
295.16273286553,295.17200157972337
295.16279987328267,295.17212638253716
295.16286566459576,295.1722528683944
295.162930786848,295.1723773940194
295.1629949835311,295.1725008735781
295.1630592330776,295.17262287316726
295.16312276109034,295.1727450244876
295.16318621686855,295.17286603210033
295.16324855795426,295.1729869759062
295.1633099387777,295.17310611577494
295.16337219624336,295.1732237040718
295.1634326808662,295.1733427875165
295.16349337843366,295.1734589705933
295.16355279715356,295.1735755351174
295.1636137032317,295.17369001406644
295.1636741717965,295.1738069750957
295.16373433485944,295.1739232437175
295.16379354466767,295.17403903564855
295.1638535920812,295.1741532772102
295.1639115918456,295.1742689234953
295.16396944597454,295.1743812137775
295.164027502462,295.1744932716102
295.16408564929714,295.17460566906226
295.1641424776849,295.17471822436687
295.1641984197358,295.1748286211389
295.16425433051944,295.1749375632183
295.164310278073,295.17504644390294
295.1643659965501,295.1751553749494
295.16442200547334,295.1752639222099
295.1644770194232,295.1753729348282
295.1645312513081,295.1754803127452
295.1645851709044,295.17558639901955
295.1646388279993,295.17569195385124
295.16469198345175,295.175797056355
295.1647448041248,295.1759013165929
295.1648002206189,295.17600500233056
295.1648512014422,295.176112887327
295.16490350956695,295.1762135555486
295.16495555192716,295.1763163187671
295.16500654606136,295.1764186153994
295.16505730737015,295.1765191799383
295.1651085266107,295.1766193217742
295.1651933410673,295.1767201542588
295.1652764097832,295.15051166214306
295.1653589594459,295.1509752524343
295.1654435134175,295.15140692734815
295.1655259312285,295.15181797537883
295.1656099606358,295.1522185834234
295.165693306007,295.1525979080865
295.1657753491316,295.15296722059446
295.16585425472357,295.1533264403241
295.1659326524708,295.15367359187235
295.16601256223845,295.1540098630564
295.16609260969864,295.154335537
295.1661672688826,295.15465658971095
295.1662434998544,295.1549626595538
295.1663196564204,295.1552637967325
295.1663969542436,295.1555567364156
295.1664711490154,295.15584441963296
295.16654815260904,295.15613089550016
295.1666256228776,295.1564081200332
295.1667025316287,295.1566753558217
295.16677934258024,295.1569443263969
295.1668522957539,295.1572066195113
295.16692538939094,295.1574674407677
295.1669990688574,295.1577175766216
295.16707217598645,295.15796412922515
295.16714431339483,295.1582067163587
295.1672173136191,295.15844907849953
295.16728916683866,295.1586852348189
295.16735888981356,295.1589176064443
295.1674273424071,295.1591499868534
295.16749780196704,295.1593767154246
295.16756751203474,295.15960207933074
295.16763633321784,295.15981828486287
295.16770416054544,295.1600379547719
295.167767404313,295.16025457721275
295.1678369137817,295.1604646493115
295.16790029873874,295.16067123552835
295.1679661509221,295.1608754954515
295.1680325799558,295.16107974751725
295.16809772390565,295.1612824492956
295.1681638661944,295.1614803883603
295.1682279283426,295.16167620344265
295.16829412169454,295.1618705889703
295.16835613652904,295.1620628529741
295.1684179021998,295.1622522488864
295.1684829764813,295.1624392159277
295.16854527321544,295.1626259064454
295.1686077147828,295.1628105102015
295.1686679200976,295.162993341781
295.16872842960987,295.16317702233596
295.1687902537462,295.16335721026115
295.16885319620997,295.16353998779806
295.16891438248325,295.1637176959861
295.1689751083893,295.1638924831767
295.1690356614524,295.16406900567733
295.16909587236074,295.1642445825769
295.1691550025902,295.16441542537666
295.1692143212082,295.16458737229607
295.16927164165355,295.16475858519703
295.16932610598315,295.16492552921704
295.16938253241835,295.16509370307045
295.16943862671076,295.1652647263186
295.16949509734036,295.16542953057325
295.16955107941305,295.1655920639157
295.1696079077126,295.1657549004231
295.16966181005523,295.16591673479
295.16971314588363,295.1660744645153
295.1697666771332,295.1662309645538
295.1698220943208,295.16638769602514
295.1698760018636,295.1665436371864
295.1699294902671,295.16670212678423
295.1699803735394,295.16685658864526
295.1700322721457,295.1670106927177
295.17008256762296,295.1671662354366
295.170134960116,295.16731755730694
295.1701859679166,295.16746963369513
295.1702392458124,295.1676174051114
295.1702887916342,295.1677672783542
295.17033642309735,295.1679144708619
295.1703875201075,295.16806006247873
295.17043452590707,295.16820762704685
295.170482061604,295.1683527864491
295.17053064139867,295.16849762954945
295.1705798150169,295.1686435776162
295.17062843126075,295.1687882763942
295.17067736884906,295.1689308782835
295.1707238453635,295.16907150461134
295.1707720962353,295.1692125862488
295.1708157497576,295.16935382481626
295.17086267863044,295.16949392645085
295.1709072213667,295.1696348156509
295.1709508596576,295.1697738201803
295.1709948456998,295.16990958082386
295.1710389529552,295.17004760214735
295.1710841414949,295.1701816227824
295.17112844062086,295.17031595923817
295.17117282144187,295.17045167806725
295.17121855453894,295.170585810115
295.17126312687355,295.170715973545
295.1713050081571,295.17084901142744
295.1713465726227,295.17098185863836
295.17138859117506,295.1711098747853
295.1714323032847,295.1712400958926
295.1714718543711,295.17136972929023
295.1715136246654,295.1715000711429
295.171555605287,295.17162607324656
295.1715959069621,295.17174920825914
295.17163554783116,295.1718763011566
295.17167295111574,295.17200160425136
295.17171106098033,295.17212640090355
295.1717482817853,295.1722529104518
295.17178651534726,295.1723774103861
295.1718238396067,295.17250087691025
295.17186515797647,295.1726228579506
295.1719039813027,295.1727450123143
295.1719424471918,295.1728660060294
295.1719796577372,295.17298695010766
295.17201774820813,295.17310606783144
295.1720557898373,295.17322363764214
295.1720914211992,295.1733427413074
295.17212779344885,295.1734588890092
295.1721629924104,295.1735754595873
295.1721990354402,295.17368991407517
295.1722348615656,295.17380690722615
295.1722703482314,295.1739231684438
295.17230711868274,295.1740389557311
295.1723419178905,295.17415317947825
295.1723768137964,295.1742688444771
295.1724104995688,295.17438109505366
295.1724447800283,295.17449315153885
295.1724783597488,295.1746055545148
295.1725094433918,295.17471811315255
295.1725436152403,295.17482848556864
295.1725784024727,295.174937412121
295.1726103658743,295.1750462936261
295.1726423252428,295.17515522678775
295.17267415998873,295.1752637711106
295.1727064367173,295.1753727906792
295.17273835597234,295.1754801511731
295.1727670908244,295.1755862242982
295.17279831106936,295.1756917747292
295.172829444889,295.1757968737562
295.1728606403039,295.17590112621366
295.17289236067205,295.17600480721933
295.172923124035,295.1761127415179
295.1729550146128,295.1762133308292
295.17298602980617,295.17631611830694
295.17301609233704,295.1764184114721
295.17304601501263,295.17651895897967
295.1730734746319,295.1766190979906
295.1731043714171,295.17671993952047
295.1731321645914,295.1504909546708
295.1731607383582,295.1509561786044
295.17318980486016,295.1513892533547
295.1732183230177,295.1518012078891
295.17324664021993,295.1522022720291
295.1732745753396,295.15258250294437
295.1733033574451,295.15295225350053
295.1733296927937,295.1533119019711
295.17335696690674,295.15365956597816
295.17338226475454,295.1539963014011
295.17340778820295,295.1543224261813
295.17343255591436,295.15464367694665
295.17345673150373,295.15495037535555
295.17348345137094,295.1552517286118
295.1735108883185,295.1555450112013
295.17353636245826,295.1558329170281
295.17356080374395,295.15611944284524
295.17358539079606,295.15639705033317
295.17360952831723,295.1566647076405
295.1736340520116,295.15693361084607
295.17365931135305,295.1571961762139
295.1736827511665,295.15745706074307
295.1737049103565,295.1577076386483
295.1737300943483,295.1579543464292
295.17375268428367,295.1581970979085
295.1737737311868,295.15843946944443
295.1737958851042,295.1586758796754
295.17381703222054,295.1589084103007
295.17383982386616,295.1591407906225
295.17386280689607,295.1593677496394
295.17388335473015,295.1595931719113
295.17390385742186,295.15980975328273
295.1739250374631,295.1600292857423
295.17394612916956,295.1602460279128
295.1739679618998,295.16045636915055
295.17398998557445,295.16066310142435
295.1740101160965,295.16086745710237
295.174030687705,295.1610717088161
295.17405113713716,295.1612744714799
295.1740723778417,295.1614726041042
295.17409422967546,295.16166850732225
295.1741150835328,295.16186295040825
295.17413446326657,295.16205529955175
295.17415229177607,295.1622448114901
295.1741715266907,295.16243187711876
295.17419143613216,295.1626185781774
295.17420880745857,295.1628032643961
295.1742285719927,295.1629861669398
295.1742488747704,295.16316981166113
295.17426548484957,295.1633501380745
295.17428439872583,295.16353281033884
295.1743017839297,295.1637107195545
295.17431731321096,295.16388562606625
295.17433394129495,295.1640620776517
295.1743512006436,295.1642376887073
295.17436911050487,295.16440872078124
295.17438765621796,295.16458062356924
295.17440142349494,295.16475186238563
295.1744157846968,295.1649189762341
295.1744320035849,295.16508710043115
295.17444976326675,295.16525800465416
295.17446624283286,295.1654230546509
295.17448197493,295.1655856805983
295.1744975010432,295.1657485032736
295.1745135534647,295.165910374463
295.17452907153205,295.1660682664572
295.1745437566846,295.1662248151986
295.1745617948076,295.16638153476066
295.1745767553635,295.16653750395795
295.17459131895373,295.16669588825215
295.17460562134903,295.1668505064296
295.17461994624756,295.1670046238519
295.17463536446536,295.16716010551266
295.1746500256312,295.1673115917935
295.17466372670765,295.16746363695586
295.17467800745436,295.1676115762001
295.1746927032408,295.1677613643279
295.17470382770966,295.1679086587214
295.17471829549163,295.1680543119084
295.17473214598465,295.1682017947689
295.17474484505334,295.16834704489315
295.1747581206701,295.1684918980026
295.1747700052598,295.1686377981216
295.17478265277833,295.16878254191903
295.17479544832315,295.16892522393607
295.17480707835904,295.1690659259273
295.17481743310356,295.1692069863796
295.174830816721,295.16934821415106
295.1748432348744,295.16948835658263
295.17485583337975,295.1696292107826
295.17486801234685,295.1697682854079
295.17488010094434,295.16990417148617
295.17489121753977,295.1700421005014
295.1749016047633,295.1701762740308
295.17491192096134,295.1703105956734
295.17492422820715,295.1704462549662
295.17493544787953,295.1705804445373
295.17494685577327,295.1707107612532
295.17495867330626,295.1708436829311
295.174968461203,295.17097653144043
295.17497819469736,295.17110473393745
295.17498798731583,295.17123486579203
295.1749968597363,295.17136451646877
295.17500579153835,295.1714948258152
295.1750135330648,295.17162099406414
295.1750226814335,295.17174423940025
295.17503117031356,295.1718711728991
295.17504092932506,295.1719965396138
295.1750510546589,295.17212135219256
295.17506016838456,295.1722477895115
295.17506752690724,295.1723723628425
295.1750752303289,295.172495866128
295.17508314505704,295.17261790115964
295.17509185297143,295.1727400444132
295.1751007490067,295.17286107863634
295.175108264391,295.1729820201627
295.17511771457765,295.17310120458586
295.1751244105545,295.17321883091995
295.17513067263786,295.173337869973
295.17513902613115,295.17345412776024
295.1751475282354,295.1735706779848
295.1751554296623,295.17368520998906
295.1751633198183,295.17380209940666
295.17516981012056,295.1739183829361
295.17517658907957,295.1740341839445
295.17518314636885,295.1741484639807
295.1751890758177,295.17426406799905
295.1751956854769,295.1743764464065
295.1752029079995,295.1744885068018
295.1752097107124,295.1746008910417
295.17521728504147,295.1747134381504
295.17522391034555,295.17482389072296
295.1752304394699,295.174932869437
295.1752370063224,295.17504174802394
295.1752446128984,295.17515067386074
295.17524977087226,295.17525922801593
295.17525638805085,295.1753682238724
295.17526141236647,295.17547564361416
295.17526453886387,295.1755817623417
295.1752689389506,295.17568732835645
295.1752749392083,295.17579243984164
295.17527930186003,295.1758967201047
295.17528371124456,295.1760004183507
295.17528792145345,295.1761081816477
295.1752925258891,295.17620904994504
295.1752958111676,295.17631174968966
295.1752991441168,295.1764140558473
295.175303160769,295.1765146660584
295.1753076023587,295.17661481627806
295.1753050415175,295.1767156253043
295.175302316784,295.1504854448345
295.1752994826812,295.15095093159067
295.1752965182449,295.1513842425731
295.1752932493415,295.151796358714
295.17529072333184,295.15219751112414
295.17528670941124,295.15257791209075
295.175282735771,295.15294775287606
295.17527816030776,295.1533074918465
295.17527435747405,295.1536552638559
295.1752708583684,295.15399210045496
295.1752680011131,295.1543183258576
295.17526362706667,295.15463962973416
295.17526139480367,295.1549464673237
295.17525836475784,295.1552478793054
295.17525584980183,295.1555412472836
295.17525167405137,295.15582921487
295.17524822365647,295.15611576730777
295.17524438590556,295.156393471511
295.17524045654994,295.1566612352688
295.17523600973095,295.15693014067693
295.17523130423757,295.1571927819126
295.1752274443052,295.15745369732844
295.17522359812756,295.15770439006246
295.17521910299484,295.15795114965067
295.1752151008442,295.15819395535596
295.17520998877615,295.15843634612344
295.17520497587327,295.15867283174885
295.17520030862767,295.1589054162931
295.1751952679935,295.15913781363486
295.1751906726961,295.1593648438429
295.1751850650492,295.1595902968751
295.17518044257304,295.15980698523396
295.17517538380696,295.1600265009815
295.17517107479733,295.1602432888377
295.1751654593375,295.16045371248686
295.17516014752107,295.16066049714385
295.17515507640593,295.16086489272203
295.1751486306166,295.1610691602039
295.17514306311415,295.161271954059
295.17513780441254,295.16147015154354
295.175131365225,295.16166609273495
295.1751255063605,295.1618605658715
295.1751197577254,295.1620529521641
295.1751154705835,295.1622425092793
295.1751103798495,295.1624296154701
295.17510483884007,295.1626163337113
295.1750996535765,295.1628010561489
295.17509359033306,295.16298399175423
295.17508714741996,295.1631676408212
295.1750804611353,295.1633480184051
295.17507354762114,295.16353067593906
295.1750676985949,295.1637086533004
295.17506229402846,295.16388360571324
295.1750578107659,295.16406005073617
295.17505173170264,295.1642356841872
295.1750463894785,295.1644067815099
295.17503925504735,295.16457868431405
295.1750322890265,295.1647499427152
295.17502530941226,295.1649171164741
295.1750187945232,295.1650852383348
295.1750126611323,295.16525612092266
295.1750066016137,295.165421252324
295.17500054813536,295.16558391602445
295.1749943860773,295.16574674561963
295.1749880063206,295.16590863827656
295.17498098847216,295.1660665880755
295.17497477333717,295.1662231611879
295.17496829385004,295.1663798871158
295.1749611093148,295.1665358743951
295.1749526229448,295.1666942374606
295.17494472967644,295.1668489115862
295.1749385208557,295.16700304232063
295.17493223501674,295.1671585151337
295.17492485470535,295.1673100597327
295.1749171868981,295.1674621042712
295.1749096825029,295.1676101029079
295.1749013121511,295.16775987335507
295.17489419768407,295.16790720699237
295.1748876408135,295.1680528869056
295.17487938656734,295.168200352398
295.17487229497453,295.1683456381175
295.1748646513592,295.1684905017394
295.174856969238,295.1686363944605
295.1748499685301,295.1687811595344
295.1748423224875,295.1689238735363
295.1748346741604,295.1690646059448
295.1748274790936,295.16920566625004
295.17481977394795,295.1693468971461
295.1748125219785,295.1694870588201
295.1748043831002,295.1696279083127
295.17479673854325,295.1697670112666
295.17478796170934,295.16990294309704
295.17477909140604,295.17004084821525
295.1747700557807,295.17017507622216
295.1747621122154,295.1703093981686
295.17475252975885,295.1704450434774
295.1747444863546,295.1705792567227
295.1747377707234,295.17070962802336
295.17473059569375,295.17084251627233
295.17472341778785,295.17097536991554
295.17471534819913,295.17110363780137
295.17470763824895,295.17123374422414
295.17470014314813,295.17136340469676
295.1746912844225,295.1714937074687
295.17468278523984,295.17161993447263
295.17467589100136,295.1717432199924
295.1746671045513,295.17187010324034
295.1746588372588,295.17199549454034
295.1746504758004,295.17212031560314
295.1746416241936,295.1722467320214
295.17463318861,295.1723713330851
295.17462430943823,295.1724948516486
295.17461561470054,295.1726169076091
295.1746068830906,295.1727390496371
295.1745988095351,295.1728601000631
295.1745903635108,295.1729810430469
295.1745816796779,295.1731002524156
295.17457164622806,295.17321790004183
295.17456225377725,295.17333691868913
295.17455160821345,295.17345321616807
295.17454212509654,295.17356976079657
295.1745331242544,295.1736843210997
295.1745231187364,295.1738011758077
295.1745138975672,295.173917468594
295.1745041229555,295.1740332757919
295.1744950251976,295.17414757667797
295.1744851638698,295.174263160699
295.17447475136873,295.17437558486733
295.17446655418365,295.17448764736713
295.1744571848604,295.17460002576206
295.17444716061914,295.174712569636
295.1744373059312,295.1748230511457
295.1744277076633,295.17493204872625
295.1744176342252,295.1750409264455
295.17440804229983,295.17514984986656
295.1743982665566,295.175258407719
295.1743888955855,295.17536739534205
295.1743796117074,295.1754748363841
295.1743689128724,295.17558097137567
295.1743595742378,295.1756865427244
295.1743491167667,295.175791658355
295.174339569691,295.1758959482412
295.1743293741009,295.1759996521868
295.1743187412074,295.1761073537346
295.17430825773437,295.1762083227464
295.1742977298905,295.1763109893567
295.17428686757063,295.1764132995347
295.17427598687743,295.1765139318448
295.1742659182304,295.17661408510304
295.1742559423949,295.17671488113797
295.17424485210296,295.15049006728464
295.1742333730882,295.150954887658
295.1742231224576,295.1513876399981
295.1742134853553,295.15179939942277
295.1742026967061,295.1522003710221
295.1741935730874,295.15258042359613
295.1741836776446,295.15295009397124
295.1741731714019,295.1533096670074
295.1741626463346,295.1536572442559
295.17415190408406,295.15399390538374
295.17414228465606,295.15431996194815
295.17413182451634,295.1546411859317
295.174121035263,295.1549477971991
295.17410969450145,295.15524912476104
295.1740997088353,295.15554236670084
295.1740901117098,295.1558302489119
295.17407777800946,295.1561167724802
295.1740673238205,295.1563943401729
295.17405568852405,295.1566619576367
295.17404383857763,295.1569308713437
295.17403360568943,295.15719341453513
295.17402221605454,295.1574542972429
295.17401006506344,295.15770484214187
295.17399862094607,295.1579515423306
295.1739868151464,295.15819428640475
295.1739757318032,295.1584366613892
295.17396461527494,295.1586730599291
295.17395340478083,295.1589055858954
295.17394129616656,295.15913797037064
295.17392902961603,295.15936492248915
295.1739177478588,295.15959034645175
295.1739058867839,295.1598069190001
295.1738945855564,295.1600264597722
295.1738847036785,295.16024320259066
295.1738742936292,295.16045354209933
295.1738635752992,295.1606602765923
295.17385272185476,295.1608646356759
295.17384184508785,295.16106889159323
295.1738287940656,295.16127165820546
295.1738171343101,295.16146979533414
295.1738051442461,295.16166570343984
295.1737942958945,295.1618601513641
295.17378325701867,295.1620525059715
295.17377222042455,295.1622420244202
295.17376055376354,295.16242909671445
295.1737494971743,295.16261580215394
295.17373827078933,295.16280049506156
295.17372603184674,295.16298340420053
295.1737135096088,295.16316705158914
295.17370197002083,295.1633473876194
295.173689963897,295.16353005943773
295.17367684913137,295.1637079816333
295.17366473546286,295.16388289844224
295.1736521923713,295.16405934994367
295.173641061111,295.1642349667311
295.17362786652643,295.16440601426945
295.173616242344,295.1645779178821
295.17360332207437,295.1647491621463
295.1735913121598,295.164916291934
295.1735799213778,295.16508441597324
295.1735675904807,295.16525531529606
295.1735567068851,295.1654203875692
295.1735442865866,295.1655830250208
295.17353158381513,295.1657458499083
295.1735183334224,295.1659077278568
295.1735054594226,295.16606563898955
295.17349386832495,295.16622219607865
295.17348175617497,295.1663789175952
295.1734677918498,295.166534892993
295.1734550307827,295.1666932694067
295.17344273655215,295.16684790752436
295.173430456324,295.16700202953695
295.1734178734396,295.16715750741145
295.17340683635433,295.16730901582065
295.173394044369,295.1674610601309
295.173380295358,295.1676090234743
295.1733684385441,295.16775880334256
295.1733565851289,295.1679061138509
295.17334443823177,295.16805177817065
295.1733331109972,295.1681992524968
295.17332086507713,295.1683445177567
295.17330812598124,295.1684893748531
295.1732959085534,295.16863527077766
295.1732839463856,295.16878002347386
295.17327097870634,295.1689227196754
295.1732573453837,295.1690634355813
295.1732450954953,295.1692044950498
295.17323230760087,295.16934572345616
295.173219825216,295.1694858745137
295.17320586108593,295.1696267254752
295.17319424831504,295.1697658133955
295.17318242229817,295.1699017224359
295.17316883544197,295.17003963794457
295.173155354122,295.1701738396128
295.1731432760076,295.17030816049515
295.17312938469644,295.170443811296
295.17311733628355,295.17057801279066
295.17310426395414,295.1707083594454
295.1730915319808,295.1708412611878
295.17307982329595,295.1709741116697
295.17306659386554,295.1711023511346
295.1730529950457,295.17123246714164
295.17304070768427,295.17136212266865
295.17302865010913,295.1714924273421
295.1730147905568,295.1716186298102
295.17300068792326,295.1717418995807
295.1729878393315,295.17186880107346
295.17297496044034,295.1719941820597
295.1729618963076,295.17211899916225
295.17294820324446,295.17224542286567
295.1729353948436,295.1723700125358
295.1729215279415,295.17249352471697
295.1729090053883,295.1726155724497
295.1728962269416,295.1727377142694
295.1728815994718,295.1728587583568
295.1728693280804,295.17297970022923
295.1728567752737,295.17309890053207
295.17284356212883,295.1732165406991
295.1728309187698,295.17333556552006
295.17281811988624,295.17345184975
295.1728042782288,295.17356839570215
295.17278969211384,295.17368294699423
295.1727764563063,295.1737998119885
295.17276445077607,295.17391610140953
295.17275137863436,295.17403190626493
295.1727373998804,295.1741462004441
295.1727234720663,295.1742617901945
295.17271031237686,295.1743742004641
295.1726964505919,295.1744862621468
295.1726828585728,295.17459864196604
295.1726693718392,295.1747111865176
295.1726561497568,295.1748216597634
295.17264381169645,295.1749306522756
295.1726296339196,295.1750395301609
295.1726165372967,295.1751484541425
295.1726039048507,295.1752570109768
295.1725912868839,295.1753660006695
295.17257732355085,295.1754734362154
295.1725651309754,295.175579567286
295.17255203864863,295.17568513747017
295.17253917576267,295.17579025225496
295.1725238212057,295.17589454009607
295.17251047266024,295.17599824296457
295.17249719922535,295.1761059594889
295.17248397591936,295.17620690560386
295.1724709919847,295.17630957939724
295.17244449412686,295.17641188896397
295.1724180275154,295.1765125170316
295.17239159211334,295.1766126700879
295.17236518788405,295.1767134691051
295.1723388147907,295.1504896243312
295.17231247279653,295.1509542404492
295.172286161865,295.1513868284809
295.1722598819593,295.15179848683135
295.172233633043,295.1521994083014
295.17220741507947,295.15257936720565
295.17218122803223,295.15294899282173
295.1721550718649,295.15330852311257
295.17212894654097,295.15365605158877
295.17210285202407,295.1539926699325
295.17207678827793,295.15431868652405
295.1720507552662,295.1546398911982
295.17202475295267,295.15494645248043
295.17199878130117,295.1552477609648
295.17197284027554,295.1555409760937
295.1719469298396,295.1558288399906
295.1719210499573,295.1561153559322
295.17189520059264,295.1563928967988
295.1718693817096,295.1566604873578
295.17184359327234,295.15692939976014
295.17181783524484,295.1571919248403
295.1717921075913,295.15745279978967
295.17176641027584,295.1577033208959
295.1717407432628,295.157950010383
295.1717151065163,295.1581927438224
295.1716895000007,295.1584351137535
295.1716639236804,295.15867149933837
295.1716383775198,295.1589040160402
295.1716128614833,295.159136395859
295.1715873755354,295.15936333747567
295.1715619196406,295.1595887555215
295.1715364937635,295.1598053165149
295.17151109786863,295.16002485513513
295.17148573192065,295.16024159151794
295.1714603958843,295.1604519232704
295.17143508972424,295.1606586523146
295.17140981340526,295.1608630067008
295.17138456689224,295.16106725850597
295.17135935014994,295.1612700207801
295.1713341631433,295.161468153706
295.17130900583726,295.1616640581055
295.17128387819673,295.16185850241527
295.1712587801868,295.16205085373116
295.1712337117726,295.1622403694447
295.1712086729191,295.16242743921947
295.1711836635915,295.16261414123034
295.1711586837549,295.1627988317711
295.1711337333747,295.1629817386053
295.17110881241604,295.1631653819753
295.17108392084424,295.1633457171612
295.1710590586246,295.1635283836522
295.17103422572256,295.1637063066412
295.17100942210357,295.1638812232661
295.17098464773306,295.16405766985923
295.17095990257656,295.16423328441
295.1709351865996,295.16440433437134
295.17091049976784,295.16457623372565
295.17088584204686,295.1647474758922
295.17086121340236,295.16491460862727
295.1708366138,295.16508272818
295.1708120432056,295.1652536207329
295.1707875015849,295.16541869904927
295.1707629889038,295.1655813377583
295.17073850512804,295.16574415959514
295.17071405022364,295.1659060366807
295.1706896241565,295.1660639529758
295.1706652268927,295.1662205102826
295.1706408583982,295.16637722902755
295.1706165186391,295.1665332037107
295.17059220758154,295.1666915726932
295.17056792519156,295.1668462166651
295.1705436714355,295.1670003373754
295.1705194462795,295.1671558099527
295.1704952496899,295.16730732551486
295.17047108163297,295.16745936613586
295.1704469420751,295.16760733784247
295.17042283098266,295.1677571106781
295.1703987483221,295.16790442585955
295.1703746940599,295.1680500926164
295.17035066816254,295.1681975599622
295.1703266705966,295.16834282962077
295.17030270132864,295.16848768587033
295.1702787603253,295.1686335770213
295.17025484755334,295.1687783312468
295.1702309629793,295.1689210316364
295.17020710657,295.16906175174864
295.1701832782923,295.16920280832466
295.170159478113,295.16934403461676
295.1701357059989,295.1694841874492
295.170111961917,295.16962503450713
295.1700882458341,295.16976412652696
295.17006455771735,295.1699000445062
295.1700408975337,295.1700379514287
295.1700172652502,295.17017216465405
295.1699936608339,295.17030648328864
295.169970084252,295.1704421280745
295.1699465354717,295.17057633341915
295.1699230144601,295.1707066928205
295.1698995211846,295.1708395832667
295.16987605561246,295.17097243296126
295.169852617711,295.1711006887234
295.16982920744755,295.17123079559275
295.16980582478953,295.1713604519479
295.16978246970444,295.171490752851
295.1697591421597,295.1716169704856
295.1697358421229,295.171740250953
295.16971256956157,295.1718671357756
295.1696893244433,295.1719925224349
295.16966610673575,295.1721173405736
295.1696429164066,295.17224375649715
295.1696197534235,295.17236835290356
295.1695966177543,295.1724918683262
295.1695735093667,295.1726139212361
295.16955042822866,295.17273606143056
295.16952737430796,295.1728571094063
295.1695043475725,295.1729780505955
295.1694813479902,295.1730972578158
295.1694583755291,295.17321490402793
295.16943543015714,295.17333392127296
295.16941251184244,295.17345021771985
295.1693896205531,295.17356676106294
295.1693667562572,295.1736813212482
295.169343918923,295.1737981738849
295.1693211085186,295.1739144656067
295.16929832501233,295.17403027180904
295.1692755683725,295.17414457240596
295.1692528385673,295.17426015477395
295.1692301355651,295.17437258014047
