voltage,updated_voltage
3.8673266424621295,3.8678599576944075
3.8673695498753706,3.867688388604289
3.8672786493015003,3.8677437039736873
3.867299694903894,3.867719015051663
3.867140012831795,3.867758901461817
3.8670060918148703,3.867898253202648
3.8671911833518955,3.8678331174107217
3.866915975291505,3.867734485145944
3.866985311920389,3.867933116966413
3.8667946685421897,3.8679183712551293
3.867086112311001,3.868030358685039
3.8670428095309677,3.867897169499433
3.867022005181747,3.86794036571249
3.86688788086669,3.867973868396859
3.8670661079371493,3.8681062044145715
3.8667404475844838,3.8680748009674493
3.8667461587023606,3.8681013848302754
3.8668131563466126,3.8682321874906553
3.866860661500032,3.8682051418575476
3.866660904408524,3.8682912719303326
3.866535820546395,3.868154490609322
3.8665609570594257,3.8683700812709048
3.866598220919994,3.8684062540178075
3.8665886781348684,3.868333134630887
3.866670564487649,3.86834189497828
3.866526028954209,3.8683836845282515
3.866418126982004,3.868493186412843
3.866392893374835,3.8685572902876717
3.8663763964287856,3.8685219006458724
3.8663173812407643,3.8685603099590544
3.8662876459191597,3.868619400770698
3.866776406722984,3.868656134338019
3.8660210965418353,3.868667271903879
3.8662855165407866,3.868688880471164
3.8662679311550767,3.8687757249241104
3.8661106131008536,3.8688064514750673
3.8660978368017664,3.8688440197143636
3.866208250050909,3.8689627960501625
3.866153309573664,3.8689457761419286
3.866015341438015,3.869116428621834
3.8659925780129765,3.869048153652494
3.866208436080193,3.8690395801143675
3.8660336805919013,3.8691800041819757
3.866212373678705,3.869237260930692
3.8661748057367373,3.8691688452985753
3.8660781514431672,3.869284901670397
3.8658048303838335,3.8693444990101753
3.8657815416228183,3.8692859439526384
3.8659523325478653,3.8694035249513847
3.865991678519032,3.8695775009535933
3.865497156058232,3.8694546829000678
3.8656747368406505,3.8694523551288063
3.865692989131583,3.8695367096316082
3.865828749956149,3.869578577057372
3.8655529925133503,3.869513654877446
3.8658505885099443,3.86954132953124
3.865921375846264,3.8696194729851636
3.8658928961618506,3.8696633422666062
3.8659089350955407,3.869819909223972
3.8655589945669084,3.8697546529820164
3.8655971685255857,3.8698087291471226
3.8656792936164335,3.869926141203941
3.86564824858518,3.8698497741008198
3.865577827525866,3.869939752027084
3.8656870064825384,3.869856010549608
3.86559929147768,3.8699910220493625
3.8654132306203324,3.8699626231891364
3.8653107118768726,3.8699674935591615
3.865533836785354,3.8700981089061997
3.8654840863122804,3.8700767683588158
3.8654198481952706,3.8701253657929886
3.865344605384351,3.8702251161744607
3.8649054002019416,3.870242488406048
3.865557918426463,3.870227231985215
3.8649670871477637,3.87021403953999
3.8652393270602077,3.8702870267394753
3.8653209376351816,3.8703506240089482
3.865215091713445,3.870367355541861
3.865338779349287,3.870451986920572
3.865152345015141,3.870441373110297
3.865390226906215,3.870378066030967
3.8649904108252495,3.8705128615393027
3.864987119030056,3.8704226230331438
3.8653458245171426,3.870484932495197
3.865087622875183,3.8705886380630963
3.865124830125925,3.870584443056616
3.8649183183335247,3.870488833387306
3.864971667387811,3.870643731480892
3.865145697140601,3.8706896795950025
3.8652825800900112,3.871370015106275
3.865126124899733,3.8709346539383658
3.865101193837829,3.870561697624421
3.865105787326684,3.870385532183432
3.8650929408229646,3.870406295750402
3.8650036815223117,3.8701969718799614
3.8650451343384344,3.8702014985508786
3.8648598300304324,3.870201831894906
3.8645813481596463,3.870149963381966
3.8648086023817974,3.8701122383740363
3.864795485691926,3.8700714909047673
3.8648563004332788,3.8701579135777093
3.864826694388906,3.8700036436218337
3.8649365890832663,3.8700652572122367
3.8646507288192944,3.870050462649855
3.8643979600849265,3.87009699301638
3.8646521644132643,3.870238161379667
3.8648722139061715,3.870184361793326
3.864734669585767,3.8700983924414203
3.8647111611982607,3.8702954746738634
3.864454255829266,3.8702891798198213
3.864582987410463,3.87040348298966
3.8644318461349583,3.8702840330574397
3.864676248591967,3.870332410114524
3.8645492935660446,3.8703714204327975
3.8648112839847126,3.8705044944780593
3.86443356950049,3.870481463969869
3.864245704254598,3.8705135165813105
3.864639215671623,3.8706447683756826
3.8642177224776337,3.8706255375529386
3.8642945932802677,3.8707140012164616
3.864427628732513,3.87058993849795
3.8645117720223676,3.870801458229475
3.8644715953579727,3.870842022020545
3.8645261496010863,3.8707783130170053
3.8642786592323306,3.870792444875386
3.864490937694291,3.8708379326396125
3.864006787413393,3.8709478632476055
3.8643853940593837,3.8710144920541736
3.864143413461024,3.870986223627512
3.86406201304491,3.8710281384289016
3.864119186723596,3.8710896768854552
3.864151449601301,3.871129838832177
3.8642895321816035,3.871145520114696
3.864210774436523,3.87117107609648
3.8642386171220964,3.8712587138631007
3.864406210717024,3.871292829957076
3.8642981219472867,3.871333383778326
3.864018363114788,3.8714512608125777
3.864000997493917,3.8714397072729096
3.864070013613903,3.871606902493796
3.8642766317663373,3.8715464208293486
3.863830160407692,3.871542678738692
3.864097077903696,3.871680837648397
3.8641391353846046,3.8717397525175925
3.8639693907496824,3.8716788413730536
3.8639126848452023,3.8717935939572836
3.863675996477844,3.8718545414804173
3.8637737474975147,3.8718028368108937
3.8636897247871596,3.871918863801687
3.8638225102992743,3.872088651065786
3.863736368300798,3.87197562575279
3.864205179345661,3.8719772440797358
3.8639430558963186,3.8720613905415315
3.8639199342124475,3.8721050307702036
3.863794439600181,3.872046843105858
3.863911955394542,3.8720767711437567
3.863924002736849,3.87215474472767
3.86366541024956,3.8722000403507946
3.863767330283375,3.8723527064314407
3.863649323731239,3.8722940113951516
3.863763322009769,3.872348917581155
3.8637554742761075,3.872464159484319
3.863733310757514,3.872394738060123
3.8638976376313323,3.8724837188326893
3.863688139979643,3.872407134428591
3.8637158499884414,3.8725388985130063
3.863592157915074,3.8725149641816596
3.863677616653928,3.872522645052353
3.8636128102468863,3.872650109012639
3.8633361384214764,3.872632790535059
3.863713464395108,3.8726820444023553
3.8638016505973405,3.8727800279987945
3.8634893077771384,3.8727995182606723
3.863504567299672,3.872787860650759
3.863505945617146,3.87277809384518
3.8635738446388435,3.8728503910260725
3.863548055602211,3.872913740604608
3.8631861372130913,3.8729324168468398
3.8634965451260306,3.8730157619629346
3.86350247502649,3.873008342879081
3.863525578367466,3.8729506344070614
3.8636032572807237,3.873081624115532
3.8635065224020915,3.872998195749944
3.863654951126653,3.873060026404778
3.8635681344759263,3.8731613107647958
3.8634711666180364,3.8731597909767927
3.8634700561856614,3.8730710874266405
3.863190836192617,3.873221006323346
3.856247724213559,3.873267167876844
3.8561905580154954,3.87422642378942
3.8562192281294094,3.8737916438289712
3.8562416240903112,3.8734192087698434
3.85624129896429,3.8732434069040056
3.856248496918662,3.8732643800127122
3.8562516712171617,3.873055430382953
3.8562817928016973,3.87306016452865
3.856239449968874,3.873060703426662
3.8562715416180455,3.8730090740176557
3.85623898565976,3.872971571916841
3.8562551331847867,3.8729310442107283
3.8562493233052355,3.873017587517807
3.856247003085684,3.8728636128483953
3.8563147947115177,3.8729253553505107
3.856341979667068,3.8729107429435388
3.8563098772964164,3.872957405821008
3.856297882801153,3.8730986336511872
3.8563121372058413,3.873045035907489
3.8563130205288143,3.8729592872752754
3.856332638960139,3.873156376073763
3.8563601212232563,3.8731502376270415
3.8563303225387138,3.873264604445279
3.8563120497632752,3.8731453890624956
3.856390981515467,3.8731938712100478
3.856343588992981,3.873232990976818
3.856318999855335,3.8733661024105728
3.8563547759154777,3.8733432235281384
3.85634233246023,3.8733753834675593
3.8563903327563938,3.8735066667943574
3.8564053949088546,3.8734875777354456
3.8563604920622923,3.8735761002832265
3.856369813219367,3.8734522518118215
3.856395733582827,3.8736637330464077
3.8564041647167886,3.8737043853451834
3.8564315845961237,3.8736408396371984
3.8564465245405817,3.8736550734329716
3.8564136999056635,3.873700637533301
3.856434182066326,3.8738105950718253
3.8564417402631372,3.8738772820758336
3.8564702819497683,3.8738491404411897
3.8564947514601204,3.8738911271977217
3.8564825208895126,3.8739527213806846
3.856458939585942,3.873992953462887
3.8564329329791938,3.8740087212389613
3.85647568314898,3.874034354335909
3.856501462481073,3.87412202154206
3.856452553753792,3.8741562058299475
3.856518241035014,3.8741968214391704
3.856540915926546,3.874314701705689
3.8564650810962657,3.874303246785586
3.8565288580572497,3.8744704063604325
3.8565032140901097,3.8744100578518417
3.856469129073602,3.8744064038564128
3.8565047479726977,3.8745445440356723
3.856529350005616,3.8746034990562825
3.8565544551337787,3.8745427154904983
3.85657926666951,3.874657462980196
3.8564759882693873,3.8747184451986105
3.856499537697079,3.874666857489837
3.8565531916385076,3.874782874874509
3.8565991490795932,3.874952613064369
3.8565789571829088,3.8748397484846846
3.856570962075904,3.8748414391105865
3.8565756511558966,3.8749255952340427
3.8565977103845444,3.874969274755025
3.8565946592606264,3.874911200556404
3.8565843251050445,3.874941174324193
3.8566730550266097,3.875019157076739
3.856610334730247,3.875064485737073
3.8566103176165325,3.875217104822931
3.856613442912286,3.8751585198346654
3.8566233289820113,3.875213449611349
3.8566588208439416,3.875328670002896
3.8566502952700485,3.8752593638071615
3.8566366492512376,3.8753483401729127
3.8566598489863355,3.875271873605612
3.8566791477136695,3.87540359897817
3.8566019210848825,3.875379741713917
3.8566919009283978,3.8753874744735683
3.8566864433009638,3.8755149006888057
3.8566678845826123,3.8754976521688818
3.8566909386637964,3.8755469251924834
3.8566662941669105,3.875644891515543
3.8566938198078793,3.8756644228102948
3.856706476728453,3.875652828221746
3.8566871614277924,3.8756431215270988
3.856664656177763,3.8757154168227888
3.8567473368121443,3.8757787711446996
3.8567331284553354,3.875797484961642
3.856746559001208,3.875880819026864
3.8567454239804615,3.8758734561068047
3.8567522218551793,3.8758158395535762
3.856737409091805,3.8759467797517457
3.8567282374269074,3.8758634612423846
3.8567351467564612,3.8759252919504794
3.856792644941156,3.876026547236246
3.856775080645773,3.876025074902251
3.856788534639786,3.8759364819921793
3.856807423583779,3.8760863328209707
3.856766385811711,3.8761325044650645
3.8567736086969364,3.8776206215486138
3.856783627139261,3.8771610848722595
3.85676925905951,3.876766558898335
3.856779136394034,3.876575896567692
3.856757628635866,3.8765891034870714
3.8568011167774547,3.8763646694707323
3.856793050431752,3.876361604437173
3.856833070026652,3.8763543870652093
3.8568507085888117,3.876293392676717
3.8568342110132754,3.8762472268293298
3.8567985457210856,3.876198132170341
3.856815381971947,3.8762806766608247
3.8568288816213254,3.8761145407737074
3.8568570180709956,3.876171806292474
3.8568700919994234,3.876150207604331
3.856843800798522,3.8761921557571957
3.8569004718831312,3.876332040882694
3.856839681543998,3.8762704546020155
3.856836617889877,3.876175793455086
3.8568974812379175,3.8763738954683364
3.8569095083946032,3.876361788072355
3.8569027609605206,3.876474471312568
3.856910712210951,3.8763455972282888
3.8568834659609634,3.8763903988535957
3.8568987788406908,3.876425611179853
3.8569011456739255,3.876558146613855
3.8568930760239586,3.8765293615179353
3.856918297816566,3.8765576447124594
3.856941839854241,3.8766885572631478
3.856939289479602,3.8766639551252555
3.8569668662712293,3.876750793235133
3.856950980048352,3.8766180102178827
3.856956530341509,3.8768322818299796
3.856965466733566,3.87686981598435
3.856999810104379,3.876799648669792
3.8569455382591307,3.876810082681821
3.856990638246999,3.8768530164907125
3.8569578002610694,3.876962627410592
3.8569160854719575,3.8770275045804925
3.856956634902228,3.876994344685238
3.8570054129147633,3.8770338391524017
3.8569710742073378,3.877093680489686
3.8569798464116034,3.8771314756506956
3.856982230529966,3.8771440286087686
3.8569999798980437,3.8771668642403845
3.8569732022798497,3.877253937088073
3.8569817904135593,3.8772857147052573
3.8570069889217535,3.877324206497978
3.857025509778239,3.877442676116139
3.857018506974588,3.8774273661129204
3.857019605538549,3.877596902238983
3.8570226626731126,3.8775310747738203
3.8570248916727525,3.8775240113193594
3.8570204873017357,3.8776636979243686
3.857055602528287,3.8777214599703647
3.8570065124535873,3.877655401977739
3.857014835578167,3.877771026451331
3.8569987722366053,3.8778310326344214
3.8570347502268807,3.8777746290663435
3.8570531282945764,3.8778916998932984
3.857084381579041,3.878064331033997
3.8570340025103915,3.8779445970119415
3.8571218246527104,3.877943502152607
3.857099004585094,3.878027774058219
3.8571255731692466,3.878070186478792
3.857069878955229,3.878007381377361
3.857104151978637,3.8780357542699835
3.8570964160908403,3.8781138286101426
3.8570997778984704,3.8781581345176757
3.857086916840034,3.8783134507248893
3.8570837211857185,3.878250257729354
3.8571224566001487,3.8783045822753985
3.857129811122164,3.878421292458416
3.857111968017431,3.8783471111600525
3.8571373545262198,3.878436759431626
3.8571018714717353,3.878355271458487
3.8571120976260573,3.8784892411932494
3.8571317498453235,3.8784622434007368
3.8571240914222598,3.8784679913613975
3.8571475331270224,3.8785975959816335
3.8571154922708173,3.878577516958496
3.857159383619117,3.8786263101759277
3.8571493332677145,3.8787254888283167
3.8571843648477007,3.878743519904755
3.8571411937990234,3.8787293916968846
3.857159079155234,3.8787172730166497
3.8571746444466934,3.87879003057836
3.857128473297331,3.8788535383373612
3.8571681392926176,3.8788708749321796
3.857186235539719,3.878955088086957
3.8571474116398745,3.8789454755251898
3.8571756758821922,3.8788839315834727
3.8571860925002888,3.8790175116079046
3.857248132567675,3.8789294203323426
3.857224153840371,3.8789915686695258
3.8572133627746967,3.8790944977944877
3.8572332536995733,3.8790911406664774
3.857206038734495,3.87899770948809
3.8571975929141926,3.8791510216425933
3.8571942481479873,3.879197028371701
3.8571914389833943,3.8807533178706324
3.8572381667799114,3.8802812999125567
3.857261371570237,3.879875636090605
3.8573028873608988,3.8796774786762698
3.857248444495279,3.8796867645290503
3.8572827803548897,3.8794545217059735
3.8572203140222427,3.879447519567189
3.857232574564516,3.879436386913817
3.857237880954715,3.879370667081966
3.8572615806897486,3.8793201292674584
3.8572821999900104,3.8792667116226487
3.857291116662988,3.879347234491883
3.857297450379589,3.879174965393939
3.857299384186135,3.879229968835934
3.8572970883613262,3.8792048441734828
3.8572785352401495,3.8792444108045725
3.857315211582603,3.879383613158836
3.857311098747351,3.879317996411731
3.8572899146985633,3.879218839556108
3.857245346499302,3.8794174460493047
3.857273632834848,3.8794023259638544
3.857344072875862,3.8795141553771164
3.8573471533019883,3.8793804101589195
3.857311010755995,3.879423352319236
3.8573055792579587,3.8794565909804275
3.8573174716932375,3.8795888310350657
3.8572896073810696,3.8795570655694704
3.8573435094338517,3.879583390866744
3.8573707414240768,3.87971411171991
3.8573111191356713,3.8796867275461033
3.8573614440044945,3.87977271239481
3.857345877954381,3.8796354240216555
3.857349962191604,3.879851096781284
3.857381833910605,3.879887055703582
3.857362684614514,3.879813548419139
3.857368161869558,3.8798220640829886
3.8573912367913348,3.879863668764546
3.857377230245485,3.879973101008799
3.85740028533771,3.8800370624564438
3.857371660671729,3.880001370692393
3.8573961978150706,3.8800396058453295
3.857357867341321,3.8800985604281717
3.857359434148587,3.8801351242977993
3.857358176176608,3.880146054179825
3.8574056698466275,3.8801674770591736
3.857347454005015,3.8802542470221253
3.857412195839095,3.880284808856135
3.857468944149806,3.8803222274197275
3.8574570388294296,3.880440990598855
3.857462608001475,3.880423735332023
3.8574337770799767,3.8805944654057782
3.8574531077410774,3.8805258747383777
3.857466932658443,3.880517090698046
3.857419614212829,3.8806575532742746
3.8574387312188936,3.8807147113367373
3.8575061407111737,3.8806459934190105
3.8574385754281737,3.8807620567942838
3.8574639032225737,3.880821568441233
3.857465570171389,3.8807627361074286
3.8574518097723183,3.880880334875924
3.8574731162401643,3.8810544205835438
3.8574611325050454,3.8809312233937945
3.8574734273950964,3.880928722769253
3.8574771697131673,3.881013050461542
3.857507898133749,3.881054822070431
3.8574987995534586,3.880989631348131
3.857494799078226,3.8810171954461308
3.85744733640409,3.8810953135967234
3.8574771108779884,3.881139101990553
3.8574330585408867,3.881295774561731
3.8574830652182333,3.8812302580152487
3.8575067808899184,3.8812842754702195
3.8574726220032174,3.8814017339304723
3.8575079901350207,3.8813250946507454
3.8574913676758587,3.8814150792943374
3.8575225921009784,3.881331059752593
3.857497796770419,3.8814661580795264
3.8574809949104196,3.881437576269295
3.857572039953769,3.8814423224734464
3.8575316759584766,3.8815730225545275
3.8575109946872295,3.881551515779806
3.857522337769941,3.881600065451013
3.8575371240316443,3.8816998529713604
3.857523376521766,3.8817171264875534
3.8575468978019347,3.8817017201973
3.8575445461226225,3.88168838476869
3.8575651408296956,3.881761373512254
3.8575734409811253,3.8818249568845755
3.857522963648887,3.8818415980477723
3.857580702294943,3.8819262523995794
3.8575418066755223,3.881915504964677
3.857582004677929,3.881851981060187
3.8575614466696773,3.8819868893691973
3.8575489115135566,3.881896392326217
3.8575592571317014,3.8819586992298243
3.857562040633113,3.8820624700981514
3.857553409513976,3.882058162067822
3.8575570856480286,3.8819622922561106
3.8575933526935087,3.8821173467080587
3.8576016341674206,3.882163268995119
3.8575625381443523,3.883620710501653
3.8575515407716763,3.8831486925435774
3.857604035271166,3.8827430287216256
3.857632655955786,3.882544871307291
3.8575922377688543,3.882554157160071
3.857661903617983,3.8823219143369947
3.8576366159971154,3.88231491219821
3.857617317294651,3.882303779544838
3.857621053477826,3.8822380597129866
3.8576169831322082,3.882187521898479
3.8576654491778886,3.88213410425367
3.8576372152234253,3.8822146271229037
3.857628751567001,3.8820423580249597
3.8576113991394254,3.882097361466955
3.8576688930691576,3.8820722368045035
3.8576887481042945,3.8821118034355937
3.857585707025074,3.882251005789857
3.857663722291492,3.8821853890427516
3.8576216481595362,3.8820862321871292
3.8576172496898424,3.882284838680326
3.8576849889203704,3.882269718594875
3.857643962690345,3.882381548008137
3.8576180205539368,3.8822478027899403
3.857649870283983,3.8822907449502573
3.8576397094836388,3.8823239836114483
3.8576722447987177,3.8824562236660864
3.857675172242608,3.8824244582004916
3.857675686199167,3.882450783497765
3.857644373350502,3.882581504350931
3.857642015095661,3.882554120177124
3.8576848102621204,3.8826401050258306
3.8576660692917017,3.8825028166526763
3.857692165450544,3.8827184894123046
3.857752207582773,3.882754448334603
3.857736028194429,3.8826809410501597
3.8577283018259365,3.88268945671401
3.85772729072219,3.8827310613955666
3.857730640692094,3.8828404936398204
3.8576487857165827,3.8829044550874645
3.8577075364203175,3.8828687633234136
3.857698465166093,3.8829069984763502
3.8577474960365983,3.8829659530591925
3.857744232698852,3.8830025169288205
3.8577485124949322,3.8830134468108457
3.8577277912276973,3.883034869690195
3.85775589526493,3.883121639653146
3.8577533621696274,3.883152201487156
3.857717380733385,3.8831896200507487
3.8577099228630467,3.8833083832298763
3.8577525844833875,3.8832911279630435
3.857738109996821,3.8834618580367994
3.857697906010508,3.8833932673693985
3.8577411963016486,3.883384483329067
3.8577279575209795,3.883524945905296
3.8577875937662,3.8835821039677585
3.8577098135096395,3.8835133860500317
3.8577756644281487,3.8836294494253045
3.857728144289504,3.8836889610722536
3.857767864012471,3.8836301287384494
3.857796228357712,3.883747727506945
3.857762956784283,3.8839218132145645
3.8578240229174274,3.8837986160248157
3.8577672820736284,3.883796115400274
3.8577597194890387,3.883880443092563
3.8577414804741914,3.883922214701452
3.8577598882902024,3.883857023979152
3.8578143930886246,3.8838845880771515
3.857797642565792,3.8839627062277446
3.857727548402463,3.8840064946215738
3.8577787446195524,3.8841631671927517
3.8578008674979047,3.8840976506462694
3.8578051109853844,3.8841516681012407
3.8577967542028335,3.8842691265614935
3.857861708295866,3.884192487281766
3.857796081920864,3.8842824719253586
3.857761374832269,3.8841984523836137
3.8578400024266863,3.8843335507105476
3.8578439430229645,3.884304968900316
3.857836077757653,3.884309715104467
3.8578723275603353,3.8844404151855487
3.857839798450286,3.884418908410827
3.8578238159624743,3.8844674580820344
3.8578480963053554,3.8845672456023816
3.85786191518686,3.8845845191185746
3.8578256006768554,3.8845691128283213
3.8578024096629475,3.8845557773997106
3.8578608321151666,3.884628766143275
3.857843030060472,3.8846923495155963
3.857858674390291,3.8847089906787935
3.857803002061726,3.8847936450306007
3.8578999159335194,3.8847828975956977
3.8578952699972975,3.8847193736912082
3.857828761453396,3.884854282000218
3.857836169465271,3.8847637849572383
3.8578954028420154,3.884826091860845
3.8578266181878935,3.8849298627291726
3.85790332837066,3.8849255546988433
3.8578661430161385,3.8848296848871318
3.857883070513639,3.8849847393390795
3.860790905180763,3.8850306616261396
3.8604617800770615,3.8867308112095693
3.8603807308488083,3.886247511101595
3.8606690676439586,3.8858317849965944
3.860720704501729,3.885626883320175
3.860325989616782,3.885632681728938
3.8602721698857554,3.885393402735129
3.8605482904142248,3.8853828927133174
3.8605426013100907,3.885368269994116
3.860502574869798,3.88529831895216
3.8603646522895403,3.885243869999656
3.860559464469634,3.8851865836699324
3.860327301845334,3.8852653350866038
3.8606230812988627,3.8850875424727804
3.860568018233859,3.8851405509437695
3.8601608832604004,3.8851122769927624
3.8606793828863606,3.885149736538884
3.860619082455674,3.885288380148857
3.8604746524045206,3.885219150055491
3.860600318457843,3.8851159534233455
3.860567024252004,3.8853150793949904
3.8603379176246215,3.8852972700938833
3.860173188825074,3.885408378151572
3.8604709921475377,3.8852702460884005
3.8607421015050245,3.8853115464971295
3.8605090720551423,3.8853430381516745
3.8603093627003933,3.885475061107265
3.8603204429291376,3.8854406287223724
3.8604899803737442,3.8854652183388674
3.860335659737815,3.8855958136431
3.860395156144265,3.8855659405066554
3.86041864850207,3.885651194507509
3.8604773003875295,3.885509843022273
3.8606723276215393,3.885726838795402
3.8602676583724116,3.8857614058242724
3.8605059580523586,3.885684895852026
3.8606088540290453,3.8856917040910646
3.8606128379254665,3.885732137837447
3.8603167046058453,3.8858414478671977
3.860706806791709,3.8859046144152463
3.8605100408645576,3.885866652805765
3.8605608694585287,3.885903777743381
3.860009728417255,3.885961961242082
3.86045305565524,3.8859974391400973
3.860470315065904,3.8860069249243123
3.860481708308258,3.886027094700451
3.860534867636606,3.88611362325813
3.857471358639686,3.886143110564048
3.8574685732581964,3.8861795839482536
3.8574685704755973,3.886298648173355
3.8574685704728173,3.88627965150026
3.8574685704728147,3.8864515029412936
3.8574685704728147,3.8863804240118234
3.8574685704728147,3.8863701015264476
3.8574685704728147,3.8865113022702324
3.8574685704728147,3.8865679397692867
3.8574685704728147,3.886496825323013
3.8574685704728147,3.886613317830064
3.8574685704728147,3.886672407086678
3.8574685704728147,3.8866113874839825
3.8574685704728147,3.886729495098281
3.8574685704728147,3.886904935025299
3.8574685704728147,3.8867786062627894
3.8574685704728147,3.886774849368547
3.8574685704728147,3.8868592533732502
3.8574685704728147,3.886900465693788
3.8574685704728147,3.886833123564848
3.8574685704728147,3.886859973606521
3.8574685704728147,3.886938155025344
3.8574685704728147,3.88698149449864
3.8574685704728147,3.887139427256107
3.8574685704728147,3.887071814296129
3.8574685704728147,3.887125573780369
3.8574685704728147,3.8872437367795607
3.8574685704728147,3.887164877291928
3.8574685704728147,3.887255189759152
3.8574685704728147,3.8871688817641914
3.8574685704728147,3.887305029482529
3.8574685704728147,3.8872750228169837
3.8574685704728147,3.88727887457365
3.8574685704728147,3.887410592881686
3.8574685704728147,3.887387802857865
3.8574685704728147,3.8874361488830593
3.8574685704728147,3.887536510168452
3.8574685704728147,3.887553111060321
3.8574685704728147,3.8875365568810007
3.8574685704728147,3.8875221288899797
3.8574685704728147,3.8875953453547547
3.8574685704728147,3.887659014525923
3.8574685704728147,3.8876750380313387
3.8574685704728147,3.8877601112388143
3.8574685704728147,3.887748344966615
3.8574685704728147,3.8876830307302037
3.8574685704728147,3.887819165771547
3.8574685704728147,3.88772648950873
3.8574685704728147,3.8877889554478173
3.8574685704728147,3.8878935085631503
3.8574685704728147,3.887888347689637
3.8574685704728147,3.8877902673733526
3.8574685704728147,3.8879469243177662
3.8574685704728147,3.887992783278845
3.8574685704728147,3.889355495763695
3.8574685704728147,3.8888834778056194
3.8574685704728147,3.8884778139836675
3.8574685704728147,3.888279656569333
3.8574685704728147,3.888288942422113
3.8574685704728147,3.8880566995990367
3.8574685704728147,3.888049697460252
3.8574685704728147,3.88803856480688
3.8574685704728147,3.8879728449750286
3.8574685704728147,3.887922307160521
3.8574685704728147,3.887868889515712
3.8574685704728147,3.8879494123849456
3.8574685704728147,3.8877771432870016
