Soc,r0,r1,c,OCV,Temp,DBSCANclusters
50,0.00516426528303245,0.004208381025412098,18280.051538374562,3.698,10,0
90,0.005361099624399905,0.005804675287248415,23825.44926315615,4.041,10,0
60,0.004681172302225421,0.005939404061598915,21419.51322420355,3.752,10,0
50,0.005232577960864364,0.005272954242742425,23186.25756360969,3.697,10,0
40,0.0053155811538069895,0.006510889368122816,26724.7458622261,3.663,10,0
30,0.0044205304171460996,0.006323392102002663,25550.98417999615,3.633,10,0
90,0.004925603675163475,0.0057429263921898125,26430.65740206746,4.041,10,0
60,0.004177677498805181,0.00513660997872209,22417.071964100443,3.753,10,0
40,0.004907225932373003,0.00507675511552779,23162.09644546591,3.662,10,0
60,0.004938465878549562,0.00609474293037658,25744.26904438735,3.753,10,0
50,0.004536056241573554,0.0052085323220616075,23739.52230312041,3.698,10,0
60,0.005359670240382232,0.00553485487710838,24344.601911241978,3.752,10,0
50,0.0047792710392340855,0.005768963866151205,22530.535795499196,3.697,10,0
40,0.004811127153873813,0.006293519092734519,23024.89986932276,3.663,10,0
90,0.004401001865780992,0.005733205813908933,21159.65098338482,4.041,10,0
60,0.005195289513828456,0.0051953425454111775,22674.27519833548,3.753,10,0
50,0.005258208144682822,0.0064520431140080185,22311.183721898855,3.698,10,0
40,0.0047207965574656285,0.004242220701760047,21476.150037736188,3.662,10,0
30,0.0050275598083878185,0.0045144702357614456,25467.830207120118,3.634,10,0
60,0.004964417618344474,0.005620631053304724,27232.8270809669,3.75,10,0
50,0.004267560832113162,0.005486139696216053,22051.261468245328,3.696,10,0
40,0.004976608241756495,0.005813461735743677,23090.745203277467,3.662,10,0
60,0.005222338950108582,0.004828043156050966,23593.78241933435,3.749,10,0
50,0.004989833487103562,0.0052430100936172565,23145.960376837942,3.695,10,0
40,0.005530452107945775,0.005320591405891025,23243.358480064024,3.662,10,0
60,0.005482025886895857,0.005747250086160605,25254.47801967976,3.749,10,0
40,0.005449853899064291,0.004993763740680856,22140.5165932531,3.661,10,0
30,0.004923939794721539,0.005593540781009593,19288.70044212776,3.633,10,0
60,0.0041156457929950934,0.0060281997531263275,16928.859951671715,3.749,10,0
50,0.004504783626919677,0.006032592985497525,24322.520451668806,3.696,10,0
40,0.0048736030714482655,0.00549850998604638,25294.85948984319,3.662,10,0
50,0.005599445393814692,0.006004216466732972,28311.59934473542,3.696,10,0
40,0.00484100011644817,0.006622710738130813,23824.450800076585,3.662,10,0
60,0.0053276250717565424,0.006739905994394697,22609.478396334784,3.749,10,0
40,0.005175726254937816,0.005811492887307289,24631.963665643303,3.661,10,0
30,0.0054772504132563965,0.0041791057864869795,21111.58697838176,3.633,10,0
90,0.004864565597785484,0.004054840387925019,26886.940042123533,4.041,10,0
80,0.005101222005731266,0.005802295774969296,17695.727118093302,3.943,10,0
60,0.00459817979675758,0.004743823826601051,24835.20273458667,3.753,10,0
50,0.005403075239508402,0.004067469644069049,21113.877037607275,3.699,10,0
40,0.0052308913548470655,0.0043803660333777555,21436.35281061263,3.663,10,0
90,0.004606397508267628,0.007084460030785391,24043.775267287143,4.041,10,0
80,0.004432173686360063,0.004734822959696614,22462.79528680592,3.943,10,0
60,0.0057044703955579125,0.005872455407479947,25677.0125476138,3.752,10,0
50,0.005426972457538783,0.004319079617809089,23698.26364186052,3.698,10,0
40,0.005593641158739633,0.006129477780860447,24748.945956822976,3.664,10,0
30,0.005759291040393886,0.005619615421056893,19722.972257377,3.634,10,0
90,0.004229300349239089,0.005174509320683809,21554.768205471555,4.041,10,0
80,0.004816300157266935,0.0050107523207520025,26002.476328906698,3.943,10,0
60,0.004557840427883834,0.005512265926488918,25413.575258790985,3.753,10,0
50,0.005150322309325228,0.004826282350416044,26679.015409970994,3.698,10,0
40,0.005231184446958125,0.006001475309196426,25182.90772180137,3.663,10,0
80,0.004090901567945763,0.006350020701191592,28193.51502230935,3.943,10,0
60,0.004644827453239913,0.006288580686021593,22536.117684264867,3.753,10,0
50,0.005161750193446923,0.005500491189893702,23503.3958786034,3.699,10,0
40,0.004564240185510576,0.0062475022708531345,25177.557740962027,3.663,10,0
90,0.005489480251111319,0.005503673915168199,26214.21769448211,4.041,10,0
80,0.005819327500628768,0.006276450685018484,24271.846438928573,3.943,10,0
60,0.003979068173352144,0.0040928033383493875,21877.81241331085,3.752,10,0
50,0.0051361645037757255,0.005747967317373007,24182.97947241608,3.698,10,0
40,0.004262337823529151,0.005534565864577929,22306.686812056458,3.664,10,0
30,0.004753319222119243,0.006342095094245974,22442.61789083884,3.634,10,0
90,0.004807037075309933,0.005555956351867971,23086.265118673233,4.041,10,0
80,0.00479906203489229,0.00535525061397269,21070.52409284189,3.943,10,0
60,0.004896513179307653,0.005088295031307689,25018.39351545249,3.753,10,0
50,0.005007552865214208,0.005137617937535137,26073.4225477352,3.698,10,0
40,0.005720396082207901,0.005426427433823926,25003.211102134657,3.663,10,0
30,0.0056359009745927755,0.007459335401610498,22595.23605574831,3.634,10,0
60,0.005023869002585141,0.00626929419552455,20558.083092753724,3.749,10,0
50,0.004756348528987232,0.004249687880010804,25640.165657968282,3.695,10,0
40,0.005734331884445041,0.00540398536584973,18415.492705675562,3.66,10,0
90,0.004587423234753127,0.006284207442846346,27682.834339042416,4.035,10,0
60,0.0051669136785586715,0.004378945238976939,22214.75698719315,3.748,10,0
50,0.005222652663638855,0.004038296826048943,24970.821522829694,3.695,10,0
40,0.004548148053256203,0.006705226944335339,20265.542940051273,3.661,10,0
30,0.005173919267155891,0.005024905608389017,24835.813291946117,3.631,10,0
60,0.0045106173633401615,0.0051023728164591685,18267.968943040523,3.749,10,0
50,0.0051185256984222355,0.0046899507161418455,20464.925458760114,3.695,10,0
40,0.004484285725076856,0.005075158863120287,26293.178657742577,3.659,10,0
30,0.004423964785764882,0.006013336570347379,22244.47368101752,3.632,10,0
60,0.0052013298931502415,0.007560624595379617,24434.39414725557,3.749,10,0
50,0.0059140410244916545,0.006888314520046458,24122.72640441084,3.696,10,0
40,0.004600143361029159,0.005793656816121838,25149.693950004224,3.661,10,0
90,0.005109899978727287,0.00552297671309039,23042.091205850218,4.035,10,0
60,0.003896871572549091,0.0052083996321267804,23879.11998364314,3.748,10,0
50,0.004804219409017571,0.006869669756534875,21860.764060572517,3.695,10,0
40,0.004703616877801428,0.006282681146356113,20343.87913757838,3.661,10,0
30,0.005842422715723091,0.005046013448979666,24312.326219861905,3.632,10,0
90,0.005825212587166629,0.006282440629516993,22737.826163179245,4.035,10,0
80,0.00528892995127191,0.004845696010527446,24159.29897048342,3.937,10,0
60,0.0046038207278145445,0.005691812901849612,21685.38564548132,3.749,10,0
50,0.004872356599911271,0.006251295058974464,27718.64166923927,3.695,10,0
40,0.004431418470319732,0.00688194920549829,22301.847553519274,3.66,10,0
30,0.005376009600028557,0.006512763743702318,22549.757849745747,3.632,10,0
60,0.005150349394724105,0.007084415509771517,24902.278262442156,3.748,10,0
50,0.005101292256761372,0.004173487131494032,21379.446759176524,3.694,10,0
40,0.004706061440763402,0.00476342202113705,17826.428024624045,3.658,10,0
90,0.00474365394766671,0.004186583020453592,26604.88211668925,4.036,10,0
80,0.005001159348765676,0.0033838245372084757,24162.86779426859,3.937,10,0
60,0.004493305203126177,0.0036672107969196593,26226.418012023878,3.747,10,0
50,0.004599976618224935,0.004868427067391213,21154.919529490053,3.693,10,0
40,0.005339747020596207,0.0063258687800253986,24442.494014824333,3.659,10,0
90,0.005196638930251122,0.00548823948298241,22580.81333529932,4.036,10,0
80,0.004726773918700548,0.005784565521860742,21312.092620433305,3.937,10,0
60,0.00483027359989461,0.0055855950306506865,20636.462683562037,3.748,10,0
50,0.004681383453600473,0.0047986175627362715,19328.45449482175,3.693,10,0
40,0.004935037657311923,0.0066018326137318685,22536.623408310785,3.658,10,0
60,0.005013805393733843,0.006373089100659541,22570.77428868286,3.75,10,0
50,0.0052097059591516125,0.005268911314531297,21261.60085202741,3.696,10,0
40,0.004621159888056241,0.006197461478563916,22037.470167654923,3.661,10,0
90,0.004065837580426752,0.005955624210046908,20122.307396987428,4.039,10,0
80,0.004879346971969574,0.003859082856485377,22172.368943020978,3.94,10,0
60,0.005210139101661088,0.005890093820265769,22888.177258669042,3.749,10,0
50,0.004321623586469363,0.004098483530648643,24964.574388342306,3.695,10,0
40,0.0047742709695024555,0.006017585965437177,23269.053002482953,3.661,10,0
30,0.004338345844251508,0.004340996098209942,27485.233658788657,3.631,10,0
60,0.004652238553149511,0.004930274632476601,21855.8572717797,3.75,10,0
50,0.004751281986718933,0.006070026627894996,25119.79749653806,3.695,10,0
40,0.004562246520600979,0.004686460643372673,24158.51157197105,3.66,10,0
30,0.004680330503401708,0.005571036708897729,19802.934383743992,3.631,10,0
