Soc,r0,r1,c,Temp,DBSCANclusters
100,0.004002988429436293,0.004183105473203339,25834.50233068292,10,0
90,0.004195017138179765,0.00410755109405303,21279.61678283752,10,0
80,0.00459183673469387,0.005388290938525775,21748.60041887158,10,0
60,0.004862152795737828,0.004982573542573809,20754.43628639402,10,0
50,0.004897709300545894,0.005294719436882089,20819.00030190459,10,0
40,0.00533472803347282,0.006288320977013373,22634.77552102336,10,0
30,0.005918065404826311,0.006841912648896442,33284.68136780628,10,0
20,0.005627749923257926,0.007840788676435895,17060.50724834936,10,0
100,0.003720512398628427,0.004297684751706023,24141.54404358639,10,0
90,0.003979388806693506,0.003854545000220644,23106.51513588685,10,0
80,0.004332800330118147,0.005602471967258826,19115.48152483907,10,0
60,0.004848609893227391,0.004887001666074586,23013.7186045661,10,0
50,0.00491123957640559,0.005239683482880841,21992.61881477887,10,0
40,0.005106638630219301,0.006067440194638674,26517.48918991204,10,0
30,0.005408163265306161,0.007282758750676188,28205.49618032067,10,0
20,0.006326530612244882,0.007024978223765133,24649.55875579023,10,0
100,0.003880734906537863,0.003898850227093741,27032.43732312692,10,0
90,0.003957984472522424,0.003817070420168656,22899.13966101871,10,0
80,0.004344902498318963,0.005633485621690748,19472.0557517455,10,0
60,0.004862152795737828,0.004966624147026866,23357.0120653599,10,0
50,0.005349794238683087,0.005083701050856759,24304.5594056647,10,0
40,0.0051478752397295,0.006101173791839831,25135.42124349947,10,0
30,0.005495344222256127,0.007488248648492735,29080.41000676207,10,0
20,0.005857740585774063,0.008168368660160907,19655.53297848458,10,0
100,0.004017564945211731,0.004171214821821629,25974.81565546801,10,0
90,0.004195017138179765,0.004109757144640569,21246.83619810236,10,0
80,0.00459183673469387,0.005390745241212858,21698.72763787123,10,0
60,0.004862152795737828,0.004985239607028125,20678.5387201757,10,0
50,0.004897709300545894,0.005297855461252499,20753.11798897456,10,0
40,0.00533472803347282,0.006292038551984125,22571.84584924956,10,0
30,0.005816029794398238,0.00694387140827224,31814.32338348449,10,0
20,0.005627749923257926,0.007843899085156925,17028.8036270999,10,0
100,0.003742398050330444,0.004300542964660734,24133.41628326317,10,0
90,0.003979388806693506,0.00385650852012398,23089.4354348531,10,0
80,0.004332800330118147,0.005606107064816679,19089.85399919742,10,0
60,0.004848609893227391,0.004890386782744005,22988.45319334211,10,0
50,0.005013557067580695,0.005243327959899236,21982.3787086574,10,0
40,0.005106638630219301,0.006070558730202014,26463.67263229175,10,0
30,0.005306122448979596,0.00728610678353625,28184.13297496727,10,0
20,0.006326530612244882,0.007028338640380549,24565.11857945815,10,0
100,0.003895272854215787,0.003902393961779644,26978.97569959644,10,0
90,0.003957984472522424,0.003820822064929952,22936.09979907863,10,0
80,0.004344902498318963,0.005637837655319555,19372.61170514628,10,0
60,0.004862152795737828,0.004970984863099548,23330.34582295492,10,0
50,0.005349794238683087,0.005087321702977987,24293.93757379736,10,0
40,0.0051478752397295,0.00610514185492661,25073.38071696425,10,0
30,0.005393578588510654,0.00749214925511843,29041.77595923654,10,0
20,0.005857740585774063,0.00817364361852524,19634.72047570475,10,0
100,0.00387830094529389,0.004115278336351479,25826.05199283582,10,0
90,0.00409269964700466,0.004078710620895598,21167.77288176424,10,0
80,0.00459183673469387,0.005315744848097492,21743.31726703415,10,0
60,0.004758702736254055,0.004957367307464433,20816.79170181457,10,0
50,0.004897709300545894,0.005240282883534841,21094.09332293182,10,0
40,0.00533472803347282,0.006182518633262135,23221.73760131021,10,0
30,0.005918065404826311,0.006865214471357572,32571.58675095986,10,0
20,0.005730072649135378,0.007947487003119424,16261.30505470004,10,0
100,0.003598726157029583,0.004255691196924998,24044.87591639677,10,0
90,0.003979388806693551,0.003824060940192608,23107.50855702363,10,0
80,0.004229638417496253,0.005533012195890419,19241.79428181222,10,0
60,0.004745447980605543,0.004862349375801212,23046.01935052061,10,0
50,0.00491123957640559,0.005186991127885343,22215.10664893115,10,0
40,0.005006508460999281,0.006061362681666682,26132.41708777361,10,0
30,0.005306122448979596,0.007301463853916057,27660.28567482267,10,0
20,0.00653061224489792,0.00701567271200465,24545.1247692726,10,0
100,0.003748751972900962,0.003801888057985108,27262.39481017275,10,0
90,0.003856497691175706,0.003790430483158969,22805.66503095303,10,0
80,0.004241452438835144,0.00556408362857097,19533.51777008807,10,0
60,0.004758702736254055,0.004938985114625205,23418.15260720381,10,0
50,0.00524691358024693,0.005031748445098905,24798.83311085538,10,0
40,0.0051478752397295,0.006095654662498284,24707.89697317058,10,0
30,0.005393578588510654,0.007510999255411543,28521.7415040228,10,0
20,0.005857740585774063,0.008376254105739389,18027.14763599689,10,0
100,0.004064918153166343,0.00404426839517046,26918.3325136303,10,0
90,0.004297334629354915,0.004025168701938475,22091.62310478431,10,0
80,0.004693877551020389,0.005260810692618745,22433.1047380599,10,0
60,0.004862152795737828,0.004996359733093425,20374.13105652161,10,0
50,0.004897709300545894,0.005281080460389664,20719.40256880775,10,0
40,0.005439330543933059,0.006225439103941244,22928.22704207648,10,0
30,0.005918065404826311,0.006903292170420072,32079.36825973848,10,0
20,0.005730072649135378,0.007983658256367598,16024.68444201237,10,0
100,0.003631985184025475,0.004263579661184853,23807.40654595193,10,0
90,0.003979388806693551,0.00387064091471967,22489.24306998021,10,0
80,0.004332800330118147,0.005477042338242755,19712.21826888874,10,0
60,0.004745447980605543,0.004901135991728034,22599.87305762523,10,0
50,0.005013557067580695,0.005229866076384204,21901.8433129071,10,0
40,0.005006508460999281,0.006099169806792815,25654.27249741985,10,0
30,0.005408163265306115,0.007338923719582335,27288.48276969744,10,0
20,0.00653061224489792,0.007051792909030685,24143.88343138829,10,0
100,0.003884319281106397,0.003820296962934843,27073.91415978193,10,0
90,0.003957984472522469,0.003834972973064787,22194.64175690784,10,0
80,0.004344902498318917,0.005604429906263753,19075.75237960335,10,0
60,0.004862152795737828,0.004979987445598799,22962.53065677147,10,0
50,0.00524691358024693,0.005072703062663719,24385.93880601411,10,0
40,0.005248813969920263,0.006038700090704618,25555.47442134375,10,0
30,0.005393578588510654,0.007550526001152913,28124.17824491265,10,0
20,0.005857740585774063,0.00841383852762434,17753.83637051503,10,0
100,0.004027994157913595,0.004134132301092537,26163.81855056051,10,0
90,0.004297334629354915,0.004127369765363764,21034.73273161151,10,0
80,0.004693877551020389,0.005345774659081148,22316.24216730532,10,0
60,0.004758702736254101,0.005015307368499422,20390.9041898924,10,0
50,0.004999744910973923,0.005255266681663096,21306.4826901443,10,0
40,0.00533472803347282,0.006272267018329392,23365.57836192042,10,0
30,0.005918065404826266,0.006894183585847702,32855.21363098691,10,0
20,0.005730072649135378,0.008011529073866153,15885.58819637868,10,0
100,0.003715782060569532,0.004279736995272041,24202.12810383279,10,0
90,0.00408142441712158,0.003878221424500672,22695.72070870528,10,0
80,0.004332800330118102,0.005572712812842773,19472.87704545557,10,0
60,0.004745447980605588,0.004931701868564731,22470.7207929033,10,0
50,0.00491123957640559,0.005211493353555752,22438.0588917729,10,0
40,0.005006508460999325,0.006151559163230735,26071.05875979519,10,0
30,0.005306122448979596,0.007336273402011817,27708.71710446092,10,0
20,0.006428571428571401,0.007105960639822828,23696.00271531137,10,0
100,0.003920194401521615,0.003823166975921204,27794.4297340578,10,0
90,0.004059471253869188,0.003843060656639641,22570.74878358171,10,0
80,0.004344902498318917,0.005598748367630191,19807.62582428494,10,0
60,0.004758702736254101,0.005007910059746545,22749.26899259655,10,0
50,0.005246913580246885,0.005055238085901359,24949.75491542426,10,0
40,0.0051478752397295,0.006090324585304896,25775.14279101801,10,0
30,0.005393578588510654,0.007547107150998378,28540.06621635472,10,0
20,0.005857740585774063,0.008366433243044091,18167.25539247423,10,0
100,0.004068653957111362,0.004101381599540925,26706.07194313469,10,0
90,0.004297334629354915,0.004087586135088972,21473.055113906,10,0
80,0.004693877551020389,0.005401103772858407,21747.81850919869,10,0
60,0.004862152795737874,0.00496219369347306,21141.62750431748,10,0
50,0.004897709300545894,0.005297687462009981,20898.22665275332,10,0
40,0.005334728033472773,0.00631122186471289,23034.38351415657,10,0
30,0.005918065404826311,0.006926743645011002,32284.20121127081,10,0
20,0.005730072649135378,0.008045592549367986,15767.93549338272,10,0
100,0.003705117549126782,0.004354832365087079,23336.82203194868,10,0
90,0.00408142441712158,0.003943566142139754,21871.1477078903,10,0
80,0.004332800330118102,0.005626957653115716,18994.74956259496,10,0
60,0.004848609893227437,0.004876217746089817,23304.78891045358,10,0
50,0.00491123957640559,0.005249812815929178,22040.931760465,10,0
40,0.005106638630219256,0.006091166365957412,26843.39242995184,10,0
30,0.005306122448979596,0.007373700933018035,27486.98118773412,10,0
20,0.006530612244897965,0.007038565076136094,24418.30842196274,10,0
100,0.003869451010848237,0.003889109603690695,26974.9159738047,10,0
90,0.003957984472522469,0.003905247792715172,21741.83320294028,10,0
80,0.004344902498318917,0.005657130978532154,19364.37730050131,10,0
60,0.004758702736254055,0.00505783506532087,22426.33493773586,10,0
50,0.00524691358024693,0.005092149620805952,24436.43644922338,10,0
40,0.0051478752397295,0.006130360202835639,25454.61671240217,10,0
30,0.005393578588510654,0.007580472692939044,28187.3294635354,10,0
20,0.005857740585774063,0.008398037082927634,17944.84485859876,10,0
