,soc,r0,r1,c1,temp
22,1.0,0.002983087638570778,0.003130844595079674,18725.53388742897,20
23,0.9,0.003035015175075863,0.003353104721213085,14918.58788179265,20
24,0.8,0.003036032250965316,0.003739473892835021,21049.03729691391,20
25,0.7,0.002960014800073985,0.003359356921614487,21335.88459111153,20
26,0.6,0.002991634411287294,0.002974712625322451,17151.73263024871,20
27,0.5,0.003033301351243314,0.003183270946549688,17632.62542005829,20
28,0.4,0.00309071086349862,0.003658633413687773,19926.21973188527,20
29,0.3,0.00308361237443151,0.004050804669550545,20571.90143651804,20
30,0.2,0.003091406589998442,0.004095305508096447,15083.12242934773,20
