temp,soc,r1,soh
0,0.0,0.0213599127799394,1.0
0,0.05,0.0226811116132852,1.0
0,0.1,0.0179689144593943,1.0
0,0.15,0.0132567173055033,1.0
0,0.2,0.0113516035592779,1.0
0,0.25,0.0100825610119272,1.0
0,0.3,0.0091066592630783,1.0
0,0.35,0.0085736012837361,1.0
0,0.4,0.008040543304394,1.0
0,0.45,0.0077658361149094,1.0
0,0.5,0.0074960884940781,1.0
0,0.55,0.0073801054743783,1.0
0,0.6,0.0073832036398096,1.0
0,0.65,0.0074127513111382,1.0
0,0.7,0.0075969702701221,1.0
0,0.75,0.0077811892291061,1.0
0,0.8,0.0078630293050682,1.0
0,0.85,0.0079067333380855,1.0
0,0.9,0.0079504373711029,1.0
0,0.95,0.0079941414041202,1.0
0,1.0,0.0080378454371375,1.0
10,0.0,0.0210040599859174,1.0
10,0.05,0.0176711286758875,1.0
10,0.1,0.0116973041274663,1.0
10,0.15,0.0073727760311499,1.0
10,0.2,0.00673429437357,1.0
10,0.25,0.0061301885060216,1.0
10,0.3,0.005746064424367,1.0
10,0.35,0.0053619403427124,1.0
10,0.4,0.0050879892062322,1.0
10,0.45,0.0048184948500827,1.0
10,0.5,0.0046479382960989,1.0
10,0.55,0.0045041575817981,1.0
10,0.6,0.0045520335901496,1.0
10,0.65,0.0047209232429184,1.0
10,0.7,0.0049167497723938,1.0
10,0.75,0.0051469953810419,1.0
10,0.8,0.0052760461258532,1.0
10,0.85,0.0051244441760241,1.0
10,0.9,0.0049728422261951,1.0
10,0.95,0.0048212402763661,1.0
10,1.0,0.0046696383265371,1.0
20,0.0,0.0199288398496842,1.0
20,0.05,0.0110587942078613,1.0
20,0.1,0.0050910287021521,1.0
20,0.15,0.0045981449482642,1.0
20,0.2,0.0042505821312453,1.0
20,0.25,0.0042632799576943,1.0
20,0.3,0.0042190172140883,1.0
20,0.35,0.0039823672274687,1.0
20,0.4,0.0037432116278976,1.0
20,0.45,0.0034917944819445,1.0
20,0.5,0.0032568082028995,1.0
20,0.55,0.0031540283984047,1.0
20,0.6,0.00307045490731,1.0
20,0.65,0.0033392363496844,1.0
20,0.7,0.0036080177920588,1.0
20,0.75,0.0037407982821976,1.0
20,0.8,0.0038725590714993,1.0
20,0.85,0.0036789747320091,1.0
20,0.9,0.0034622179844215,1.0
20,0.95,0.003245461236834,1.0
20,1.0,0.0030287044892464,1.0
30,0.0,0.0069404829815554,1.0
30,0.05,0.0050313519698044,1.0
30,0.1,0.0031222209580535,1.0
30,0.15,0.0030147463184423,1.0
30,0.2,0.0029329861547505,1.0
30,0.25,0.0030735531641413,1.0
30,0.3,0.0032205903449681,1.0
30,0.35,0.0030940907404667,1.0
30,0.4,0.0029554828268719,1.0
30,0.45,0.002736089374497,1.0
30,0.5,0.0025118808472819,1.0
30,0.55,0.0023896656980137,1.0
30,0.6,0.0022751540416893,1.0
30,0.65,0.002624201950405,1.0
30,0.7,0.0030158272070329,1.0
30,0.75,0.0030243179397718,1.0
30,0.8,0.0029910542274624,1.0
30,0.85,0.0027741896968541,1.0
30,0.9,0.0025340473374035,1.0
30,0.95,0.0022939049779529,1.0
30,1.0,0.0020537626185022,1.0
40,0.0,0.0066237424144641,1.0
40,0.05,0.0035013949908077,1.0
40,0.1,0.0027328159718814,1.0
40,0.15,0.0022326013297544,1.0
40,0.2,0.0022482409790775,1.0
40,0.25,0.0023077199557938,1.0
40,0.3,0.0024346467370852,1.0
40,0.35,0.0025154374224238,1.0
40,0.4,0.0025388316131871,1.0
40,0.45,0.0024428195786394,1.0
40,0.5,0.0022262127858786,1.0
40,0.55,0.0020359424971862,1.0
40,0.6,0.0018672913086089,1.0
40,0.65,0.0020570570746086,1.0
40,0.7,0.0024847175488185,1.0
40,0.75,0.0026093986725859,1.0
40,0.8,0.0025729009385621,1.0
40,0.85,0.0023738049821641,1.0
40,0.9,0.0021065235767328,1.0
40,0.95,0.0018392421713015,1.0
40,1.0,0.0015719607658703,1.0
0,0.0,0.026699890974924246,0.9
0,0.05,0.0283513895166065,0.9
0,0.1,0.02246114307424287,0.9
0,0.15,0.016570896631879124,0.9
0,0.2,0.014189504449097374,0.9
0,0.25,0.012603201264909,0.9
0,0.3,0.011383324078847875,0.9
0,0.35,0.010717001604670127,0.9
0,0.4,0.010050679130492499,0.9
0,0.45,0.00970729514363675,0.9
0,0.5,0.009370110617597623,0.9
0,0.55,0.009225131842972875,0.9
0,0.6,0.009229004549761999,0.9
0,0.65,0.009265939138922749,0.9
0,0.7,0.009496212837652625,0.9
0,0.75,0.009726486536382625,0.9
0,0.8,0.00982878663133525,0.9
0,0.85,0.009883416672606875,0.9
0,0.9,0.009938046713878625,0.9
0,0.95,0.00999267675515025,0.9
0,1.0,0.010047306796421875,0.9
10,0.0,0.026255074982396747,0.9
10,0.05,0.022088910844859373,0.9
10,0.1,0.014621630159332873,0.9
10,0.15,0.009215970038937375,0.9
10,0.2,0.008417867966962499,0.9
10,0.25,0.007662735632526999,0.9
10,0.3,0.00718258053045875,0.9
10,0.35,0.0067024254283905,0.9
10,0.4,0.006359986507790249,0.9
10,0.45,0.0060231185626033745,0.9
10,0.5,0.0058099228701236245,0.9
10,0.55,0.005630196977247625,0.9
10,0.6,0.005690041987687,0.9
10,0.65,0.005901154053648,0.9
10,0.7,0.00614593721549225,0.9
10,0.75,0.006433744226302374,0.9
10,0.8,0.0065950576573164995,0.9
10,0.85,0.006405555220030125,0.9
10,0.9,0.006216052782743875,0.9
10,0.95,0.006026550345457625,0.9
10,1.0,0.005837047908171375,0.9
20,0.0,0.02491104981210525,0.9
20,0.05,0.013823492759826623,0.9
20,0.1,0.006363785877690126,0.9
20,0.15,0.0057476811853302496,0.9
20,0.2,0.005313227664056626,0.9
20,0.25,0.005329099947117874,0.9
20,0.3,0.005273771517610375,0.9
20,0.35,0.004977959034335875,0.9
20,0.4,0.0046790145348719996,0.9
20,0.45,0.004364743102430625,0.9
20,0.5,0.004071010253624375,0.9
20,0.55,0.003942535498005875,0.9
20,0.6,0.0038380686341374995,0.9
20,0.65,0.004174045437105501,0.9
20,0.7,0.0045100222400735,0.9
20,0.75,0.004675997852746999,0.9
20,0.8,0.004840698839374125,0.9
20,0.85,0.004598718415011374,0.9
20,0.9,0.004327772480526875,0.9
20,0.95,0.004056826546042501,0.9
20,1.0,0.0037858806115579997,0.9
30,0.0,0.008675603726944248,0.9
30,0.05,0.0062891899622555,0.9
30,0.1,0.003902776197566875,0.9
30,0.15,0.0037684328980528746,0.9
30,0.2,0.003666232693438125,0.9
30,0.25,0.003841941455176625,0.9
30,0.3,0.004025737931210124,0.9
30,0.35,0.0038676134255833747,0.9
30,0.4,0.003694353533589875,0.9
30,0.45,0.0034201117181212495,0.9
30,0.5,0.003139851059102375,0.9
30,0.55,0.0029870821225171243,0.9
30,0.6,0.002843942552111625,0.9
30,0.65,0.0032802524380062498,0.9
30,0.7,0.0037697840087911245,0.9
30,0.75,0.00378039742471475,0.9
30,0.8,0.003738817784328,0.9
30,0.85,0.0034677371210676245,0.9
30,0.9,0.003167559171754375,0.9
30,0.95,0.002867381222441125,0.9
30,1.0,0.00256720327312775,0.9
40,0.0,0.008279678018080126,0.9
40,0.05,0.004376743738509625,0.9
40,0.1,0.00341601996485175,0.9
40,0.15,0.0027907516621929994,0.9
40,0.2,0.0028103012238468745,0.9
40,0.25,0.00288464994474225,0.9
40,0.3,0.0030433084213565,0.9
40,0.35,0.00314429677802975,0.9
40,0.4,0.003173539516483875,0.9
40,0.45,0.00305352447329925,0.9
40,0.5,0.00278276598234825,0.9
40,0.55,0.00254492812148275,0.9
40,0.6,0.0023341141357611245,0.9
40,0.65,0.0025713213432607494,0.9
40,0.7,0.003105896936023125,0.9
40,0.75,0.0032617483407323747,0.9
40,0.8,0.0032161261732026247,0.9
40,0.85,0.0029672562277051244,0.9
40,0.9,0.0026331544709159997,0.9
40,0.95,0.002299052714126875,0.9
40,1.0,0.001964950957337875,0.9
0,0.0,0.0320398691699091,0.8
0,0.05,0.0340216674199278,0.8
0,0.1,0.026953371689091447,0.8
0,0.15,0.019885075958254946,0.8
0,0.2,0.01702740533891685,0.8
0,0.25,0.015123841517890799,0.8
0,0.3,0.013659988894617447,0.8
0,0.35,0.01286040192560415,0.8
0,0.4,0.012060814956590999,0.8
0,0.45,0.011648754172364098,0.8
0,0.5,0.011244132741117149,0.8
0,0.55,0.01107015821156745,0.8
0,0.6,0.011074805459714399,0.8
0,0.65,0.0111191269667073,0.8
0,0.7,0.011395455405183148,0.8
0,0.75,0.01167178384365915,0.8
0,0.8,0.011794543957602299,0.8
0,0.85,0.011860100007128248,0.8
0,0.9,0.011925656056654348,0.8
0,0.95,0.0119912121061803,0.8
0,1.0,0.012056768155706249,0.8
10,0.0,0.03150608997887609,0.8
10,0.05,0.026506693013831246,0.8
10,0.1,0.017545956191199447,0.8
10,0.15,0.011059164046724848,0.8
10,0.2,0.010101441560354998,0.8
10,0.25,0.009195282759032399,0.8
10,0.3,0.0086190966365505,0.8
10,0.35,0.008042910514068599,0.8
10,0.4,0.007631983809348299,0.8
10,0.45,0.007227742275124049,0.8
10,0.5,0.006971907444148349,0.8
10,0.55,0.00675623637269715,0.8
10,0.6,0.006828050385224399,0.8
