temp,soc,c,soh
20,0.95,9100.799377857074,0.8
20,1.0,7018.226826012533,0.8
30,0.0,3062.4632742310805,0.8
30,0.05,6351.956934936128,0.8
30,0.1,9641.450595641176,0.8
30,0.15,12251.484457843952,0.8
30,0.2,14851.820603602575,0.8
30,0.25,17505.32068945335,0.8
30,0.3,20160.367953734254,0.8
30,0.35,19715.82066555765,0.8
30,0.4,19134.067520917728,0.8
30,0.45,17909.400241665226,0.8
30,0.5,16646.413236868128,0.8
30,0.55,15944.072525310077,0.8
30,0.6,15284.077060579053,0.8
30,0.65,18823.941220198954,0.8
30,0.7,22749.5570671833,0.8
30,0.75,20673.901868011577,0.8
30,0.8,17944.221185639777,0.8
30,0.85,15441.855768099376,0.8
30,0.9,12968.3105152893,0.8
30,0.95,10494.765262479226,0.8
30,1.0,8021.220009669225,0.8
40,0.0,9375.0,0.8
40,0.05,11083.748507406526,0.8
40,0.1,12621.46765803345,0.8
40,0.15,14252.365723417652,0.8
40,0.2,16062.373787019302,0.8
40,0.25,18134.903892965627,0.8
40,0.3,20611.330145626427,0.8
40,0.35,21855.566613318602,0.8
40,0.4,21566.87375857515,0.8
40,0.45,20846.99386482293,0.8
40,0.5,19691.635028674355,0.8
40,0.55,18836.367137523677,0.8
40,0.6,18227.437794823727,0.8
40,0.65,22649.506327432202,0.8
40,0.7,30410.835897411904,0.8
40,0.75,28160.0962700031,0.8
40,0.8,20583.139278253577,0.8
40,0.85,16525.920410539653,0.8
40,0.9,13944.70122451065,0.8
40,0.95,11363.482038481576,0.8
40,1.0,8782.262852452575,0.8
0,0.0,93.4452995664,0.7
0,0.05,298.1708676058969,0.7
0,0.1,931.2275017116999,0.7
0,0.15,1564.2841358174999,0.7
0,0.2,2198.0536353529,0.7
0,0.25,2831.984666664369,0.7
0,0.3,3345.0062931332186,0.7
0,0.35,3675.3717459033496,0.7
0,0.4,4005.737198673481,0.7
0,0.45,4230.877407722293,0.7
0,0.5,4453.997604288943,0.7
0,0.55,4674.936881358656,0.7
0,0.6,4894.187170999156,0.7
0,0.65,5097.563766737969,0.7
0,0.7,5208.114255057131,0.7
0,0.75,5318.6647433763,0.7
0,0.8,5057.0690044010125,0.7
0,0.85,4656.8491264729,0.7
0,0.9,4256.629248544794,0.7
0,0.95,3856.409370616681,0.7
0,1.0,3456.189492688575,0.7
10,0.0,123.74702101224248,0.7
10,0.05,950.1909311229562,0.7
10,0.1,2563.225492619481,0.7
10,0.15,4127.474996261787,0.7
10,0.2,5582.693774386205,0.7
10,0.25,6885.849648776062,0.7
10,0.3,7215.905876550375,0.7
10,0.35,7545.96210432475,0.7
10,0.4,7498.8730488118745,0.7
10,0.45,7436.527492007437,0.7
10,0.5,7551.162105332562,0.7
10,0.55,7713.693402824125,0.7
10,0.6,7959.138629378937,0.7
10,0.65,8256.936398490187,0.7
10,0.7,8560.641160418936,0.7
10,0.75,8871.893688767186,0.7
10,0.8,8834.297439165188,0.7
10,0.85,7829.207921212562,0.7
10,0.9,6824.118403259937,0.7
10,0.95,5819.028885307281,0.7
10,1.0,4813.939367354656,0.7
20,0.0,205.93874077046436,0.7
20,0.05,2428.877836487306,0.7
20,0.1,4758.105302274132,0.7
20,0.15,7287.835900231437,0.7
20,0.2,9522.952892336374,0.7
20,0.25,11027.702399167498,0.7
20,0.3,12171.697687703687,0.7
20,0.35,12097.227125279687,0.7
20,0.4,11928.16913074125,0.7
20,0.45,11296.235102091561,0.7
20,0.5,10717.980780238999,0.7
20,0.55,10571.645530592374,0.7
20,0.6,10482.485123910687,0.7
20,0.65,11442.242204382186,0.7
20,0.7,12401.999284853624,0.7
20,0.75,12537.318078335813,0.7
20,0.8,12666.455441485687,0.7
20,0.85,11054.953734621813,0.7
20,0.9,9319.476608084688,0.7
20,0.95,7583.999481547562,0.7
20,1.0,5848.522355010443,0.7
30,0.0,2552.0527285259,0.7
30,0.05,5293.297445780106,0.7
30,0.1,8034.542163034313,0.7
30,0.15,10209.570381536625,0.7
30,0.2,12376.51716966881,0.7
30,0.25,14587.767241211124,0.7
30,0.3,16800.306628111874,0.7
30,0.35,16429.850554631375,0.7
30,0.4,15945.056267431435,0.7
30,0.45,14924.500201387686,0.7
30,0.5,13872.011030723437,0.7
30,0.55,13286.727104425063,0.7
30,0.6,12736.730883815875,0.7
30,0.65,15686.617683499124,0.7
30,0.7,18957.964222652747,0.7
30,0.75,17228.25155667631,0.7
30,0.8,14953.517654699812,0.7
30,0.85,12868.213140082811,0.7
30,0.9,10806.92542940775,0.7
30,0.95,8745.637718732687,0.7
30,1.0,6684.350008057687,0.7
40,0.0,7812.5,0.7
40,0.05,9236.457089505437,0.7
40,0.1,10517.889715027874,0.7
40,0.15,11876.971436181375,0.7
40,0.2,13385.31148918275,0.7
40,0.25,15112.419910804687,0.7
40,0.3,17176.108454688685,0.7
40,0.35,18212.9721777655,0.7
40,0.4,17972.394798812624,0.7
40,0.45,17372.494887352437,0.7
40,0.5,16409.695857228624,0.7
40,0.55,15696.97261460306,0.7
40,0.6,15189.531495686437,0.7
40,0.65,18874.588606193498,0.7
40,0.7,25342.36324784325,0.7
40,0.75,23466.74689166925,0.7
40,0.8,17152.61606521131,0.7
40,0.85,13771.600342116375,0.7
40,0.9,11620.584353758873,0.7
40,0.95,9469.568365401312,0.7
40,1.0,7318.552377043812,0.7
0,0.0,74.75623965312,0.6
0,0.05,238.5366940847175,0.6
0,0.1,744.98200136936,0.6
0,0.15,1251.427308654,0.6
0,0.2,1758.44290828232,0.6
0,0.25,2265.587733331495,0.6
0,0.3,2676.005034506575,0.6
0,0.35,2940.29739672268,0.6
0,0.4,3204.589758938785,0.6
0,0.45,3384.701926177835,0.6
0,0.5,3563.198083431155,0.6
0,0.55,3739.949505086925,0.6
0,0.6,3915.349736799325,0.6
0,0.65,4078.051013390375,0.6
0,0.7,4166.491404045705,0.6
0,0.75,4254.93179470104,0.6
0,0.8,4045.65520352081,0.6
0,0.85,3725.47930117832,0.6
0,0.9,3405.303398835835,0.6
0,0.95,3085.127496493345,0.6
0,1.0,2764.95159415086,0.6
10,0.0,98.997616809794,0.6
10,0.05,760.152744898365,0.6
10,0.1,2050.580394095585,0.6
10,0.15,3301.97999700943,0.6
10,0.2,4466.155019508965,0.6
10,0.25,5508.67971902085,0.6
10,0.3,5772.7247012403,0.6
10,0.35,6036.7696834598,0.6
10,0.4,5999.0984390495,0.6
10,0.45,5949.22199360595,0.6
10,0.5,6040.92968426605,0.6
10,0.55,6170.9547222593,0.6
10,0.6,6367.31090350315,0.6
10,0.65,6605.54911879215,0.6
10,0.7,6848.51292833515,0.6
10,0.75,7097.51495101375,0.6
10,0.8,7067.43795133215,0.6
10,0.85,6263.36633697005,0.6
10,0.9,5459.29472260795,0.6
10,0.95,4655.223108245825,0.6
10,1.0,3851.151493883725,0.6
20,0.0,164.7509926163715,0.6
20,0.05,1943.102269189845,0.6
20,0.1,3806.484241819305,0.6
20,0.15,5830.26872018515,0.6
20,0.2,7618.3623138691,0.6
20,0.25,8822.161919334,0.6
20,0.3,9737.35815016295,0.6
20,0.35,9677.78170022375,0.6
20,0.4,9542.535304593,0.6
20,0.45,9036.98808167325,0.6
20,0.5,8574.3846241912,0.6
20,0.55,8457.3164244739,0.6
20,0.6,8385.98809912855,0.6
20,0.65,9153.79376350575,0.6
20,0.7,9921.5994278829,0.6
20,0.75,10029.85446266865,0.6
20,0.8,10133.16435318855,0.6
20,0.85,8843.96298769745,0.6
20,0.9,7455.58128646775,0.6
20,0.95,6067.19958523805,0.6
20,1.0,4678.817884008355,0.6
30,0.0,2041.64218282072,0.6
30,0.05,4234.637956624085,0.6
30,0.1,6427.63373042745,0.6
30,0.15,8167.6563052293,0.6
30,0.2,9901.21373573505,0.6
30,0.25,11670.2137929689,0.6
30,0.3,13440.2453024895,0.6
30,0.35,13143.8804437051,0.6
30,0.4,12756.04501394515,0.6
30,0.45,11939.60016111015,0.6
30,0.5,11097.60882457875,0.6
30,0.55,10629.38168354005,0.6
30,0.6,10189.3847070527,0.6
30,0.65,12549.2941467993,0.6
30,0.7,15166.3713781222,0.6
30,0.75,13782.60124534105,0.6
30,0.8,11962.81412375985,0.6
30,0.85,10294.57051206625,0.6
30,0.9,8645.5403435262,0.6
30,0.95,6996.51017498615,0.6
30,1.0,5347.48000644615,0.6
40,0.0,6250.0,0.6
40,0.05,7389.16567160435,0.6
40,0.1,8414.3117720223,0.6
40,0.15,9501.5771489451,0.6
40,0.2,10708.2491913462,0.6
40,0.25,12089.93592864375,0.6
40,0.3,13740.88676375095,0.6
40,0.35,14570.3777422124,0.6
40,0.4,14377.9158390501,0.6
40,0.45,13897.99590988195,0.6
40,0.5,13127.7566857829,0.6
40,0.55,12557.57809168245,0.6
40,0.6,12151.62519654915,0.6
40,0.65,15099.6708849548,0.6
40,0.7,20273.8905982746,0.6
40,0.75,18773.3975133354,0.6
40,0.8,13722.09285216905,0.6
40,0.85,11017.2802736931,0.6
40,0.9,9296.4674830071,0.6
40,0.95,7575.65469232105,0.6
40,1.0,5854.84190163505,0.6
